channel_name,text,date
RT на русском,"Эрдоган обсудил с Зеленским урегулирование украинского кризиса, сообщили в администрации турецкого лидера.

Эрдоган вновь предложил посредничество в урегулировании конфликта на Украине.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-05
RT на русском,"Германия предоставит Украине дополнительную батарею ПВО Patriot, сообщили в Белом доме после беседы Байдена с Шольцем.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-05
RT на русском,"Посольство России заявило, что решение ФРГ направить Киеву БМП Marder и дополнительную батарею ЗРК Patriot является очередным шагом к эскалации конфликта, который негативно отразится на отношениях Москвы и Берлина.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-06
RT на русском,"**Джокер забеременел в новом выпуске комикса от DC 🤦‍♂️

**Выпуск под названием «Джокер: Человек, который перестал смеяться» вышел 4 января, пишет The Direct.

По сюжету главный герой проснулся беременным, после того как волшебница наложила на него заклинание. Некоторое время злодей размышлял, каким образом он сможет родить, но потом его стошнило коричневой субстанцией, из которой появился ребёнок.

В 2021 году DC начало выпускать комиксы о супермене-бисексуале [Джоне Кенте](https://t.me/rt_russian/79256). Это сын Кларка Кента и Лоис Лейн. Серию пришлось [закрыть](https://t.me/rt_russian/132090) из-за низких продаж.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-06
RT на русском,"**❗️Международная федерация хоккея не включила сборные России и Белоруссии в составы групп на молодёжный чемпионат мира 2024 года.**

В турнире, который пройдёт с 26 декабря 2023 года по 5 января 2024 года в Гётеборге (Швеция), примут участие 10 команд.

В группе А выступят Канада, Швеция, Финляндия, Германия и Латвия. В группе В сыграют Чехия, США, Словакия, Швейцария и Норвегия.

Победителем молодёжного чемпионата мира 2023 года стала Канада, обыгравшая в финале Чехию. Россия и Белоруссия не участвовали в турнире.

@rttv_sport",2023-01-06
RT на русском,"**Жители Норильска делятся в соцсетях кадрами северного сияния. В городе сегодня -45 °С.

**В ближайшие дни аномальные морозы [ожидаются](https://t.me/rt_russian/142199) на большей части России.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-06
RT на русском,"❗️**Прямая трансляция рождественской службы в храме Христа Спасителя.

**VK: https://vk.com/video-40316705_456386240.

RUTUBE: https://rutube.ru/video/4b7aca58d9c0654b792a0b240c6374ec.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-06
RT на русском,"**Битва за Соледар: главное на текущий момент

**С 30 декабря по 7 января подразделения ВСУ, обороняющие Соледар, потеряли не менее 500 человек убитыми и ранеными. 

По данным Военной хроники, наибольшие потери понесли 1, 2, 3 и 4-й батальоны 46-й отдельной аэромобильной бригады ВСУ. В конце декабря это соединение доукомплектовали мобилизованными из Кировоградской, Сумской и Тернопольской областей, однако из-за отсутствия боевой подготовки больше половины мобилизованных новобранцев погибли через шесть дней после прибытия на фронт.

3 января из-за большого количества безвозвратных потерь командование бригады направило на первую линию обороны роту радиационной, биологической и химической защиты. Через 24 часа после отправки на фронт подразделение перестало выходить на связь и в данный момент считается пропавшим без вести.

После смещения линии фронта в городскую застройку к улицам Льва Толстого и Чернышевского на северо-востоке города, а также к улицам Октябрьской, Набережной и Тенистой на юго-востоке Соледара ВСУ столкнулись с крупными потерями в бронетехнике.

С конца декабря наиболее крупные потери несёт танковый батальон 61-й егерской пехотной бригады ВСУ. На узких подъездных дорогах Соледара танки Т-64БВ и Т-72M1R ВСУ не могут активно маневрировать и уничтожаются расчётами ПТРК «Корнет» и «Конкурс», развёрнутых ЧВК «Вагнер» западнее Яковлевки. 

Помимо расчётов ПТРК, по боевой технике ВСУ с господствующих высот активно работают «реактивные» танки Т-80БВ.

Южнее под огневой контроль орудий «Гиацинт-Б» и «Гиацинт-С» ЧВК «Вагнер» взят участок трассы между селом Благодатное и северо-западным пригородом в районе улицы Советской. Из-за этого в Соледар не могут прибыть подкрепления 17-й танковой бригады ВСУ. Теперь поддержка подразделений ВСУ внутри кварталов тяжёлой техникой осложняется не только из-за боёв на узких улицах, но и из-за невозможности быстро перебросить новую бронетехнику и подкрепления.

☠[Подписывайтесь на Военную хронику](https://t.me/+vA_qwxP_ANNkYzQy)",2023-01-07
RT на русском,"**В Госдуме попросят СК возбудить уголовное дело в отношении уехавшего из страны актёра Артура Смольянинова.

**Об этом сообщил РИА Новости депутат Султан Хамзаев.

Смольянинов ранее заявил, что если бы воевал, то «только на стороне Украины», что ему «наплевать, в какой форме останется Россия», даже если это будет только один регион, а «всё остальное превратится в радиоактивный пепел».

«Считаю, что этот беглый артист должен повторить путь [Александра] Невзорова* (признан иноагентом) с уголовным делом. У таких актеров должно быть незамедлительное аннулирование контрактов по всем государственным заказам — фильмам», — отметил Хамзаев.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-08
RT на русском,"8 января, Военная хроника. Главные события этого дня. 

☠[Подписывайтесь на Военную хронику](https://t.me/+vA_qwxP_ANNkYzQy)",2023-01-08
RT на русском,"**Большинство немцев (64%) хотят отставки главы Минобороны Германии Кристины Ламбрехт.

**Об этом сообщает Bild со ссылкой на результаты исследования института изучения общественного мнения INSA.

Лишь 15% опрошенных выступают против её отставки. Вместе с тем плохим министром обороны Ламбрехт назвали 59% респондентов, а хорошим — 9%.

Ранее главу Минобороны ФРГ уже критиковали за идею передать Киеву [каски](https://t.me/rt_russian/91068). Также сообщалось, что ни одна из 18 БМП Puma, которые должно было использовать НАТО, [не готова к работе](https://t.me/rt_russian/140653).

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-09
RT на русском,"Самолёт Ан-2 с десятью пассажирами и двумя членами экипажа совершил жёсткую посадку в Ненецком автономном округе, сообщило РИА Новости со ссылкой на объединённый авиаотряд округа.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-09
RT на русском,"**Артур Смольянинов задолжал 39 тыс. рублей штрафов за нарушения ПДД.

**Это следует из базы данных приставов и ГИБДД.

Всего на имя артиста с середины 2019 года записано 22 неуплаченных штрафа, 13 из них приходится на октябрь — ноябрь 2022 года (в этот период Смольянинова уже не было в России).

Штрафы на серебристую Mazda CX-5 актёра не платились месяцами. Они связаны с пересечением сплошной линии, несоблюдением разметки и превышением скорости. RT получил фото некоторых нарушений с камер фиксации — на них за рулём сидит женщина (предположительно, это мать Смольянинова).

Сегодня Бастрыкин поручил возбудить уголовное дело в отношении артиста. Ранее Смольянинов [сказал](https://t.me/rt_russian/142451), что если бы воевал, то «только на стороне Украины». Актёр добавил, что ему «наплевать, в какой форме останется Россия», даже если большая её часть «превратится в радиоактивный пепел».

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-09
RT на русском,"**9 января

— Соледар и Артёмовск (Бахмут) **[**могут быть освобождены](https://t.me/rt_russian/142525)**** в ближайшие дни, заявил командир «Ахмата» Апти Алаудинов. В Минобороны Украины **[**признали](https://t.me/rt_russian/142565)****, что ВС РФ начали «мощный штурм» Соледара;

**— в сети постят [видео](https://t.me/rt_russian/142560) с ранеными украинскими военными: один из них говорит о 30 «трёхсотых» на одном участке в Артёмовске;

— Бастрыкин [поручил](https://t.me/rt_russian/142495) завести уголовное дело в отношении [Артура Смольянинова](https://t.me/rt_russian/142540) за антироссийские высказывания;

— Путин [внёс](https://t.me/rt_russian/142501) в Госдуму проект о денонсации Россией Конвенции об уголовной ответственности за коррупцию;

— Сослан Фидаров, снимавшийся со Смольяниновым в «9 роте», [в интервью RT ответил](https://t.me/rt_russian/142569) на угрозу коллеги пристрелить его на поле боя, заявив, что актёр осмелился это сказать лишь потому, что был уверен, что Фидаров «погиб на передовой»;

— российский топ-скейтер Максим Круглов [ответил](https://t.me/rt_russian/142553) Илье Прусикину, катавшемуся на скейте в форме креста;

— Берлин сейчас не собирается отправлять Киеву танки Leopard 2, [сообщил](https://t.me/rt_russian/142548) представитель кабмина ФРГ Штеффен Хебештрайт;

— в украинском городе Каменское, где родился Брежнев, [хотели снести](https://t.me/rt_russian/142483) его бюст, но отложили из-за нехватки денег;

— по данным Володина, почти 76% иностранных компаний [остались](https://t.me/rt_russian/142481) в России.

#главное_на_RT

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-09
RT на русском,"В России возбудили первое дело по новой статье о пропаганде ЛГБТ, заявил депутат Госдумы Хинштейн.

Дело возбуждено в отношении издательства Popcorn Books.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-10
RT на русском,"Путин назвал особенно важным контроль над ценами.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-10
RT на русском,"Автомобильное движение по Крымскому мосту восстановлено после проведения ремонтных работ, сообщили в Минтрансе.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-10
RT на русском,"Медведев сообщил о создании рабочей группы при Военно-промышленной комиссии России по контролю за производством востребованных вооружений.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-10
RT на русском,"Штаб ДНР сообщил об освобождении населённого пункта Подгородное, который находится к юго-западу от Соледара.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-11
RT на русском,"Песков назвал информационной уткой и диверсией сообщения о якобы запрете выезда мужчин из России с 9 января.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-11
RT на русском,"⚡️️Эксклюзив RT

**Пушилин: режим Зеленского пытался сделать из Соледара и Артёмовска (Бахмута) очередной символ «непобедимости».

**«Мы видели такой символ из Мариуполя, символ с «Азовстали». Мы видели сейчас вот такое формирование символа, которое поддерживалось всеми СМИ западного толка», — сказал врио главы ДНР.

По его словам, ради удержания Соледара и Артёмовска ВСУ перебрасывали «значительные» резервы, в том числе мобилизованных, с Херсонского направления.

Ранее стало известно, что бойцы ЧВК «Вагнер» полностью [взяли под контроль всю территорию](https://t.me/rt_russian/142691) Соледара.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-11
RT на русском,"**Зеленский заявил, что у людей с гражданством РФ не должно быть украинского гражданства.
**
По его словам, люди, имеющие несколько гражданств, включая российское, и имеющие «политическое или духовное влияние» на Украину, обязательно должны оставаться только с одним гражданством, российским, и жить в «соответствующем государстве».

Об этом он сказал, отвечая на вопрос, каких решений можно ждать относительно украинского гражданства после того, как его были [лишены Медведчук](https://t.me/rt_russian/142685) и ещё три депутата — Козак, Деркач и Кузьмин.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-11
RT на русском,"**ВСУ ведут ежедневные обстрелы и считают целью всё, что находится на территории ДНР.

**Для украинских военных нет разницы, куда обрушивать удары — на больницы, школы или жилые дома. Киев не соблюдает никаких международных соглашений.

И больше всего при этом страдают мирные люди и гражданские объекты, подчёркивает корр RT Arabic Сами Абу, который работает на месте событий.

Подробнее — в сюжете.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-11
RT на русском,"**Корр RT Александр Пискунов снял последствия обстрела ВСУ Ленинского района Донецка: один человек погиб, четверо пострадали при попадании снаряда в ремонтный цех.

**Пробоина в крыше здания очень ровная, что указывает на применение управляемого боеприпаса.

«Противник знал, куда стреляет, для чего стреляет, и ставил своей целью нанести урон гражданскому объекту», — уточнил наш корр.

Другой снаряд прилетел в реку Кальмиус недалеко от моста в центре Донецка.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-12
RT на русском,"Высока вероятность, что штамм «кракен» может стать доминирующим в России, заразившиеся им болеют достаточно легко, заявили РИА Новости в Роспотребнадзоре.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-12
RT на русском,"**В демократической Канаде открывается «аптека» по продаже героина, мета и крэка.

**Магазин, торгующий тяжёлыми наркотиками, по данным The Telegraph, заработает в конце месяца в Ванкувере.

31 января Британская Колумбия намерена декриминализовать хранение наркотиков класса А в личных целях, якобы чтобы «избежать передозировок».

В статье уточняется, что покупателям будет отпускаться до 2,5 г опиатов или «синтетики» (даже 100 мг героина могут быть смертельны).

Работники магазина будут носить защитные бронежилеты и маски, чтобы скрыть свою личность.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-12
RT на русском,"❗️**ВСУ не смогли организовать контратаку на Соледар и потеряли 200 человек: детали

**Утром 10 января отступившие из Соледара Сухопутные войска ВСУ пытались прорвать окружение, но провести операцию не удалось. По данным RT, оперативное командование «Восток» планировало задействовать для этого силы 46-й и 77-й бригад ВСУ.

После отхода нескольких рот этих соединений из Соледара в соседнюю Парасковиевку выяснилось, что, кроме большого количества убитых и раненых, бригады практически полностью потеряли огневое прикрытие, в том числе артиллерию калибров 155 и 152 мм. Орудия были уничтожены в ходе наступления на Соледар российскими комплексами «Смерч» калибра 300 мм и штурмовой авиацией.

По сведениям RT, подразделениям 46-й и 77-й бригад командование пообещало огневую поддержку со стороны сил 17-й отдельной танковой бригады и артиллерии. Однако в итоге эту поддержку бойцы ВСУ не получили.

При этом, по данным радиоперехватов, в брошенных на прорыв окружения частях отсутствовали командиры рот и батальонов.

Подразделения выдвинулись к Соледару на французских бронетранспортёрах VAB и британских противоминных БТР Wolfhound. Они были обнаружены и уничтожены дежурным звеном штурмовиков Су-25 при корректировке с земли разведгруппой российской армии.

Безуспешный рейд к окружённому Соледару на лёгкой технике стоил подразделениям ВСУ порядка 200 человек убитыми. В целях занижения потерь в Соледаре погибшие были объявлены Киевом «пропавшими без вести».

Общие потери всех вооружённых формирований Украины в Соледаре с начала осени 2022 года, [по данным RT](https://t.me/rt_russian/142771), могут составлять порядка 20—25 тыс. человек.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-12
RT на русском,"Верховная рада лишила мандатов депутатов от ОПЗЖ Виктора Медведчука, Тараса Козака, Андрея Деркача и Рената Кузьмина. Об этом сообщил украинский депутат Ярослав Железняк.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-13
RT на русском,"**На Украине мужчины всё чаще отказываются официально устраиваться на работу из-за страха мобилизации.

**Как сообщают местные СМИ, это связано с тем, что правительство обязало работодателей вручать повестки от военкоматов своим сотрудникам.

В последнее время украинцы всё чаще жалуются, что им выдают повестки [прямо на улице](https://t.me/rt_russian/142827), в ТЦ и других общественных местах. В Минобороны страны это объяснили тем, что сотрудникам военкоматов попросту не открывают двери.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-13
RT на русском,"**В Новосибирске машинист остановил электричку, чтобы помочь школьнице, пешком добиравшейся домой по морозу.
**
Дмитрий Перепёлкин вёл поезд по маршруту Изынский — Новосибирск-Главный, когда увидел идущего в темноте вдоль путей ребёнка. Поблизости не было населённых пунктов и станций.

Позже выяснилось, что девочка по ошибке уехала в другую сторону от дома. Она успела сообщить маме, что вышла на незнакомой станции, после чего её телефон разрядился.

Машинисту пришлось сделать вынужденную остановку и посадить ребёнка в вагон. Там девочку обогрели, напоили чаем и через полицейских передали родителям.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-13
RT на русском,"**В сети затроллили костюм Р’Бонни Габриэль, представительницы США на конкурсе «Мисс Вселенная»:
**
«Она двигается как Байден. Эта американская красавица полностью отражает состояние США на данный момент: амбиций много, а силы нет»;

«Бедная мисс США: она даже не могла в нём ходить»;

«Она должна подать в суд на тех, кто поставил её в такое положение».

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-13
RT на русском,"**Мальчик из Донбасса на Новый год попросил у Деда Мороза инструменты, чтобы починить свой разрушенный дом.

**Об этом рассказал RT Юрий Мезинов, руководитель штаба Захара @zakharprilepin Прилепина. Организация вместе с фондом «Добрый ангел» провела акцию «Волшебство», в рамках которой детям из ЛНР дарили подарки.

«Мальчик написал, что дом разрушен, у него только мама и бабушка. Он единственный мужчина, а инструментов, чтобы починить дом, нет. Купили ему инструментов на 30 тыс. рублей», — рассказал Мезинов.

Чтобы устроить детям праздник, иногда активистам приходилось рисковать жизнью, а однажды даже эвакуировать тяжелораненого подростка с семьёй.

15-летнего Валю и его папу зацепило осколками снаряда. Волонтёры предложили его маме и брату поехать с ними вслед за медиками и по дороге увидели заглохшую «буханку», в которой везли мальчика. Они доставили её к медучреждению на буксире.

Подробнее — в [материале](https://russian.rt.com/russia/article/1096626-volontery-deti-donbass-novyi-god).

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-13
RT на русском,"**В пабликах размещают кадры, предположительно, после прилёта в одном из районов Киева.

**Власти сообщают о ракетной атаке на объекты критической инфраструктуры столицы. Мэр Киева Кличко подтверждает взрывы в Днепровском районе Киева. Объявлена воздушная тревога.

Украинские СМИ также пишут о нескольких взрывах в Киевской области.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-14
RT на русском,"**В МХТ имени Чехова подтвердили **[**увольнение актёра ](https://t.me/rt_russian/143017)****Дмитрия Назарова и его жены Ольги Васильевой, которые критиковали СВО.

**Замдиректора по связям с общественностью Вадим Верник рассказал РИА Новости, что решение было принято после разговора Назарова с худруком Константином Хабенским.

Также на сайте театра убрали имя Назарова из списка актёров, играющих в «Мастере и Маргарите». В спектакле он исполнял роль Воланда.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-14
RT на русском,"Центр города Пологи Запорожской области и район жилой застройки подверглись массированному обстрелу со стороны украинских военных, заявил председатель движения «Мы вместе с Россией» Рогов.

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-14
RT на русском,"**Проукраинские активисты призвали казнить журналиста Bild за то, что он публиковал локации ВСУ в Соледаре.**

Об этом сам немецкий репортёр Джулиан Рёпке сообщил в Twitter. Он объяснил, что выложил данные о месте расположения военных, которые они сами размещали ранее.

После этого журналиста начали хейтить в сети, посыпались угрозы от проукраинских активистов в его адрес. В комментариях отметился первый зампостпреда РФ при ООН Дмитрий Полянский, который напомнил Рёпке, с кем он имеет дело:

«На что ты жалуешься? Это нормальные рабочие условия для тех, кто вызвался освещать правду вместо того, что хочет украинская пропаганда».

🟩 [Подпишись — RT на русском](https://t.me/+UnkqFPSZsedkOTZi)",2023-01-14
