channel_name,text,date
Ukraine NOW,❗️ Харківська область! Повітряна тривога!,2022-03-17
Ukraine NOW,"У бою з окупантами загинув легендарний націоналіст, історик-науковець Микола Кравченко ""Крук"". 

Він стояв у витоках організації «Патріот України», Правого Сектору на Майдані, Українських партизанів на Харківщині та батальйону ""Азов"". 

Українська армія буде боротися до кінця! В памʼять героїв, заради майбутнього України!

__**Згадаємо усіх українців, які віддали життя, всіх, хто воював, всіх військових, цивільних та дітей🇺🇦__**",2022-03-17
Ukraine NOW,"‼️УВАГА! У Києві оголошена повітряна тривога!
Просимо всіх терміново прослідувати в укриття цивільного захисту!

⚡️⚡️⚡️

‼️ ATTENTION! Air raid sirens in Kyiv!

Please proceed to the shelters!",2022-03-17
Ukraine NOW,‼️Кременчук! Тривога!,2022-03-17
Ukraine NOW,"📲 Криптовалютні біржі в Україні залучають багатомільйонне фінансування для подолання наслідків російського вторгнення в Україну. Лише за останні тижні криптофонд України зібрав 52 мільйони доларів США. Люди з усіх куточків світу підтримують Україну за рахунок донатів своїх криптоактивів, які йдуть на гуманітарну допомогу, потреби ЗСУ та тероборони.

Нещодавно українська криптовалютна біржа WhiteBIT оперативно запустила інтеграцію та співпрацю з державним сервісом Дія, щоб якомога більше українців мали швидкий доступ до ринку криптовалюти. Тепер будь-який користувач з України може пройти верифікацію (KYC) на біржі WhiteBIT менше, ніж за 1 хвилину.

Крім цього, компанія створила спільний проєкт з WhitePay, де кожен охочий може обрати з більш ніж 90 криптовалют та відправити кошти на допомогу МОЗ або постраждалим цивільним, Збройним силам України та теробороні.

Переказати донейти можна за посиланням https://whitepay.com/uk/donate/",2022-03-19
Ukraine NOW,"Замість найкращих голівудських блокбастерів і агентів 007.

Ось так українські військові та артилерія точно знищує ворожу техніку💪

Наші супергерої! Пишаємося! Переможемо!

#бойовийдух",2022-03-20
Ukraine NOW,"**⚡️Наразі майже на усіх напрямках відсутні черги: обстановку на західному кордоні **

▪️За добу 20 березня державний кордон України з ЄС та Молдовою перетнули понад 66 тисяч осіб та майже 14 тисяч транспортних засобів. Протягом декількох останніх днів пасажиропотік на західній ділянці кордону залишається сталим.

▪️Минулої доби з України вибули майже 47 тисяч осіб. Понад 30 тисяч з них перетнули кордон на українсько-польській ділянці. Наразі майже на усіх напрямках відсутні черги пішоходів і транспортних засобів. Також рекомендуємо для перетину кордону до ЄС обирати пункти пропуску на кордонах з Угорщиною, Словаччиною, Румунією і Республікою Молдова.

▪️До України за минулу добу прибули майже 20 тисяч осіб. Майже 17 тисяч з них – українці, переважна більшість з яких чоловіки, що повернулися задля захисту Батьківщини. Дякуємо нашими співвітчизникам! Загалом, з початку відкритої збройної агресії до України повернулися понад 351 тисяча наших земляків.

❗️РЕКОМЕНДУЄМО відстежувати завантаженість пунктів пропуску для перетину кордону до ЄС і Молдови (на Буковині) на фейсбук-сторінці Західне регіональне управління Держприкордонслужби України-Західний кордон. Дані оновлюються кожні дві години.

☝️НАГАДУЄМО, що усі пункти пропуску на західному кордоні (крім ППр «Дзвінкове») працюють у цілодобовому режимі. Крім оформлення людей і транспорту, прикордонники спільно з митниками здійснюють також пропуск гуманітарної допомоги для українського війська та наших співвітчизників. За минулу добу на західних кордонах було оформлено понад 601 транспортний засіб з гуманітарними вантажами.

❗️ПРОСИМО усіх громадян на кордоні дотримуватися правопорядку, черговості та норм моралі під час перетину кордону і не пропонувати прикордонникам хабарі за позачерговий або незаконний перетин кордону!",2022-03-21
Ukraine NOW,‼️Краматорськ! Тривога!,2022-03-21
Ukraine NOW,❗️Київ — в укриття!,2022-03-23
Ukraine NOW,"**Славутич – місто-супутник Чорнобильської АЕС – у небезпеці

**Російські війська намагаються взяти місто штурмом, йде обстріл українських блок-постів з боку загарбників. Є чергова загроза артилерійського обстрілу.

[**Енергоатом ](http://t.me/energoatom_ua)**🇺🇦 **| **[**Запропонувати новину ](http://t.me/EnergoatomNewsOffer_bot)**⚡️",2022-03-24
Ukraine NOW,"Наші рятувальники продовжують проявляти не тільки неймовірну відвагу, а й людяність!

На фото домашній кролик Лакі. Його могло б спікати найгірше, але завдячуючи харківським рятувальникам зараз він у безпеці. 

Памʼятаймо, що навіть у найскладніші часи є місце доброті та людяності! Давайте триматися за це!

#добропротивійни",2022-03-24
Ukraine NOW,"‼️Кіровоградська область! Тривога! 
‼️Вінницька область! Тривога!",2022-03-26
Ukraine NOW,‼️Київська область! Тривога!,2022-03-29
Ukraine NOW,‼️Хмельницька область! Тривога!,2022-03-29
Ukraine NOW,‼️Київська область! Тривога!,2022-03-31
Ukraine NOW,"В житті - декан історичного факультету Київського національного університету імені Тараса Шевченка. На війні - боєць територіальної оборони України.

Іван Патриляк вступив до лав тероборони з початком воєнного вторгнення росії і сьогодні боронить від ворога нашу столицю під позивним «Декан».

Співаки, письменники, актори, журналісти, ведучі, освітяни стоять сьогодні пліч-о-пліч на сторожі нашої безпеки! Пишаємося вашою мужністю! Перемога за нами🇺🇦

#герої",2022-04-01
Ukraine NOW,"‼️ Одеська, Миколаївська, Харківська області! Повітряна тривога!",2022-04-02
Ukraine NOW,"[​​](https://telegra.ph/file/9d7b44a2264a55f75861d.jpg)**З початку повномасштабного вторгнення рф в Україну загинули 158 дітей, більше 254 - поранено. **

Більше 412 дітей постраждали в Україні з початку повномасштабного вторгнення рф в нашу державу.

Дані не є остаточними, оскільки триває робота з їхнього встановлення в місцях ведення активних бойових дій та на тимчасово окупованих ворогом територіях. Зокрема у місті Маріуполі, на окремих територіях Київської, Чернігівської та Луганської областей.

За офіційно встановленими ювенальними прокурорами даними найбільше постраждало дітей у Київській - 75, Донецькій - 71, Харківській - 56, Чернігівській - 46, Миколаївській - 31, Луганській - 31, Запорізькій - 22, Херсонській - 29, столиці - 16, Сумській - 16, Житомирській - 15 областях.

Орієнтовно 18-20 березня збройні сили рф здійснили обстріл артилерією цивільних автомобілів на автодорозі  в Чернігівській області внаслідок чого загинуло 13 осіб, двоє з яких – діти.

26 березня отримали поранення троє дітей внаслідок обстрілу м. Маріуполя.

31 березня внаслідок артилерійського обстрілу селища в Баштанському районі Миколаївської області поранено дитину.

**Джерело**: Офіс генерального прокурора України",2022-04-02
Ukraine NOW,‼️Вінницька область! Тривога!,2022-04-04
Ukraine NOW,‼️ Кривий Ріг та Криворізька територіальна громада! Тривога!,2022-04-07
Ukraine NOW,"**Повітряна тривога в Вінницька область**
Пройдіть в укриття.",2022-04-08
Ukraine NOW,"Таким був Маріуполь до вторгнення російських військ. Гарне півмільйонне місто. Зараз там немає фактично жодної неушкодженої будівлі. Маріуполя немає. І Віктора Дєдова, який зробив ці фото, теж уже немає.__
_________
__
This was Mariupol before the invasion of Russian troops. A beautiful city of half a million people. There are currently virtually no undamaged buildings there. There is no Mariupol. And there is also no Viktor Dedov who took these photos.",2022-04-23
Ukraine NOW,"❗️** 9 російських ракет цього вечора вдарили по інфраструктурі Кременчука на Полтавщині
**
**Джерело**: начальник Полтавської обласної військової адміністрації Дмитро Лунін",2022-04-24
Ukraine NOW,"Вперше за час повномасштабної війни Росії проти нашої держави проводимо засідання Конгресу місцевих та регіональних влад.

Центральна влада України та всі державні інституції зберегли повну ефективність і швидко перебудувалися для оборони держави. Місцева влада зберегла єдність, демонструє ефективність і чітку координацію з центральною владою.
За таких умов ми можемо не тільки успішно захищати нашу державу зараз, а й уже працювати над післявоєнним відновленням України.",2022-04-27
Ukraine NOW,"‼️**В Одесі запроваджують  «затяжну» комендантську годину - з 1 по 3 травня 
**
Почнеться вона з 22:00 1 травня та буде тривати до 05:00 3 травня. У цей час місцевим мешканцям буде заборонено перебувати на вулицях та в інших громадських місцях без спеціальних перепусток. 

Проте, на території області комендантська година залишається без змін - з 22:00 до 05:00 щодня.",2022-04-29
Ukraine NOW,"⚡️**Окупанти розповсюджують дезінформацію про захоплення Харкова, Києва та Запоріжжя. Оперативна інформація Генштабу ЗСУ щодо російського вторгнення станом на 18.00 30.04.2022
**
▪️На Слобожанському напрямку угруповання військ противника продовжує завдавати авіаційних ударів та артилерійських обстрілів міста Харкова.

▪️На Ізюмському напрямку окупанти, силами окремих підрозділів зі складу 1-ї танкової армії та 20-ї загальновійськової армії Західного військового округу, 35-ї загальновійськової армії та 68-го армійського корпусу Східного військового округу, повітряно-десантних військ здійснюють спроби наступу у напрямках Ізюм – Барвінкове та Ізюм – Слов’янськ.

▪️До району населеного пункту Волохів Яр окупанти перемістили підрозділи 55-ї окремої мотострілецької бригади 41-ї загальновійськової армії Центрального військового округу, а до міста Ізюм – підрозділи 5-ї окремої танкової бригади 36-ї загальновійськової армії Східного військового округу. 

▪️На Донецькому напрямку ворог веде активні бойові дії практично вздовж всієї лінії зіткнення. Не припиняються авіаційні удари та артилерійські обстріли позицій Українських захисників. Основні зусилля противника зосереджені на веденні наступальних дій на Лиманському,Сєверодонецькому, Попаснянському і Курахівському напрямках з метою взяття під повний контроль населених пунктів Рубіжне, Попасна та, імовірно, здійснення подальшого наступу на Лиман, Слов’янськ та Барвінкове.

▪️На Маріупольському напрямку ворог продовжив завдавати авіаційних ударів по місту Маріуполь. Основні зусилля зосереджено на блокуванні підрозділів Сил оборони в районі заводу “Азовсталь”.

▪️На Південнобузькому напрямку окупанти, силами 8-ї та 49-ї загальновійськових армій, 22-го армійського корпусу, берегових частин чорноморського флоту Південного військового округу та повітряно-десантних військ ведуть бойові дії з метою покращення свого тактичного положення.

▪️На Миколаївському напрямку ворог продовжує спроби вогневого ураження позицій наших військ. 

▪️На Бессарабському напрямку окупанти розповсюджують дезінформацію щодо загрози населенню Придністровського регіону Республіки Молдова з боку України.

▪️На Сіверському напрямку противник продовжує артилерійські обстріли підрозділів наших військ та інфраструктури у прикордонних з російською федерацією районах України. 

▪️У результаті наступу підрозділів Сил оборони України на Харківщині було відновлено контроль над населеними пунктами Верхня Роганка, Руська Лозова, Слобідське та Прилесне.",2022-04-30
Ukraine NOW,"Ми захищаємося від нападу тиранії, яка хоче зруйнувати все, що дає свобода людям і державам. І така боротьба за свободу й проти тиранії цілком зрозуміла для будь-якого суспільства у будь-якому куточку нашої планети.__
______
__
We are defending ourselves against tyranny craving to destroy everything that freedom gives to people and states. And such a struggle – for freedom and against tyranny – is quite comprehensible for any society in any corner of our planet.

Photo: Rui Caria, Daniel Carde, Stas Kozljuk, Alexey Furman.",2022-05-07
Ukraine NOW,"⚡️ **Оперативна інформація станом на 18.00 14.05.2022 від Генштабу ЗСУ.  рашисти на тимчасово зайнятих територіях сходу та півдня України намагаються залучити громадян України до трудової діяльності в окупаційних установах та незаконних правоохоронних формуваннях.**

▪️На території Гомельської області республіки білорусь фіксується проведення робіт з розмінування місцевості в районах колишнього базування підрозділів російської федерації.

▪️На Харківському напрямку окупанти основні зусилля зосередили на утриманні займаних позицій, контролі маршрутів постачання по автошляхах на північ та схід від міста Харкова, а також недопущенні просування українських  військ у напрямку державного кордону.

▪️На Донецькому напрямку угруповання противника зосереджує основні зусилля на підготовці до наступальних дій у напрямках населених пунктів Сєверодонецьк, Соледар та Бахмут, здійснює поповнення запасів та перегрупування підрозділів. На зазначеному напрямку переміщено до двох батальйонних тактичних груп. Ворог проводить штурмові дії уздовж лінії зіткнення за підтримки авіації та артилерії. Має частковий успіх в районі Авдіївки.

▪️На Лиманському та Сєверодонецькому напрямках противник проводить перегрупування військ. Відзначено посилення угруповання силами до батальйонної тактичної групи в районі залізничної станції “Новий Айдар”.

▪️У Маріуполі ворог продовжує блокування українських підрозділів в районі заводу “Азовсталь”. Завдає масованих артилерійських та авіаційних ударів, проводить штурмові дії.

▪️На Запорізькому напрямку противник зосередив основні зусилля на артилерійських обстрілах українських позицій.

▪️На території Придністровського регіону Республіки Молдова збройні формування переведені на повсякденний режим роботи. Водночас підрозділи оперативної групи російських військ продовжують перебувати в підвищеному ступені бойової готовності.

▪️Кораблі чорноморського флоту російської федерації в акваторіях Чорного та Азовського морів виконують завдання з ізоляції району ведення бойових дій, ведення розвідки та вогневої підтримки на приморському напрямку.

▪️Ворог намагається наростити військову присутність на острові Зміїний, посилює систему протиповітряної оборони.

▪️російські війська продовжують цілеспрямоване знищення об’єктів цивільної інфраструктури України шляхом завдання ракетно-бомбових ударів та здійснення артилерійських обстрілів населених пунктів в Донецькій, Одеській, Луганській та Харківській областях.",2022-05-14
Ukraine NOW,"Азовсталь: гуманітарна операція триває. 

В інтересах збереження життів вчора було евакуйовано 52 важкопоранених наших військовослужбовців. Після стабілізації їх стану ми їх обміняємо на російських військовополонених. 

Працюємо над подальшими етапами гуманітарної операції.

Дасть Бог, все буде добре.

[Ірина Верещук](https://t.me/vereshchuk_iryna)",2022-05-17
Ukraine NOW,"**⚡️Генштаб ЗСУ: на Криворізькому напрямку російські окупанти безуспішно намагалися вести штурмові дії в районі Миколаївки. Обстрілювали цивільну інфраструктуру поблизу Осокорівки, Трудолюбівки і Добрянки.**

▪️ На Волинському та Поліському напрямках з особовим складом військових частин збройних сил республіки білорусь проводяться командно-штабні та мобілізаційні тренування. Зберігається імовірність ракетних і авіаційних ударів з території цієї країни. 

▪️Триває ліквідація наслідків дислокації на території республіки білорусь підрозділів збройних сил рф, що залучались до ведення бойових дій на території України. Проводяться заходи із попередження  незаконного обігу зброї та боєприпасів, які могли бути втрачені російськими підрозділами.

▪️На Сіверському напрямку ворог прикриває ділянки українсько-російського кордону в Брянській та Курській областях та намагається не допустити перекидання наших військ на інші загрозливі напрямки. 

▪️У прикордонних районах зазначених російських областей, в прикордонних з Україною районах, продовжено дію підвищеного рівня терористичної загрози до 8 червня поточного року.

▪️Ворог обстріляв з мінометів калібру 120-мм та ствольної артилерії райони населених пунктів Бачівськ і Краснопілля Сумської області та населеного пункту Заріччя Чернігівської області.

▪️На Слобожанському напрямку противник здійснює систематичний вогневий вплив високої інтенсивності по районах зосередження наших військ. Також обстріляв цивільну інфраструктуру в районах населених пунктів Тернова та Черкаські Тишки.

▪️Ворог намагається покращити тактичне положення в районі Ізюма та відновити наступ на місто Слов’янськ. Обстріляв із артилерії, реактивних систем залпового вогню, мінометів та танків райони населених  пунктів Чепіль, Довгеньке, Курулька, Богородичне та Студенок.

▪️На Донецькому напрямку головні зусилля противника зосереджені на взятті під повний контроль населеного пункту Лиман та спробах покращити тактичне положення поблизу Сєвєродонецька та Авдіївки. Ворог активно застосовує засоби радіоелектронної боротьби на Бахмутському та Авдіївському напрямках. Задіяв артилерію та штурмову авіацію по позиціях наших підрозділів та цивільній інфраструктурі регіону.

▪️Ворог намагається закріпитись в районі Сєверодонецька. Вів штурмові дії в напрямку населеного пункту Устинівка, успіху не мав.

▪️На Бахмутському напрямку бойові дії тривають. Противник безуспішно здійснив спроби наступу в районах Комишувахи, Липового і Нагірного.

▪️На Авдіївському напрямку окупанти вели штурмові дії в районах Красногорівки, Кам’янки, Авдіївки та Пісків, успіху не мали.

▪️На Новопавлівському напрямку ворог здійснив спробу наступу в районі населеного пункту Золота Нива, з втратами відійшов. На Запорізькому напрямку противник обстріляв з артилерії райони населених пунктів Новопіль, Чарівне, Оріхів та Кам’янка.

▪️На Миколаївському напрямку ворог намагається покращити тактичне положення та забезпечити вихід на адмінкордони Херсонської області. Вів штурмові дії в районі населеного пункту Таврійське, успіху не мав.

▪️Противник продовжив інженерне обладнання позицій в районах населених пунктів Чорнобаївка, Правдине, Зоря.

▪️За минулу добу на Донецькому та Луганському напрямках відбито 10 атак ворога, знищено 4 танки, 2 артилерійські системи, бронетранспортер, автомобіль  та 1 одиницю спеціальної техніки. Підрозділи протиповітряної оборони знищили 5 БпЛА типу “Орлан-10”.

▪️Ударна авіація Повітряних Сил ЗСУ завдала удару по позиціях противника - знищено особовий склад та до 10 одиниць легкоброньованої техніки. Наші винищувачі перехопили та збили 2 крилаті ракети.",2022-05-26
Ukraine NOW,"#добріновинидляУкраїни — це Байрактар і санкції проти росії. А ще допомога Швеції і успіхи ЗСУ. 

Ми переможемо! А росія горітиме у пеклі!",2022-06-02
Ukraine NOW,"У 2019 році він пішов до армії, а через 2 роки підписав контракт і приєднався до лав Національної гвардії України. 

Андрію Пастуху було 24, коли росія знову вторглася до України. Разом із побратимами він пішов виконувати свій обов‘язок і захищати Батьківщину від ворога. 

У кінці травня на Дніпропетровщині від обстрілів окупантів Андрій загинув.

Ворог поплатиться за кожну смерть. Не забудемо ніколи! Слава героям!",2022-06-05
Ukraine NOW,"Сьогодні – День журналіста. Професійне свято людей, які цілодобово тримають інформаційний фронт. Безперервно несуть правду, інколи навіть ризикуючи власним життям. Дякую за вашу роботу.

Правда переможе. Україна переможе.",2022-06-06
Ukraine NOW,"Багато українських воїнів захищають нашу Батьківщину з 2014 року. Вони залишили позаду своє цивільне життя, щоб вибороти для України свободу. На жаль, багато хто з них сьогодні гине від дій окупанта.

Ярославу Рудичу було 27 років. Він боксер-чемпіон Чернігова та Чернігівської області. З російським вторгненням замість боксерських рукавичок він взяв до рук зброю і пішов на фронт.
 
На жаль, в бою з ворогом Ярослав отримав тяжке поранення, і навіть операції не змогли його врятувати. Він загинув.

Кожна звістка про загибель — болюча рана в серцях всіх українців. Будемо памʼятати вічно наших славних героїв! Будемо продовжуватися боротися в їхню честь!",2022-06-07
Ukraine NOW,"💰 **За добу українці назбирали гроші на два «Байрактари» для ЗСУ — 366 мільйонів гривень
**
Телеведучий та волонтер Сергій Притула разом з блогером Ігорем Лаченковим вчора оголосили про збір коштів на три «Байрактари» для українських військових. 

Організатори поставили амбітну ціль — зібрати понад 500 мільйонів гривень за тиждень. 

Однак вже за добу вдалося зібрати гроші на два апарати!

❗️Нагадаємо, що кожен може долучитися до збору коштів [тут](https://prytulafoundation.org/uk/home/support_page)

З такою підтримкою Україна точно переможе!",2022-06-23
Ukraine NOW,"⚡️В районі Черкас пролунало два вибухи. Інформація уточнюється,  — Ігор Табурець, голова Черкаської ОВА.",2022-06-26
Ukraine NOW,"**⚡️Загальні бойові втрати противника з 24.02 по 03.07 орієнтовно склали:**

особового складу - близько 35970 осіб ліквідовано,
танків - 1584 од, 
бойових броньованих машин  -3744 од, 
артилерійських систем  - 801 од, 
РСЗВ - 246 од, 
засоби ППО - 105 од,
літаків  - 217 од, 
гелікоптерів - 187 од, 
БПЛА оперативно-тактичного рівня - 654,
крилаті ракети - 144,
кораблі /катери - 15 од,
автомобільної техніки та автоцистерн - 2618 од,
спеціальна техніка  - 64.

Найбільших втрат противник зазнав на Краматорському та Бахмутському напрямках.",2022-07-03
Ukraine NOW,"**❗Повітряна тривога у багатьох областях України**

Перебувайте в укриттях",2022-07-07
Ukraine NOW,"Наше життя змінилося. Змінився світ, Україна й кожен з нас. Так, війна триває. Але думати про відновлення фізичного та морального здоров'я наших людей потрібно вже сьогодні. 

23 серпня @FirstLadyOfUkraine збирає другий Саміт перших леді та джентльменів. Він відбудеться в Україні. Частина гостей буде присутня особисто, дехто приєднається у форматі телемосту.

Головною темою заходу стане людина та роль людського капіталу у розвитку держави. Це те, без чого успішно відновити Україну неможливо. Саме люди – наша найвища цінність.",2022-07-10
Ukraine NOW,"Змістовна зустріч з міністром європейських, інтеграційних та закордонних справ Австрії Александром Шалленбергом і міністром закордонних справ Чехії Яном Ліпавським.

Дякую за щире ставлення та солідарність з нашими людьми, потужну оборонну підтримку й гуманітарну допомогу. Цінуємо, що в нашій боротьбі за свободу ви поруч з Україною.
____

A meaningful meeting with Federal Minister for European and International  Affairs of Austria Alexander Schallenberg and Minister of Foreign Affairs of the Czech Republic Jan Lipavský.

Thank you for your sincere attitude and solidarity with our people, powerful defense support and humanitarian aid.  We appreciate that you stand by Ukraine in our struggle for freedom.",2022-07-20
Ukraine NOW,"**Україна під обстрілами. Ситуація в регіонах станом на ранок**

📍**Миколаїв**

Вночі місто знову масовано обстріляли, пролунало кілька потужних вибухів. Інформація уточнюється.

📍**Донеччина**

Цієї ночі була обстріляна промислова частина Краматорська - підприємства СКМЗ та НКМЗ. Дві школи зруйнували російські окупанти - у Краматорську та Костянтинівці. 

Значної шкоди завдали росіяни Бахмуту: там вкотре обстріляна центральна частина міста.  

У Торецьку на подвір'я приватного будинку прилетіла ворожа ракета, не розірвалася.

Крім того, касетним боєприпасом рашисти обстріляли Іванівку Черкаської громади, пошкодили приватний будинок.

Інформації щодо поранених та загиблих на цей час немає. 

📍**Дніпропетровщина**

Вночі ворог ударив з Градів по Нікопольському району. Випустив по Червоногригорівській громаді понад 20 реактивних снарядів. 

Минулося без жертв та руйнувань. На місці обстрілу працюють  піротехніки - шукають боєприпаси, що не здетонували.",2022-07-21
Ukraine NOW,"⚡️ **росіяни затягли військову техніку, зброю та вибухівку до машинного залу першого енергоблоку Запорізької АЕС

**В Енергоатомі повідомляють, що у разі виникнення пожежі, наприклад через детонацію боєкомплекту, масштаби трагедії можуть бути такими, як на ЧАЕС.

“Військова техніка загарбників унеможливила доступ спеціалізованих пожежних та інших машин до машзали енергоблока №1. Відтак ризик пожежі багатократно зростає, а її гасіння стає вкрай проблематичним”, – йдеться в оприлюдненому повідомленні Енергоатому.",2022-07-21
Ukraine NOW,"24 лютого ці хлопці відклали своє цивільне життя і взяли до рук зброю. Не знаючи, що буде далі та як довго. Проте, хоробро. 

На кожного з них хтось чекає вдома. У кожного є улюблена справа чи хобі. Іноді навіть щастить знайти хвилину для цього в перервах між тренуваннями чи боями. 

Захисники охороняють нас на фронті, а ми мусимо стати їхнім тилом тут. 

Вдячні та неймовірно пишаємося нашими героями!

#герої",2022-07-22
Ukraine NOW,"Берегти єдність зараз, працювати разом на перемогу – це найважливіше національне завдання, яке всі ми обов’язково виконаємо.

——

Preserving unity now, working together for the victory is the most important national task that we all will definitely fulfill.

Photo: Kostiantyn Liberov and Vlada Liberova, Paweł Pieniążek, Oleg Petrasiuk, Finbarr O'Reilly, Mstyslav Chernov, Wojciech Grzedzinski, Pavlo Petrov, Serhii Hudak, Mykola Synelnykov.",2022-07-25
Ukraine NOW,"Наш Миколаїв.
Щоденні обстріли житлових будинків, шкіл, іншої соціальної інфраструктури. Але окупанти не врахували одного. Україна і наші люди точно могутніші за будь-які російські ракети та снаряди. Хоч би як росіяни намагалися зламати наш дух, ми будемо триматися. І боротися за наше вільне майбутнє на рідній землі.

——

Our Mykolaiv.
Daily shelling of residential buildings, schools and other social infrastructure. But the occupiers did not take into account one thing. Ukraine and our people are definitely more powerful than any Russian missiles and shells. No matter how they try to break our morale, we will hold on. And we will fight for our free future on our native land.

Photo: Kostiantyn Liberov and Vlada Liberova.",2022-08-01
Ukraine NOW,"**Без нових жертв і поранених: в Україні понад 1064 дитини постраждали від збройної агресії рф**

Станом на ранок 8 серпня 2022 року офіційне число дітей-жертв за добу не змінилося - 361. Не зазнали змін і дані щодо поранених - 703.

Найбільше постраждало дітей у Донецькій області - 371, Харківській - 197, Київській - 116, Чернігівській - 68, Луганській - 61, Миколаївській - 59, Херсонській - 55, Запорізькій - 40.
 
Ці цифри не остаточні, оскільки триває робота з їх встановлення в місцях ведення активних бойових дій, на тимчасово окупованих та звільнених територіях.",2022-08-08
Ukraine NOW,"❗️**Ракети, які влучили по Житомирському району, були** **випущені з білорусі
** 
Про це повідомив голова Житомирської ОВА Віталій Бунечко. Інформація щодо руйнувань та постраждалих уточнюється.",2022-08-16
Ukraine NOW,"**⚡️Більше ніж 1073 дитини постраждали в Україні внаслідок повномасштабної збройної агресії рф**

▪️Станом на ранок 17 серпня 2022 року офіційне число дітей-жертв за добу не змінилося — 361. Зросла кількість поранених — понад 712.

▪️16 серпня внаслідок артилерійського обстрілу ворогом м. Торецьк Донецької області поранено 6-річного хлопчика.
 
▪️Через бомбардування та обстріли збройними силами РФ пошкоджено 2328 закладів освіти. З них 289 зруйновано повністю.

▪️ «[Діти війни](https://childrenofwar.gov.ua/)» - платформа, на яку можна повідомити та знайти всю інформацію про дітей, які постраждали внаслідок війни РФ проти України.",2022-08-17
Ukraine NOW,"**#31цетількипочаток**** 
** 
**​​Є речі, які не втрачають своєї актуальності навіть через багато років. Як-от - цитати видатних українців. 
** 
__Цікаво, чи знав Степан Андрійович__,__ що стане в 21 столітті настільки популярним?__ ☺️",2022-08-24
