channel_name,text,date
РИА Новости,"Лидер КНДР Ким Чен Ын проинспектировал работу военных заводов, в т.ч. по производству тактических ракет и управляемых снарядов для РСЗО, поставил задачу стремительно повышать производительность и увеличить производство «в геометрической прогрессии»",2023-08-14
РИА Новости,"Европейские и американские авиакомпании вынуждены переносить или отменять рейсы из-за отзыва двигателей компанией Pratt & Whitney, пишет FT.

По данным издания, P&W объявила об отзыве около 1200 двигателей самолетов Airbus в июле - из-за риска появления трещин после обнаружения загрязнения металла.

В итоге авиакомпании думают над решением проблемы, пытаясь найти запасные двигатели и даже арендовать их.",2023-08-14
РИА Новости,"❗️Вооруженные силы России ночью нанесли удар по местам производства и хранения **безэкипажных катеров**, применяемых ВСУ для террористических атак, все назначенные объекты поражены, сообщило Минобороны",2023-08-14
РИА Новости,"Истребитель МиГ-29 обнаружил сегодня над Баренцевым морем самолет патрульной авиации Р-8А ""Посейдон"" ВВС Норвегии, летевший к российской границе.

Норвежский самолет при приближении российского истребителя выполнил разворот, нарушения границы не допущено, сообщает Минобороны.",2023-08-14
РИА Новости,"Семья из 7 человек попала в ДТП в Тюменской области, родители и 3 дочери погибли, 2 сына - в больнице, заявили в ГИБДД и показали кадры с места аварии",2023-08-14
РИА Новости,"Меликов заявил, что причины трагедии в Махачкале, где погибли 27 человек, выясняются, будет сделано все возможное, чтобы справедливость восторжествовала. Он также сообщил, что благодаря действиям экстренных служб удалось избежать возгорания и детонации уцелевших от первого взрыва резервуаров с топливом.",2023-08-15
РИА Новости,Бойцы 1-ой гвардейской танковой армии ЗВО уничтожили в Донбассе высокопоставленного офицера запрещенного в РФ националистического батальона «Кракен»,2023-08-15
РИА Новости,"Полиция оцепила три корпуса Киево-Печерской лавры, в которых живут паломники и монахи, **начался штурм помещений**, сообщает каноническая УПЦ",2023-08-15
РИА Новости,Глава штаба обороны Нигерии на фоне ситуации в соседнем Нигере объявил о начале учений всех родов войск,2023-08-15
РИА Новости,"Во многих случаях военная техника даже советского производства превосходит по боевым качествам западные образцы, заявил Шойгу",2023-08-15
РИА Новости,"Суд вынес приговор по делу о крупнейшем разливе топлива на ТЭЦ-3 в Норильске 2020 года. 

Тогда из резервуара вытекло более 20 тысяч тонн топлива, а с одной из структур ""Норникеля"" взыскали более 146 млрд экологического ущерба.

По делу проходили четверо сотрудников ТЭЦ, в том числе ее директор, все они обвинялись по статье о нарушении требований промышленной безопасности.

Суд приговорил их к исправительным работам на срок от года до полутора по одной из статей, а по второй - освободил от наказания из-за истечения срока давности.",2023-08-15
РИА Новости,"Восьмиметровый памятник Сталину установили на территории завода ""Микрон"" в Великих Луках. Автор памятника - скульптор Михаил Красильников.

Замгендиректора фонда культурного наследия ""Русский витязь"" Владимир Паршиков рассказал РИА Новости, что сначала планировалось установить монумент в Волгограде, но ""из-за позиции региональных властей реализовать не получилось"".",2023-08-15
РИА Новости,"ЦБ сегодня резко повысил ключевую ставку - сразу до 12%. Эксперты рассказали РИА Новости, как это решение повлияет на рынок недвижимости и что в этой ситуации делать.",2023-08-15
РИА Новости,Брифинг Минобороны России о ходе спецоперации,2023-08-15
РИА Новости,Воздушная тревога второй раз за день объявлена на всей территории Украины,2023-08-15
РИА Новости,Спецборт МЧС вылетел из Махачкалы в Москву с 16 пострадавшими при взрыве в автосервисе,2023-08-15
РИА Новости,"В Москве и области в среду прогнозируется до 29 градусов тепла, без осадков, это на несколько градусов выше, чем должно быть даже в июле, самом теплом месяце лета, сообщили РИА Новости в «Фобосе»",2023-08-16
РИА Новости,"❗️""Луна-25"" вышла на орбиту спутника Земли, все системы станции функционируют штатно, связь с ней устойчивая, сообщил ""Роскосмос"".

 Посадка станции в районе Южного полюса Луны ожидается 21 августа.",2023-08-16
РИА Новости,"ФСБ публикует кадры оперативной съемки с места столкновения с украинскими диверсантами, пытавшимися проникнуть в Брянскую область",2023-08-16
РИА Новости,"Советник командования ВВС Украины заявил, что Киев не сможет получить осенью или зимой американские истребители F-16. По его словам, на этот самолет были ""большие надежды"".",2023-08-16
РИА Новости,Воздушная тревога объявлена на всей территории Украины,2023-08-17
РИА Новости,"Начальники штабов обороны ЭКОВАС в ходе сегодняшнего заседания в Гане обсудят дату начала интервенции в Нигер, сообщает RFI.

Потенциальных участников операции как минимум пять: Нигерия, Сенегал, Кот-д'Ивуар, Бенин и Гвинея-Бисау, отмечает издание.",2023-08-18
РИА Новости,"Историю с освящением памятника Сталину взяли на контроль в центральном церковном аппарате, заявил замуправляющего делами патриархии епископ Зеленоградский Савва.

Ситуацию он назвал совершенно возмутительной. Епископ не согласился и со словами священника, который заявил на церемонии, что благодаря гонениям на церковь при Сталине появилось ""много новомучеников и исповедников"".

""Злодеяния от этого меньшим злом не становятся"", - заявил епископ Зеленоградский Савва.",2023-08-18
РИА Новости,"Москва в качестве ответной меры расширила стоп-лист британских граждан, включив в него 54 человека. 

В частности, в него включены замминистра обороны Британии и прокурор МУС, причастный к выдаче так называемого ордера на арест российского руководства. Кроме того, в стоп-лист попали ряд журналистов BBC, Guardian, Daily Telegraph.",2023-08-18
РИА Новости,"Подписано постановление об индексации на 5,5% зарплат сотрудников госорганов, которые не являются госслужащими - комендантов, стенографистов, экспедиторов, кассиров и других, сообщил Минтруд РФ",2023-08-18
РИА Новости,Специальная военная операция. Обстановка на 19 августа.,2023-08-19
РИА Новости,"В Хабаровском крае пьяный водитель решил скрыться от ГИБДД, но что-то пошло не так, и на его пути возник товарный поезд. Мужчина не пострадал, а вот машину явно придется отдать в ремонт.",2023-08-21
РИА Новости,"Киевский режим предпринял очередную попытку атаковать территорию России с помощью БПЛА, дрон был уничтожен над Белгородской областью, сообщило Минобороны",2023-08-21
РИА Новости,"Легкоатлетический стадион в центре Махачкалы, который последние шесть лет носил имя Исинбаевой, переименован, ему вернули прежнее название ""Труд"", следует из постановления правительства Дагестана",2023-08-21
РИА Новости,"❗️Су-30см Черноморского флота уничтожил разведывательный катер ВСУ в районе российских газодобывающих установок в акватории Черного моря, сообщило Минобороны",2023-08-22
РИА Новости,"По данным властей Кривого Рога, в городе после взрыва повреждена энергетическая инфраструктура, несколько улиц без света",2023-08-22
РИА Новости,"Жильцы дома в подмосковном Красногорске, на который упали обломки сбитого дрона, вернулись в свои квартиры, рассказали РИА Новости в экстренных службах.

По информации собеседника агентства, в результате  ЧП повреждены 15 машин, в доме разбиты пять окон.",2023-08-22
РИА Новости,"В Москве на выставке ""Интеравто"" представили достижения китайского автопрома, который становится все более популярным среди россиян.

Подробнее о ценах и путях транспортировки — в материале РИА Новости.",2023-08-22
РИА Новости,"Превышения концентрации вредных веществ после выброса оранжевого дыма с завода в Челябинске не зафиксировано, сообщили в минэкологии региона",2023-08-22
РИА Новости,Путин заявил о готовности России вернуться к зерновой сделке в случае реального выполнения обязательств перед российской стороной,2023-08-22
РИА Новости,"На Украине завтра отмечают день независимости, в страну начали съезжаться иностранные лидеры.

С утра в Киев прибыли президент Литвы Гитанас Науседа и президент Португалии ди Соуза. Кроме того, на сегодня там запланированы переговоры в формате ""Крымской платформы"".",2023-08-23
РИА Новости,"Путин поздравил руководство Индии с успешной посадкой индийской космической станции ""Чандраян-3"" на Луну. Президент России отметил, что это большой шаг в освоении космического пространства и свидетельство впечатляющего прогресса, достигнутого Индией в научно-технологической сфере.",2023-08-23
РИА Новости,"Окрестности тверского села Куженкино, где в поле разбился самолет. Проезд к месту ЧП перекрыт постом полиции. Периодически туда заезжают автомобили правоохранителей.",2023-08-24
РИА Новости,"Суд в Москве оштрафовал Telegram на 50 тысяч рублей за отказ удалить данные о сотруднице Росаккредитации.

Женщина просила удалить пост из одного из каналов, в котором говорится, что она ранее была гражданкой Украины, а сейчас работает на госслужбе в России.",2023-08-24
РИА Новости,"ФИФА открыла дисциплинарное дело в отношении президента испанской футбольной федерации Рубиалеса, который поцеловал футболистку на церемонии награждения",2023-08-24
РИА Новости,"В Москве вечером и до утра ожидается туман с ухудшением видимости до 200-700 метров, водителям надо быть внимательными, предупреждает МЧС",2023-08-24
РИА Новости,"Украинские войска не бьют по самой Запорожской АЭС, так как знают, что получат ответный удар по своим атомным станциям, заявил Балицкий РИА Новости",2023-08-25
РИА Новости,"Гибель Пригожина ничего не изменит в плане сотрудничества ЦАР с российскими силами, заявил советник президента республики.

""Это печальная новость, он спас демократию, поэтому страна в трауре. Но для нас это абсолютно ничего не меняет"", - заявил советник президента ЦАР.",2023-08-25
РИА Новости,"Лукашенко заявил, что Пригожин никогда не просил у него гарантий безопасности.

""Если прямо отвечать на этот вопрос: я и не должен обеспечивать безопасность Пригожина. Это во-первых. Во-вторых, **никогда в таком ключе разговор и не шел**"", - заявил белорусский президент.",2023-08-25
РИА Новости,Специальная военная операция. Обстановка на 26 августа.,2023-08-26
РИА Новости,"⚡️СК РФ: по результатам экспертиз личности всех 10 погибших при крушении самолета в Тверской области установлены, они соответствуют списку, заявленному в полётном листе",2023-08-27
РИА Новости,"Спецоперация, 27 августа. Главное: 

▪️ Су-30 сопроводил над Чёрным морем американский БПЛА Reaper, летевший к границе РФ, сообщили в Минобороны. По данным ведомства, российский самолет благополучно вернулся на аэродром, нарушения госграницы не допущено;

▪️За минувшие сутки Киев потерял на херсонском направлении - до 40 солдат, на краснолиманском - более 80,  на купянском - до 120, на южно-донецком - до 130, на донецком - более 240, сообщили в Минобороны;

▪️Вооруженные силы России отразили две атаки противника на донецком направлении, три - на краснолиманском и одиннадцать - на купянском, сообщили в МО РФ;

▪️По данным Минобороны, отразив еще пять атак противника у Работино и Успеновки в Запорожской области, российские военные уничтожили более 200 боевиков ВСУ и 13 единиц техники; 

▪️За сутки уничтожено два штурмовика Су-25, вертолет Ми-8 и 30 беспилотников противника, система ПВО ликвидировала два БПЛА самолетного типа над Брянской и Курской областями, сообщили в МО РФ;

▪️Украинские военные совершили покушение на военного корреспондента News Front, он ранен, заявил врио главы Херсонской области Сальдо. Еще три мирных жителя пострадали от обстрелов Украины в ЛНР, отметили власти региона; 

▪️Зеленский ожидает в сентябре новых пакетов военной помощи для Украины, об этом он написал в своем телеграм-канале, отметив: «каждый из партнеров информирован о наших потребностях, ожидаем решений»;

▪️Румыния участвует в подготовке пилотов для управления F-16, в ближайшее время будут подписаны документы, разрешающие начать их обучение в стране, заявил премьер-министр; 

▪️Стратегия НАТО в отношении конфликта на Украине не привела к желаемому альянсом результату, а экономические санкции против России не подкосили ее экономику, заявил экс-премьер Италии Конте.",2023-08-27
РИА Новости,"Белоруссия предложила организовать совместный саммит стран БРИКС, ЕАЭС и ШОС",2023-08-27
РИА Новости,"Москва, Московская область и Петербург лидируют в рейтинге регионов по рынку труда.

В аутсайдерах - Ингушетия, Чечня и Кабардино-Балкария.",2023-08-27
РИА Новости,"ВСУ с помощью дронов-камикадзе сознательно охотятся за российскими военными врачами, рассказал РИА Новости один из медиков 58-й армии",2023-08-28
РИА Новости,"Жилой дом горит в подмосковном Красногорске, площадь пожара достигла 1 тысячи квадратных метров, эвакуированы 30 человек",2023-08-28
РИА Новости,"Центр подготовки космонавтов получил уже порядка 20 пакетов документов от желающих участвовать в новом отборе в российский отряд космонавтов, три заявки прислали девушки, сообщил начальник ЦПК",2023-08-28
РИА Новости,"ЦИК думает о возможности облегчить голосование в труднодоступной местности - если будет 100%-й охват интернетом, тогда станет возможным дистанционное голосование, рассказала РИА Новости Памфилова",2023-08-29
РИА Новости,"Жители ДНР, ЛНР, Запорожской и Херсонской областей смогут проголосовать в других регионах России на сентябрьских выборах, рассказала РИА Новости Памфилова.

Всего открыто 329 экстерриториальных избирательных участков.",2023-08-29
РИА Новости,"В Крыму, как и в Севастополе, школьные линейки проведут только для первых и выпускных классов, заявил Аксенов",2023-08-29
РИА Новости,"Детский омбудсмен Москвы заявила РИА Новости, что держит на контроле ситуацию с пропавшей фигуристкой.

""Ребенок находился в жестком спортивном процессе, мне кажется, **рано о плохом думать**... Держу руку на пульсе"", - сказала омбудсмен.",2023-08-29
РИА Новости,"Украинские силовики в течение дня выпустили по Донецку три ракеты AGM-88 HARM, всем им больше 27 лет, при этом срок их хранения - не более пяти лет, заявили в СЦКК",2023-08-30
РИА Новости,"❗️Британский министр обороны Бен Уоллес подал в отставку после четырех лет на посту, направил премьеру соответствующее заявление",2023-08-31
РИА Новости,"Лидер непризнанного Нагорного Карабаха Араик Арутюнян заявил о решении уйти в отставку с завтрашнего дня, пишут армянские СМИ",2023-08-31
РИА Новости,"ВСУ утром пытались зайти в Работино, но понесли крупные потери и отказались от наступательных действий, заявил Балицкий",2023-09-01
РИА Новости,Также иноагентом признан комик и экс-участник Comedy Club Руслан Белый,2023-09-01
РИА Новости,"Актер РАМТа Алексей Янин скончался после восьми лет борьбы с последствиями инсульта в возрасте 40 лет, сообщил театр.

Янин стал широко известен по работам в кино и сериалах ""Судья"", ""Сильнее судьбы"", ""С любимыми не расстаются"", ""Клуб"", ""Дочки-матери"", ""Студенты"".",2023-09-02
РИА Новости,"Зампред Совбеза РФ Медведев сообщил, что с 1 января в ВС РФ принято на контракт порядка 280 тыс человек",2023-09-03
РИА Новости,"Минкультуры и информации Казахстана объяснило блокировку в республике сайта бюро промышленности и безопасности минторга США наличием признаков фишинга, опровергнув сообщения в СМИ, что это якобы связано с публикацией о санкциях",2023-09-03
РИА Новости,"Российские хакеры заявили РИА Новости, что получили доступ к данным спецслужб стран Прибалтики об украинцах, прибывших туда после начала спецоперации.

Эти данные подтверждают, что украинцев хотят депортировать обратно.",2023-09-04
РИА Новости,"В приграничном Севском районе Брянской области пресечена попытка проникновения на территорию России украинской диверсионно-разведывательной группы, сообщил губернатор.

На месте боестолкновения обнаружены брошенные диверсантами вооружение и боеприпасы, в том числе иностранного производства",2023-09-04
РИА Новости,"Киев не пойдет на уступки по возобновлению зерновой сделки, о которых говорил Тайип Эрдоган, заявил глава украинского МИД Кулеба.

Эрдоган после встречи с Путиным заявил, что Анкара считает справедливыми ожидания РФ по зерновой сделке. Он выразил надежду, что подготовленный новый пакет идей поспособствует возобновлению сделки.",2023-09-04
РИА Новости,"Глава энергокомпании Днепропетровска предупредил, что предстоящей зимой в городе будут отключать электричество, и заявил, что если в сутки электроэнергии не будет 4-8 часов, это будет еще хорошим результатом",2023-09-04
РИА Новости,"Аэропорты Внуково и Шереметьево временно ограничивали полеты во вторник, на запасные аэропорты ушло 5 самолетов, с 07.30 мск аэропорты Москвы и подмосковный Жуковский работают штатно, сообщает Росавиация",2023-09-05
РИА Новости,"Украинский беспилотник сбит утром дежурными средствами ПВО над территорией Крыма, сообщило Минобороны",2023-09-05
РИА Новости,"Путин: важно предоставить равные права всем участникам СВО, добровольцам, мобилизованным, контрактникам, военным, правоохранителям - все геройски сражаются, а семьи участников СВО должны быть обеспечены всем необходимым",2023-09-05
РИА Новости,Специальная военная операция. Обстановка на 5 сентября.,2023-09-05
РИА Новости,"Более 60% проживающих в Латвии россиян, которых местные власти обязали сдавать экзамен по латышскому языку для продления документов, с первой попытки тесты не прошли, сообщили СМИ со ссылкой на официальные данные. 

С сентября проживающие в Латвии граждане РФ, не сдавшие экзамен, начнут получать письма от МВД с предписанием покинуть страну. Под угрозу выселения попадают люди пенсионного возраста, которые живут в Латвии еще со времен СССР. При этом, помимо экзамена, власти требуют от русскоязычных граждан еще и заполнить анкеты с указанием их отношения к международной политике России, по сути, обязывая людей отчитываться о политических взглядах. 

СПЧ ранее призвал ООН, Совет Европы и ОБСЕ обратить внимание на ситуацию, связанную с правами русскоязычных в Латвии. Действия латышских властей грубо противоречат Международному пакту о гражданских и политических правах ООН, Европейской конвенции по правам человека.",2023-09-05
