channel_name,text,date,
Экономика,"Пользователи цифрового рубля для открытия счета и проведения операций с этой формой денег должны быть зарегистрированы в государственной Единой системе идентификации и аутентификации (ЕСИА) и иметь простую электронную подпись. Об этом говорится в проекте положения Банка России, которое устанавливает правила работы платформы цифрового рубля.",2023-07-12,Economical
Экономика,"Стоимость сентябрьских фьючерсов на нефть Brent на лондонской бирже ICE Futures увеличилась на 0,75%, до $80 за баррель. На отметке $80 за баррель нефть торгуется впервые с 1 мая.

Цена на фьючерсы на нефть WTI с поставкой в августе на Нью-Йоркской товарной бирже выросла на 09,94%, до $75,54 за баррель.

Brent подорожала до $80 за баррель после выхода отчета по инфляции в США, отмечает Reuters. По итогам июня индекс потребительских цен (CPI) в США составил 3% в годовом исчислении, что стало минимумом с марта 2021 года. Аналитики, опрошенные агентством, прогнозировали 3,1%. В мае CPI был на уровне 4%. В месячном исчислении инфляция в США выросла на 0,2% вместо ожидаемых 0,3%.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-12,Economical
Экономика,"Германия решила отказаться от планов ремонтировать переданные Киеву танки Leopard в Польше. Переговоры с польскими властями не дали результата, заявили в немецком Минобороны.

Танки Leopard 2A5 и Leopard 2A6 будут ремонтироваться в Германии и, возможно, в Литве, сказали в Вильнюсе. По данным газеты Handelsblatt, немецкое правительство хочет выйти из соглашения с Польшей о ремонте бронемашин на ее территории из-за завышенной цены, которую требуют поляки.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-13,Political
Экономика,"Холдинг Уоррена Баффета получит $1 млрд прибыли после победы компании Microsoft в суде против Федеральной торговой комиссии США (FTC). В результате победы Microsoft получит право на приобретение Activision Blizzard за $68,7 млрд.

Компания Уоррена Баффета получит $1 млрд, если Microsoft сможет закрыть сделку и предложит холдингу выкупить его долю в Activision в размере $95 за акцию, подсчитали в Insider. Однако Berkshire Hathaway должна сохранить свою долю в Activision Blizzard на уровне, который она имела на конец первого квартала — $4,2 млрд.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-13,Economical
Экономика,"Госдума приняла в третьем чтении законопроект, по которому изъятое у коррупционеров дорогое жилье будут приватизировать и реализовывать на торгах. Это следует из данных, размещенных на сайте нижней палаты парламента в среду, 12 июля.

В пояснительной записке к документу отмечается, что сейчас в России отсутствует порядок и основания для отчуждения из федеральной собственности жилых помещений (квартир), поступающих в государственный жилищный фонд, путем их возмездной реализации. При этом в госказне числится большой объем жилых помещений, зачастую это жилье большой площади и повышенной комфортности. 
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-13,Corruption
Экономика,"В июне потребительские цены выросли на 0,37% к предыдущему месяцу (против 0,31% в мае к апрелю), а в годовом выражении инфляция ускорилась до 3,25% (против 2,51% в мае), сообщил Росстат. В июне также ускорилось ослабление рубля.

Июньское ускорение инфляции было обусловлено тем, что начали расти цены на товары (плюс 0,2% к маю — в основном за счет удорожания непродовольственных товаров); в мае в товарах была нулевая динамика. Цены на услуги в июне выросли на 0,83%, замедлившись по сравнению с майским ростом (1,13% по сравнению с апрелем).
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-13,Economical
Экономика,"Совкомбанк впервые с ноября 2021 года отчитался по МСФО. Чистая прибыль Совкомбанка за первый квартал составила 22,5 млрд рублей. 
Активы выросли до 2,3 трлн рублей, капитал - на 12% до 214 млрд рублей. Розничный кредитный портфель банка за 3 месяца вырос на 5% до 611 млрд руб., портфель корпоративных кредитов за l квартал - на 4% до 828 млрд руб.",2023-07-13,Economical
Экономика,"Компания Google обнародовала список изменений внутренней политики в отношении платформы Play Store. Их целью стала поддержка блокчейн-решений и ряда цифровых активов.

В первую очередь нововведения коснулись невзаимозаменяемых токенов (NFT). Теперь в приложениях и играх, представленных в Play Store, можно продавать, покупать и зарабатывать активы. При этом разработчики должны соблюдать некоторые правила.

«Мы требуем, чтобы приложения на основе токенизированных цифровых активов были максимально прозрачными для пользователей», — подчеркивается в сообщении компании.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-13,Other
Экономика,"Авиабилеты на внутрироссийские рейсы в 2023 году вырастут на 15–20%, а рост цен на международные полеты составит до 40%. Об этом заявил совладелец Внуково и авиакомпании «Азимут» (по итогам первого квартала 2023 года перевезла 0,5 млн пассажиров и вошла в топ-10 российских перевозчиков) Виталий Ванцев.

«Но не нужно к этому относиться так, что авиакомпании, охреневшие, пользуются ситуацией. Со стороны это может так выглядеть, но все на самом деле иначе», — предупреждает Ванцев. 

По его словам, у перевозчиков «значительно» выросли затраты: особенно растет стоимость технического обслуживания самолетов из-за западных санкций, введенных в 2022 году после начала военной спецоперации на Украине, которые запрещают поставку в Россию самолетов и комплектующих к ним.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-13,Economical
Экономика,"Намерение Японии и Южной Кореи разместить ядерное оружие США на своих территориях является опасным. Об этом заявил министр иностранных дел России Сергей Лавров на встрече с главой китайской дипломатии Ван И.

«Япония и Корея, кстати говоря, уже дают сигналы о том, что они не прочь у себя разместить американское ядерное оружие или обзавестись своим собственным. Это очень серьезная и опасная тенденция», — сказал российский министр.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-13,Political
Экономика,"Бывший генеральный директор обанкротившегося криптовалютного кредитора Celsius Алекс Машинский арестован в рамках расследования дела о крахе компании, сообщил Bloomberg со ссылкой на человека, знакомого с ходом расследования.

Одновременно с этим, согласно судебным документам, Комиссия по ценным бумагам и биржам США (SEC) также подала иск к Машинскому и компании.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-13,Other
Экономика,"Госдума приняла 13 июля закон, который вводит понятие цифрового рубля в Гражданский кодекс России и относит его к объектам гражданских прав. Деньги в такой форме можно будет завещать и наследовать.

В документе закрепляется возможность расчетов цифровыми рублями на территории страны через перевод Центробанком на специальной платформе в соответствии с законодательством о национальной платежной системе.

Помимо этого устанавливается возможность срочной выдачи банками цифровых рублей, которыми владел наследодатель, в целях расходов на его похороны.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-13,Economical
Экономика,"Крупные хедж-фонды сохраняют доверие к сектору цифровых активов, хотя в этом году они стали меньше инвестировать в криптовалюты. Такие выводы сделали эксперты PwC совместно с Alternative Investment Management Association и CoinShares.

Тем не менее в 2023 году доля хедж-фондов, инвестирующих в криптовалюты, снизилась с 37 до 29%.

Около 93% респондентов прогнозируют, что капитализация рынка цифровых активов вырастет к концу года. Немногим более половины опрошенных заявили о неготовности инвестировать в криптовалюты в течение предстоящих трех лет.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Economical
Экономика,"Депутаты Госдумы приняли в первом чтении законопроект, расширяющий перечень военнослужащих, которые могут получить жилье от государства. Поправки в закон «О статусе военнослужащих» предусматривают такую возможность для россиян, которые в какой-то период своей службы были гражданами другой страны.

По действующему законодательству, государство обеспечивает жильем или субсидией для его приобретения тех российских военных, которые служили по контракту более 20 лет или служили по контракту более десяти лет и были уволены с военной службы по состоянию здоровья или возрасту. В пояснительной записке к законопроекту его авторы отмечают, что на обеспечение жильем в настоящее время не могут рассчитывать россияне, которые в какой-то период службы по контракту в Вооруженных силах России являлись гражданами других государств.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Political
Экономика,"Индекс доллара (DXY) упал на 0,56% и достиг отметки 99,95 пункта на торгах в четверг, 13 июля. Индикатор упал до самого низкого уровня с 21 апреля 2022 года. Вечером индекс снижался на 0,55%, до 99,97 пункта.

Ослабление доллара наблюдается на фоне снижения инфляционных ожиданий в США и в ожидании того, что ФРС замедлит темпы ужесточения денежно-кредитной политики. Фьючерсы на процентные ставки показывают, что рынки ожидают повышения ставки на очередном заседании ФРС в конце этого месяца, но ожидания дальнейшего повышения теперь стали минимальными.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Economical
Экономика,"Внешний долг России с начала года снизился на $33 млрд или на 8,7%, сообщает Центробанк. На 1 июля он составляет $347,7 млрд

«В значительной степени динамика показателя определялась сокращением обязательств прочих секторов по долговым инструментам, в том числе в рамках отношений прямого инвестирования, что было отчасти связано с реализацией механизма выпуска замещающих облигаций. Важную роль сыграло уменьшение задолженности органов государственного управления, обусловленное реализацией нерезидентами суверенных ценных бумаг», — объяснили в ЦБ.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Economical
Экономика,"Доходы России от экспорта нефти и нефтепродуктов в июне 2023 года упали по сравнению с маем на $1,5 млрд, или на 11,2%, до $11,8 млрд, следует из обзора нефтяного рынка Международного энергетического агентства (МЭА), опубликованного 13 июля. Это самый низкий показатель за последние месяцы и почти вдвое меньше по сравнению с июнем 2022 года ($20,4 млрд).

Исходя из данных МЭА, за первое полугодие 2023 года нефтяной экспорт снизился более чем в полтора раза, по сравнению с первым полугодием 2022-го — с $120,4 млрд до $77,4 млрд.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Economical
Экономика,"Иностранные музыканты и российские исполнители со статусом иноагента столкнулись с трудностями при получении авторского вознаграждения за публичное воспроизведение своих композиций. Об этом сообщили два источника на концертном рынке и представители нескольких артистов, информацию об особом порядке расчета с такими правообладателями подтвердили и в Российском авторском обществе.

Сейчас, согласно указу президента № 322 от 27 мая 2022 года, вознаграждения правообладателям из недружественных стран производятся только через специальный рублевый счет «О», объяснили в пресс-службе РАО. Причем такой счет заводится по заявлению пользователя-«должника», а не правообладателя. Вывести деньги со счета правообладатель может только с разрешения правительственной комиссии, пояснили в РАО.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Political
Экономика,"**«ИКС Холдинг» получил рейтинг кредитоспособности ruA-.

**[Прогноз](https://www.raexpert.ru/releases/2023/jul13d) по рейтингу – стабильный. По шкале рейтингового агентства «Эксперт РА» это умеренно высокий рейтинг, что** очень хороший показатель **для российского производителя оборудования. Напомним, что в «ИКС Холдинг» входят такие компании, как YADRO, «Цитадель», «Гарда», «Криптонит» и «Бюро 1440», которые занимаются разработкой телекоммуникационного оборудования, информационной и кибербезопасностью, а также спутниковой связью.

Агентство оценивает риск-профиль отрасли** умеренно позитивно**. Рынки систем хранения данных и информационной безопасности в России характеризуются растущим спросом, в первую очередь, благодаря активной цифровизации и возросшими инвестициям в сферу кибербезопасности. Портфель компании –** высоко диверсифицированный**, а подход «ИКС Холдинга» к хранению данных отмечен как **высоконадежный**.",2023-07-14,Economical
Экономика,"Сербия не вводит санкции против Москвы из соображений морали, заявил президент страны Александр Вучич.

«Моральная позиция Сербии важнее всего. Зарабатываем мы деньги на этом или нет? Нет. Имеем ли мы из-за этого много проблем? Да, имеем. Уверен ли я, что мы продержимся и дальше? Нет, не уверен», — сказал он.

Вучич не раз заявлял, что на Сербию оказывают давление из-за отказа вводить санкции против России. Он говорил, что не знает, как долго Сербия сможет сопротивляться, и допускал, что в какой-то момент ей придется присоединиться к ограничениям.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Economical
Экономика,"АвтоВАЗ выйдет из капитала группы «Объединенные автомобильные технологии» (ОАТ), крупнейшего в России производителя оригинальных запчастей и компонентов для автомобильной промышленности. Об этом заявил источник, близкий к ОАТ, и подтвердил вице-президент АвтоВАЗа по закупкам Михаил Соснин.

АвтоВАЗ стал владельцем 40% ОАТ в конце 2021 года, после того как сделку одобрила Федеральная антимонопольная служба. 

АвтоВАЗ передаст 40% производителя автокомпонентов КАМАЗу, который будет единолично контролировать группу.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Economical
Экономика,"По итогам 2023 года в регионах России сложится положительный бюджетный импульс на уровне 2 трлн руб., сопоставимый с показателем пандемийного 2020-го. Это следует из июльского доклада Банка России «Региональная экономика».

Под бюджетным импульсом ЦБ подразумевает изменение за год автономного сальдо консолидированных бюджетов регионов (собственные доходы бюджета, то есть без учета безвозмездных поступлений из центра, минус общие расходы), взятое со знаком минус. Расширение такого автономного дефицита означает увеличение бюджетного импульса. В этом случае региональная бюджетная политика вносит положительный вклад в расширение экономической активности и спроса в регионе, пояснили в пресс-службе Банка России.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Economical
Экономика,"Еркожа Акылбек покинул пост генерального директора USM, а также все органы управления компаний группы. 

Акылбек почти 20 лет был партнером KPMG в России и СНГ, а с 2020 года работал в структурах USM. Возглавлял холдинг с апреля 2022 года. Уход из компании был решеним Акылбека, сообщает РБК.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-14,Political
Экономика,"Между Еврокомиссией и Европейским Центральным банком, а также внутри ЕС возникли разногласия в вопросе введения налога на прибыль от использования российских замороженных активов, из-за чего сроки принятия решения об использовании замороженных активов ЦБ РФ в ЕС могут сдвинуться, передает агентство Блумберг со ссылкой на информированные источники.

Ранее глава Еврокомиссии Урсула фон дер Ляйен сообщала, что ЕК до августа выступит с конкретным предложением к странам союза по использованию замороженных в ЕС активов Центробанка России для финансирования восстановления Украины. Премьер-министр Бельгии Александр де Кроо заявил, что Евросоюз намерен использовать сверхприбыль от вложения замороженных в ЕС активов России для помощи Украине и рассчитывает получать не менее трех миллиардов евро в год.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-15,Economical
Экономика,"Запасы зерновых и зернобобовых культур в сельхозорганизациях РФ (без учета субъектов малого предпринимательства) на конец июня 2023 года выросли в годовом выражении на 58,4%, до 13,197 миллиона тонн, следует из материалов Росстата.

В том числе запасы пшеницы по итогам июня выросли в годовом выражении на 74,2%, до 7,456 миллиона тонн, кукурузы на зерно в полной спелости — на 8,1%, до 1,168 миллиона тонн.

Запасы семян и плодов масличных культур в июне текущего года прибавили к июню прошлого года 51,4% и составили 1,703 миллиона тонн, в том числе запасы семян подсолнечника увеличились на 74,4%, до 0,904 миллиона тонн.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-15,Economical
Экономика,"Комитет Госдумы по бюджету и налогам поддержал предложение Минфина по корректировке топливного демпфера, направленное на снижение выплат нефтяникам на 50% с 1 сентября текущего года до 31 декабря 2026 года.

Демпфирующий механизм был создан для сдерживания цен на топливо на внутреннем рынке в России. В общих чертах, если экспортная цена бензина и дизельного топлива выше условной внутрироссийской, то государство компенсирует нефтекомпаниям часть этой разницы, чтобы они не повышали цены в РФ. А если российские цены выше экспортных, то нефтяники делятся с государством частью своей прибыли от внутренних продаж топлива.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-15,Economical
Экономика,"Ленинский районный суд Ярославля взыскал в доход России контрольный пакет акций ПАО «ТГК-2». Таким образом иск Генпрокуратуры был удовлетворен.

Решение может быть обжаловано в течение месяца, сообщил судья.

В иске Генпрокуратуры идет речь об обращении в доход России акций Kostroma Kogeneratsiya Limited, Janan Holdings Limited, Raltaka Enterprises Ltd, Litim Trading Limited, «Корес инвеста», Леонида Лебедева и «Долгового агентства».

Акции ТГК-2 со стороны всех ответчиков, кроме Kostroma Kogeneratsiya Limited, находятся в доверительном управлении «Совлинка». Компания владеет 57,8% уставного капитала ТГК-2, Kostroma Kogeneratsiya Limited — еще 23,86%. В списке аффилированных лиц Лебедев не значится.
[𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸](https://t.me/economika)",2023-07-15,Economical
