channel_name,text,date,
Новинач,"ВАКС разом з САП [визнали](https://www.pravda.com.ua/news/2023/03/2/7391741/) мера Полтави Мамая винним у справі про зловживання службовим становищем та присудили 5 років позбавлення волі умовно.

Мамай також зобов’язався перерахувати 2 мільйони гривень на ""Армію дронів""",2023-03-02,Corruption
Новинач,"Президент Зеленський та голова Європарламенту Метсола підпишуть угоду про створення Міжнародного центру з переслідування злочинів росії у Гаазі, [повідомила](https://ec.europa.eu/commission/presscorner/detail/en/statement_23_1363) Урсула фон дер Ляєн",2023-03-04,Political
Новинач,"В соцмережах розповсюджується відео, на якому російські виродки страчують українського полоненого.

В ОП прокоментували цей черговий воєнний злочин, назвавши його прикладом національної нікчемності та слабкості росіян.

Вічна Слава загиблим Захисникам України. Вічні страждання російським вбивцям",2023-03-06,Crisis
Новинач,"СБУ [відкрила](https://www.facebook.com/AndriyKostinUa/posts/pfbid0FpbWntb6c13EicZxVzLnd8niBStD79qJC2Y49C4Zv8BMeZvKA51w7q23yAhptDcDl?__cft__[0]=AZWpa36WtPHH71P0akvXEq4qESUBBMqWfaI4-VscPG6pWWEv4_LP9LJLp7FS9LdMZYx8YRRE951W8pS-Dnh7YQ2leH-jGiF2sHOhh0_AKiD2__5CVmDoq7xn5hbp6mvfr4cQFBYTdjMCEbxJydYyN6AvtYkr5RYvF3Hw-yK_yoSQItiexF74UaTCo4Yga3WRcpkAHBndCB-lVqY0L0g1ZlaR&__tn__=%2CO%2CP-R) кримінальне провадження щодо розстрілу українського полоненого — генпрокурор Костін.

Також Дмитро Кулеба [закликав](https://twitter.com/DmytroKuleba/status/1632774922136170497?cxt=HHwWgsC9gYKJ5KgtAAAA) Міжнародний кримінальний суд розслідувати обставини цього воєнного злочину",2023-03-06,Corruption
Новинач,Президент Зеленський [присвоїв](https://t.me/V_Zelenskiy_official/5467) розстріляному Олександру Мацієвському звання Героя України,2023-03-12,Political
Новинач,"Голова міжнародної комісії ООН в Україні [заявив](https://interfax.com.ua/news/general/897933.html), що наразі не знайдено доказів скоєння росією геноциду.

Хоча комісія [визнала](https://interfax.com.ua/news/general/897921.html) факт воєнних злочинів, умисних вбивств, тортур, зґвалтуваннь та викрадень дітей з боку росії",2023-03-16,Political
Новинач,❗️Міжнародний кримінальний суд [видав](https://www.icc-cpi.int/news/situation-ukraine-icc-judges-issue-arrest-warrants-against-vladimir-vladimirovich-putin-and) ордер на арешт путіна. Його звинувачують у відповідальності за військові злочини в Україні,2023-03-17,Political
Новинач,"CБУ та БЕБ [провели](https://t.me/SBUkr/7566?single) обшуки у 16-ти облгазах по усій країні — топменеджмент викрили на розкраданні державного палива, що лише у 2021 році призвело до збитків на майже 3,5 млрд грн",2023-03-17,Corruption
Новинач,"За ексміністра інфраструктури Андрія Пивоварського [внесли](https://www.epravda.com.ua/news/2023/03/17/698180/) заставу у 10 000 000 грн.

Таку суму вчора призначив ВАКС, підозрюючи колишнього чиновника у ймовірному зловживанні владою",2023-03-17,Corruption
Новинач,"Міністр юстиції Німеччини [заявив,](https://m.bild.de/politik/inland/politik-inland/justizminister-buschmann-wir-wuerden-putin-sofort-verhaften-83251392.bildMobile.html?t_ref=https%3A%2F%2Fwww.bild.de%2Fpolitik%2Finland%2Fpolitik-inland%2Fjustizminister-buschmann-wir-wuerden-putin-sofort-verhaften-83251392.bild.html) що очікує від МКС швидкого звернення до Інтерполу, а також до договірних держав щодо примусового виконання рішення про арешт путіна.

Тоді Німеччина буде зобов'язана заарештувати злочинця, якщо він в'їде на німецьку територію",2023-03-19,Political
Новинач,"САП і НАБУ[ викрили](https://nabu.gov.ua/novyny/vykryto-zlochynnu-organizaciyu-na-mahinaciyah-z-maynom-fdmu) злочинну організацію, яка у 2020-2021 роках заволоділа понад 2 мільярдами гривень коштів держпідприємств.

Підозру отримав ексголова Фонду держмайна Дмитро Сенниченко, який очолював організацію",2023-03-22,Corruption
Новинач,"Сполучені Штати підтримують [створення](https://ukrainian.voanews.com/a/ssha-pidtrymaly-stvorennia-trybunalu-dlia-rozsliduvannia-agresiii-rosiii/7024879.html) спецтрибуналу для розслідування злочинів росії — представниця Держдепу Бет Ван Скаак. 

Наразі розглядаються два варіанти: створення інтернаціоналізованого суду в межах судової системи України або міжнародний суд при Генасамблеї ООН",2023-03-28,Political
Новинач,"НАБУ та САП[ оголосили](https://nabu.gov.ua/novyny/nabu-rozshukuye-pidozryuvanyh-u-spravi-mahinaciy-z-maynom-fdmu) в розшук ексголову Фонду держмайна Дмитра Сенниченка та ще шістьох осіб.

За інформацією бюро, всі підозрювані входять до складу злочинної організації, яка причетна до заволодіння понад пів мільярдами гривень коштів ""Одеського припортового заводу"" та ""Об’єднаної гірничо-хімічної компанії""",2023-04-10,Corruption
Новинач,"Реакція українського керівництва на жорстоке вбивство полоненого.

**Міністр закордонних справ Дмитро Кулеба:

**""Це абсурд, що росія, яка діє гірше за ІДІЛ, головує у Раді безпеки ООН. Російських терористів потрібно вигнати з України й ООН і [притягнути](https://twitter.com/DmytroKuleba/status/1646055701318365184?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1646055701318365184%7Ctwgr%5E631be4ede8d97118ad81ec718c0080db10ce47df%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.eurointegration.com.ua%2Fnews%2F2023%2F04%2F12%2F7159657%2F) до відповідальності за їхні злочини"".

**Заступниця Міноборони Ганна Маляр:

**""Українські служби ретельно [вивчають](https://t.me/annamaliar/634) його [відео] покадрово, для того, щоб ідентифікувати воєнних злочинців. Сьогодні вночі ми разом з іншими силовими відомствами та спецслужбами як раз цим займались.

Ми робимо все, щоб упізнати загиблого. Всім нам важливо розуміти — ідентифікація людини по відео, а тим більше людини в таких обставинах, є надзвичайно складним завданням"".

**Уповноважений ВР з прав людини Дмитро Лубінець:

**""Звернувся з листами до Верховного Комісара ООН з прав людини, Моніторингової місії ООН в Україні, Генерального Секретаря ООН, Міжнародного Комітету Червоного Хреста, зробити все можливе, аби винні понесли покарання за кожен воєнний злочин!

Також це відео [розіслав](https://t.me/dmytro_lubinetzs/2119) всім колегам омбудсманам світу з проханням, щоб вони у своїх країнах продовжували лобіювати питання підтримки України""",2023-04-12,Crisis
Новинач,"російський проєкт ""Gulagu net"" [оприлюднив](https://www.pravda.com.ua/news/2023/04/17/7398225/) відео, у якому військові злочинці з ""пвк вагнер"" зізнаються у вбивствах українських дітей у Бахмуті та Соледарі.

За словами терористів, їм надійшла вказівка зачищати Бахмут, не пропускаючи нікого — ні старих, ні дітей. 

На відео [відреагували](https://t.me/ermaka2022/2460) в Офісі президента, пообіцявши жорстоке та невідворотнє покарання для злочинців",2023-04-17,Crisis
Новинач,"Хто такі осінтери або OSINT-розслідувачі? Якщо коротко, це групи аналітиків, які займаються розслідуваннями, аналізуючи великий об'єм відкритих даних.

В Україні є низка подібних двіжух, проте одні з кращих це OSINT-аґенція [Molfar](https://t.me/molfar_global), які справді здійснюють глибокий фактчекінг тієї чи іншої інфи.

Molfar розслідують воєнні злочини, спростовують роспропаганду, навчають медіаграмотності та розповідають про основи OSINT.

До будь-якої інформації треба ставитися критично, в тому числі і до цього допису. Тому підписуйтеся та з часом самі переконайтеся, що вони класні: @molfar_global

#промо",2023-04-18,Other
Новинач,Буданов [про](https://t.me/DIUkraine/2268) долю воєнних злочинців,2023-04-30,Political
Новинач,"Олігарх Дмитро Фірташ та низка топменеджерів його компаній [отримали](https://t.me/SBUkr/8309) підозру від СБУ та БЕБ.

Правоохоронці викрили схему, за якою фірми олігарха розкрадали блакитне паливо з газотранспортної системи України, що завдало збитків державі на мільярди гривень",2023-05-15,Corruption
Новинач,"НАБУ та САП [викрили](https://t.me/sap_gov_ua/1373) корупційну схему серед керівництва та суддів Верховного Суду України.

Наразі проводяться слідчі дії, деталі пообіцяли згодом",2023-05-15,Corruption
Новинач,"Хабар у $2,7 мільйони голови Верховного суду Князєва. Що відомо:

• НАБУ та САП повідомили про затримання голови Верховного Суду Всеволода Князєва;

• Голова НАБУ Кривонос заявив, що це найбільш резонансна справа за період діяльності НАБУ та САП, найбільше викриття найвищої посадової особи в судовій гілці влади;

• Йдеться про хабар для ухвалення рішення на користь власника фінансової групи ""Фінанси та кредит"" олігарха Костянтина Жеваго. Сам Жеваго це заперечує;

• За даними слідства, хабар керівництву суду передавався через керівника одного з адвокатських обʼєднань двома частинами. Вчора була передана друга частина, ""яка була зафіксована на гарячому"";

• Виявити схему вдалося завдяки проникненню детективу НАБУ під прикриттям всередину злочинного угруповання;

• У НАБУ заявляють, що хабар у $2,7 млн може бути частиною більш широкої схеми корупційного тиску на суди;

• Наразі Судді ВС утворили оргкомітет, який підготує проєкт рішення про недовіру Князєву",2023-05-16,Corruption
Новинач,"СБУ [знешкодила](https://ssu.gov.ua/novyny/sbu-zneshkodyla-na-poltavshchyni-bandu-kryminalnoho-avtoryteta-na-prizvysko-moskva) кременчуцьку банду, яка тероризувала місцевих підприємців.

Затримано координатора злочинного угруповання — відомого авторитета на прізвисько ""Москва""",2023-06-05,Crisis
Новинач,"На Львівщині чоловік [підписав](https://lviv.gp.gov.ua/ua/news.html?_m=publications&_c=view&_t=rec&id=335660) розписку на 50 тисяч доларів чорнилами, що зникають.

Його визнали винним у шахрайстві в особливо великих розмірах і призначили покарання у вигляді 6 років позбавлення волі з конфіскацією всього майна",2023-06-12,Corruption
Новинач,"Президента Української асоціації футболу Андрія Павелка взяли під варту на 60 діб — ЗМІ.

Його підозрюють у розкраданні 270 млн грн на будівництві заводу з виготовлення штучної трави для футбольних полів",2023-06-16,Corruption
Новинач,"СБУ [повідомила](https://t.me/SBUkr/8672) про підозру ексзаступнику міністра оборони та екскерівнику Департаменту держзакупівель Міноборони.

Посадовці, стверджує служба, причетні до розкрадання грошей на закупівлі бронежилетів та зимової форми для ЗСУ. Оборудку організували на початку березня 2022 року.

Їхня незаконна діяльність завдала збитків держбюджету на загальну суму понад 1 мільярд гривень",2023-06-16,Corruption
Новинач,"СБУ [затримала](https://t.me/SBUkr/8689) у Дніпрі поліцейських, які ""кришували"" наркоугруповання.

Злочинці налагодили продаж метамфетаміну та психотропів через розгалужену мережу наркодилерів у регіоні",2023-06-19,Corruption
Новинач,"прігожин відповів путіну щодо звинувачення у ""зраді родіни"". Ватажок ""вагнерівців"" заявляє, що вони патріоти і ніхто не збирається за наказом президента прийти з повинною. 

Каже, що їм набридло жити в корупції, брехні та бюрократії",2023-06-24,Political
Новинач,"Депутата Сергія Алєксєєва викрито на шахрайстві — він обіцяв іноземцю своє сприяння в уникненні екстрадиції за $50 000.

Нардеп ""гарантував"" використати власні зв’язки у суді, щоб там дозволили іноземцю (громадянину Німеччини) отримати статус біженця, [пише](https://t.me/SBUkr/8815) СБУ.

Парламентарю загрожує 12 років позбавлення волі з конфіскацією майна.

Партія ""Європейська солідарність"", членом якої є Алєксєєв, написала про нічні обшуки у нардепа і заявила, що розцінює їх як ""політичну провокацію, спрямовану на дискредитацію політичної сили і залякування її представників""",2023-06-30,Corruption
Новинач,"СБУ [знешкодила](https://t.me/SBUkr/8857) в Києві угруповання хакерів, які крали гроші з рахунків українців.

Злочинці мали спільників у різних фінустановах Києва, які допомагали шукати персональні данні жертв. 

Під час затримання у помешканні хакерів також виявили приховані нарколабораторії",2023-07-04,Other
Новинач,"Зеленський [присвоїв](https://t.me/V_Zelenskiy_official/6898) звання Героя України 48 українським військовим, 45 з них — посмертно",2023-07-08,Political
Новинач,"Міноборони [заявило](https://t.me/ministry_of_defense_ua/7787), що інспекція США не виявила розкрадання в Україні західної зброї",2023-07-21,Corruption
Новинач,Воєнні злочинці та соратники ігоря ґіркіна дропнули нові шаблони для мемів,2023-07-23,Other
Новинач,"Польсько-українські відносини наразі не є найкращими через ""останні заяви деяких представників української влади"", [заявив](https://www.rmf24.pl/tylko-w-rmf24/poranna-rozmowa/news-jablonski-o-incydencie-z-bialoruskimi-smiglowcami-informacje,nId,6937656#crp_state=1) заступник голови МЗС Польщі Павло Яблонський.

Про які саме заяви йдеться — невідомо. 

""У мене таке враження, що це пов'язано з тим, що, на жаль, там виплеснулися певні емоції. Ми тут трохи поблажливі — ну, тому що, звичайно, на державу нападають, але вона не повинна також нападати на своїх союзників"", — сказав Яблонський.

Головною проблемою у польсько-українських відносинах залишається ""нерозв'язання Волинського злочину"", каже він",2023-08-02,Political
Новинач,"В Україні планують декриміналізувати порнографію — про це [повідомив](https://t.me/yzheleznyak/4858) нардеп Железняк, заявивши, що законопроєкт незабаром з'явиться на сайті Ради.

Згідно документа кримінальна відповідальність залишиться за порно без згоди (порнопомста, deepfake), насильство, зоо- та некрофілія, а також дитяче порно.

За інші способи виробництва та поширення порно-контенту планують прибрати кримінальну відповідальність. 

Сутенерство, втягнення в проституцію та торгівля людьми теж лишаються кримінальними злочинами, бо це інші статті",2023-08-15,Political
Новинач,"На Київщині СБУ [затримала](https://ssu.gov.ua/novyny/sbu-zatrymala-na-kyivshchyni-narkotorhovtsiv-u-yakykh-vylucheno-rekordni-za-ostanni-roky-ponad-20-tonn-tovaru) злочинне угрупування з 20 тонами хімікатів для виготовлення наркотиків та 15кг психотропних речовин.

За даними слідства, організатор — колишній посадовець Нацполіції по боротьбі з наркозлочинністю",2023-08-17,Other
Новинач,"Національна поліція [проводить](https://t.me/mvs_ukraine/28872) понад 200 обшуків у військкоматах та ВЛК низки областей. 

Перевіряються корупційні схеми, за якими фігуранти за гроші виписували громадянам непридатність до служби",2023-08-22,Corruption
Новинач,"У Фінляндії затримали учасника російської дшрг ""срусіч"" яна петровського (славян), [пише](https://www.mtvuutiset.fi/artikkeli/mtv-n-tiedot-wagneriin-liitetyn-sotajoukon-johtaja-on-otettu-kiinni-suomessa/8764510#gs.4uv37o) MTV3. 

В Україні його звинувачують у злочинах, скоєних у Донецькій і Луганській областях у 2014-2015 роках. Запит на екстрадицію вже направлено",2023-08-25,Political
Новинач,"Зеленський [запропонує](https://youtu.be/31gc0zOyeTo?si=988tvRU8451d2AY4) Раді прирівняти корупцію до держзради на військовий час.

**""**Я розумію, що така ""зброя"" не може діяти постійно в суспільстві, але, думаю, на військовий час — це допоможе"", — сказав він",2023-08-27,Corruption
Новинач,"Голова Громадської антикорупційної ради при Міноборони Грушовець заявив, що куртки з Туреччини, про які раніше писали медіа, точно були зимові.

Більшу частину цих курток вже було видано, однак якась партія залишається на складах, які збирається відвідати антикорупційна рада

""Твердження [розлідувачів], що куртки були літніми, не відповідає дійсності"", — [сказав](https://www.radiosvoboda.org/a/news-kurtky-zsu-skandal/32567715.html) Грушовець",2023-08-28,Corruption
Новинач,"У Німеччині чоловік скинув з мосту 10-річного хлопчика, бо той розмовляв українською, а не російською. 

Інцидент трапився в Айнбеку: невідомий чоловік [напав](https://staatsanwaltschaft-goettingen.niedersachsen.de/startseite/aktuelles/presseinformationen/ermittlungsverfahren-wegen-versuchten-totschlags-nach-ubergriff-auf-ukrainischen-jungen-in-einbeck-eingeleitet-225092.html) на кількох українських дітей з вимогою розмовляти російською, а також стверджував, що це Україна розпочала війну.

За даними правоохоронців, чоловік потягнув одну дівчинку за волосся, а потім схопив 10-річного хлопчика і перекинув його через поруччя в канал.

Від падіння хлопчик вдарився головою і поки він лежав у каналі, чоловік кинув у нього скляну пляшку та втік з місця злочину.

Зараз нападника нападника розшукує поліція, йому інкримінують замах на вбивство",2023-09-01,Other
Новинач,"❗️Коломойському [вручили](https://t.me/SBUkr/9500) підозру у шахрайстві та легалізації майна, отриманого шахрайським шляхом",2023-09-02,Corruption
Новинач,"Суспільне з посиланням на СБУ пише, що правоохоронці проводить понад 20 обшуків у кількох областях через зловживання на відновленні енергетичної інфраструктури України",2023-09-05,Corruption
Новинач,Кирилу Буданову присвоєно звання генерал-лейтенанта 🫡,2023-09-07,Political
Новинач,"Більшість українців (78%) [вважають](https://dif.org.ua/article/spriynyattya-zagrozi-koruptsii-gromadyanami-otsinka-vladi-ta-vimogi-do-zmin-pid-chas-viyni?fbclid=IwAR11WcZ1_5bnpUagjvE7SYX5Y9CFjPw3cY5yCrQqVvoNQe4250v9t8CL-hM#_Toc145094544), що Зеленський несе пряму відповідальність за корупцію в уряді та воєнних адміністраціях — КМІС",2023-09-11,Corruption
Новинач,Європарламент [визнав](https://suspilne.media/572165-evroparlament-viznav-lukasenka-pricetnim-do-vijni-proti-ukraini-na-rivni-z-putinim/?utm_source=copylink&utm_medium=ps) лукашенка співучасником злочинів в Україні на рівні з путіним та закликав МКС видати ордер на арешт,2023-09-13,Political
Новинач,"Кім Чен Ин [потрапив](https://myrotvorets.center/criminal/kim-chen-yn/) до бази ""Миротворця"".

Причина: співучасть у злочинах російської влади проти України та її громадян",2023-09-15,Political
Новинач,Економічний та антикорупційний ефект від діджиталізації за 2 роки [перевищив](https://www.kmu.gov.ua/news/promova-premier-ministra-ukrainy-denysa-shmyhalia-na-zasidanni-uriadu19092023) 16 мільярдів гривень —  Шмигаль,2023-09-19,Corruption
Новинач,"OSINT-розслідувачі Molfar виявили [адресу](https://t.me/molfar_global/2502) Ані Лорак (тепер їй можна подякувати за поміч ЗСУ), здеанонили схеми, якими Китай таємно постачає росії ""мавіки"" та викрили істот, що виробляють російські ""шахеди"".

Molfar викривають воєнні злочини, діляться корисним софтом, вчать кіберграмотності та пояснюють, що OSINT — доступний кожному.

Підписуйтесь @molfar_global

#промо",2023-09-21,Other
Новинач,"Шольц [пригрозив](https://www.bloomberg.com/news/articles/2023-09-23/scholz-threatens-border-controls-with-poland-after-visa-scandal?srnd=premium-europe) відновити прикордонний контроль з Польщею через нелегальних мігрантів.

Польщу звинувачують в тому, що чиновники у Варшаві видали велику кількість прискорених віз мігрантам в рамках шахрайської схеми.

За даними німецької поліції, у першій половині цього року на польському кордоні було заарештовано понад 12 000 нелегальних мігрантів",2023-09-23,Political
Новинач,"Ігоря Коломойського [доправили](https://t.me/fuckcorruption/2535) до суду, де розглядатимуть апеляцію на його арешт.

Центр протидії корупції повідомляє, що підтримати Коломойського прибув ""десант з 1+1"" у складі Олександра Ткаченка, Олександра Дубінського, Наталії Мосійчук, Юрія Горбунова тощо",2023-09-25,Corruption
Новинач,"ЗМІ: Білий дім [надіслав](https://www.pravda.com.ua/news/2023/09/25/7421354/) Україні лист із необхідним переліком реформ для продовження надання військової допомоги.

Реформи стосуються Наглядових рад, антикорупційних органів (САП, НАБУ, НАЗК), судів тощо.

Зміни розбиті по пріоритетності їх впровадження від 3 до 18 місяців",2023-09-25,Political
Новинач,"Cуд визнав Дональда Трампа  винним у шахрайстві — [Reuters](https://www.reuters.com/legal/judge-finds-trump-liable-fraud-new-york-civil-case-2023-09-26/).

Експрезидент США, його компанія та її ключове керівництво неодноразово брехали у своїх річних фінансових звітах",2023-09-26,Corruption
Новинач,"Сьогодні 82-і роковини трагедії у Бабиному Яру, яка є одним із найжорстокіших злочинів про людства.

Лише за два дні (29-30 вересня 1941 року) німецькі нацисти в урочищі Бабин Яр розстріляли близько 34 000 євреїв",2023-09-29,Crisis
Новинач,"ВАКС вперше [ухвалив](https://hcac.court.gov.ua/hcac/pres-centr/news/1485178/) рішення про виплату винагороди викривачу корупції — він отримає 13 299 950 гривень.

Мова йде про справу щодо спроби підкупу керівництва САП та НАБУ ексміністром екології часів Януковича Миколою Злочевським та його спільниками у 2020 році",2023-10-02,Corruption
Новинач,"В Харківській області наступні 3 дні будуть днями жалоби. 

Терористична атака російських військових по селу Гроза стала найкривавішим злочином росіян на Харківщині за весь час від початку повномасштабного вторгнення",2023-10-05,Crisis
Новинач,Варшавська школа економіки [присвоїла](https://www.ukrinform.ua/rubric-society/3773941-varsavskij-vis-nadav-zelenskomu-titul-pocesnogo-doktora.html) Володимиру Зеленському титул почесного доктора,2023-10-14,Political
Новинач,"У Бердянську вибухнула автівка з чотирма ФСБшниками. Серед ліквідованих окупантів — російський воєнний злочинець, який катував українців, [повідомили](https://t.me/DIUkraine/2982) в ГУР МО",2023-10-26,Crisis
Новинач,"Анкара веде роботу з визнання Ізраїлю ""воєнним злочинцем"", заявив Ердоган під час пропалестинського мітингу. Також президент Туреччини порівняв загиблих у Газі з жертвами російських нападів на Україну.

Глава МЗС Ізраїлю [відкликає](https://suspilne.media/604745-netanagu-pidtverdiv-pocatok-nazemnoi-operacii-cahal-u-sektori-gazi/?) дипломатів з Туреччини, щоб провести переоцінку ізраїльсько-турецьких відносин",2023-10-28,Political
