channel_name,text,date,
"Податки, бізнес, економіка","‼️ Запрошуємо Вас зареєструватися на **БЕЗКОШТОВНИЙ **вебінар ЮК ""АРМАДА"", який відбудеться 10.11.2022 об 11:00 на тему:  

**""Розблокування податкових накладних та виведення підприємства з категорії ""ризикових"".** 

📌 На вебінарі Ви дізнаєтесь: 
✔️ чому блокуються податкові накладні? 
✔️ як розблокувати накладну та зареєструвати її? 
✔️ як вивести підприємство з категорії ""ризикових""? 
✔️ яким чином подати таблицю даних платника ПДВ, щоб її прийняли. 

❗️**Зареєструватись **- https://armada.law/webinar-10112022-ekonomika/",2022-11-09,Economical
"Податки, бізнес, економіка",Воєнний стан триватиме до 20 травня 2023 року,2023-02-08,Political
"Податки, бізнес, економіка","Про схему виводу грошей грального бізнесу через банки та «чорне зерно»
Юрій Гайдай, старший економіст ЦЕС у себе в FB розписав (https://www.facebook.com/100004279986008/posts/pfbid0JbfiogQzQJ1aN1svJU8UAfztU7WPZuB9RpNXf74N5nXhQzqNuVk1JbvVHZKDtzuCl/?) на long-read цю схему",2023-02-12,Economical
"Податки, бізнес, економіка","**Китай закликав державні компанії відмовитись від послуг аудиторів ""Великої четвірки""**

https://www.bloomberg.com/news/articles/2023-02-22/china-urges-state-firms-to-drop-big-four-auditors-on-data-risk?sref=y3YMCJ4e",2023-02-24,Economical
"Податки, бізнес, економіка","Компанію великої четвірки усунули від аудиту великих публічних компаній у Німеччині після скандалу з Wirecard

Аудиторська компанія великої четвірки EY оштрафована на 500 тисяч євро у зв’язку зі справою збанкрутілої у 2020 році фінкомпанії Wirecard

https://www.bloomberg.com/news/articles/2023-04-03/ey-germany-handed-two-year-ban-after-wirecard-audit-failures",2023-04-04,Economical
"Податки, бізнес, економіка",https://hromadske.ua/posts/vooz-skasuvala-status-pandemiyi-covid-19,2023-05-05,Other
"Податки, бізнес, економіка","Згідно з нормами Постанови КМУ від 18 квітня 2023 р. N 358 (""Про затвердження базового нормативу відрахування частки прибутку, що спрямовується на виплату дивідендів за результатами фінансово-господарської діяльності у 2022 році господарських товариств, у статутному капіталі яких є корпоративні права держави""), сьогодні базовий норматив відрахування частки прибутку, спрямованої на виплату дивідендів державі за підсумками 2022 року, становить 50 % (за умови спрямування 30 % чистого прибутку на відновлення пошкодженого майна та протидію збройній агресії рф) - п. 1 Постанови № 358.

Для ряду господарських товариств передбачено окремі нормативи, зокрема, для:

• АТ ""Державний ощадний банк України"" – 30 %;

• АТ ""Національна акціонерна компанія ""Нафтогаз України"" – 30 % (решту коштів від чистого прибутку спрямовувати на закупівлю природного газу, що видобувається на території України);

• ПрАТ ""Укргідроенерго"" – 30 % (за умови спрямування 50 % чистого прибутку на відновлення зруйнованого та пошкодженого майна внаслідок ракетних ударів рф);

• ПрАТ ""Українська фінансова житлова компанія"" – 30 % (за умови спрямування 50 % чистого прибутку на фінансування доступного іпотечного кредитування);

• ПрАТ ""Українське Дунайське пароплавство"" – 30 % (за умови спрямування 50 % чистого прибутку на оновлення флоту);

• АТ комерційний банк ""ПриватБанк"" – 80 %;

• ПАТ ""Національна акціонерна компанія ""Украгролізинг"" – 80 %;

• державного ПАТ ""Укрбуд"" – 95 %.

Госптовариства з держчасткою можуть приймати рішення щодо відрахування частки прибутку, що спрямовується на виплату дивідендів за результатами їх фінансово-господарської діяльності у 2022 році, у розмірі більшому, ніж визначено п. 1 Постанови № 358 (п. 2 Постанови № 358).",2023-05-06,Economical
"Податки, бізнес, економіка","🔉 Слухав сьогодні цікавий подкаст від Financial Times про ідею британських парламентаріїв регулювати торгівлю криптою, як гральний бізнес, а не фінансових послуг. Ідею подали  у Комітеті казначейства парламенту після нового розслідування галузі.
https://on.ft.com/43Z76t4 

🎲 Як азартні ігри, торгівля криптовалютами може бути викликати залежність.
🏥 Навіть вже в лікарнях, які лікують від залежностей, зʼявився цей напрямок. 
🚦 Депутати закликають до ""ефективної регуляції"" для захисту споживачів від шкоди. 
Наприклад, для «залежних» трейдерів встановлювати ліміт скільки вони можуть «інвестувати». 

🎰 Чесно говорячи, воно і справді виглядає в багатьох випадках як казино. Навіть якщо це не відвертий скам. 
Тому коли мене питають: «а в яку криптовалюту треба інвестувати?», то зазвичай відповідаю: 
«Йди краще у казино і постав на червоне- шансів вийти у прибуток більше».",2023-06-21,Economical
"Податки, бізнес, економіка","💸 Після довгих дискусій Парламаент **підтримав в цілому податковий законопроект #8401.**
🌐Прийняття цього законопроєкту **є важливою умовою, передбаченою угодою з МВФ.**

✅ЗА - 239

Редакція до другого читання передбачає:

❌ **З 01 серпня 2023 р. скасовується 2% єдиний податок. **
Але законопроект врегульовує перехід з 2% ЄП:
🔹платник 2% ЄП матиме право подати заяву про відмову від застосування 2% ЄП та вказати, на яку систему оподаткування він бажає перейти. Без подання такої заяви, а також якщо в заяві платник не вкаже бажану систему, платник 2% ЄП автоматично переводитиметься на систему, на якій перебував до обрання 2% ЄП;
🔹новостворені суб’єкти господарювання, які з дня державної реєстрації обрали 2% ЄП, автоматично вважатимуться платниками ЄП третьої групи зі ставкою 5%;
🔹автоматичне відновлення прав і обов’язків платника ПДВ для тих суб’єктів, у кого реєстрація платником ПДВ була призупинена;
🔹надати платникам, які в 2023 р. перейшли з 2% ЄП на загальну систему, право перейти повторно в 2023 р. на спрощену систему за своїм вибором шляхом подання заяви. При цьому, в разі подання заяви до 01.09.2023 р., такий платник вважатиметься платником ЄП з 01.08.2023 р.

🚫Законопроєктом **з 01 серпня частково скасовується чинний мораторій на проведення перевірок для підакцизних товарів (алкоголь, тютюн, паливо), грального бізнесу та фінансових послуг. **

🧾**Повертається з 01 жовтня відповідальність за порушення у сфері застосування РРО.  **
🔹Але звільнення від фінансової відповідальності за порушення з РРО (окрім як під час торгівлі підакцизними товарами), якщо вони були вчиненні на прифронтових територіях (у тому числі територіях можливих бойових дій);

📄 **Крім законопроєктом також передбачено:**
🔹«технічний борг» (який виник із 1 квітня 2022 року по 31 липня 2023 року в електронному кабінеті) не враховувати під час визначення можливості платника продовжувати перебування на спрощеній системі;
🔹зберегти право добровільної сплати ЄП і ЄСВ для прифронтових територій (у тому числі територій можливих бойових дій);
🔹надати можливість ФОП-платникам ЄП без ПДВ вказувати в розрахункових документах назви товарів (послуг) за спрощеною формою. 

🤝**Норма, що для передачі юридичними особами товарів для сил оборони не потрібно затвердженого переліку КМУ.**

🗓️ Майже всі норми вступають в силу **з 01 серпня (окрім тих дат, які я вказав).

**📊По фракціям 
СН - 179
ЕС - 0
Батьківщина - 0
Платформа за життя та мир- 20
За майбутнє - 4
Голос - 8
Довіра - 14
Відновлення України - 8
Позафракційні - 6",2023-06-30,Economical
"Податки, бізнес, економіка","НОВІ ОСОБЛИВОСТІ ВИКОРИСТАННЯ ВІДПУСТКИ У ЗВ’ЯЗКУ З ВАГІТНІСТЮ ТА ПОЛОГАМИ

Законом № 3238-IX від 13.07.2023 (набрав чинності 29.07.2023) оновлено норми одразу декількох нормативних актів:
- ст. 179 КЗпПУ;
- ст. 30 Закону про чорнобильців;
- ст. 17 Закону про відпустки;
- ст. 18 Закону про соціальне страхування.

Встановлено, що за бажанням жінки та у разі відсутності медичних протипоказань частина відпустки тривалістю 70 календарних днів (90 – для чорнобильців 1-3 категорії), передбачена до пологів, може бути перенесена та використана жінкою частково або повністю після пологів, починаючи з дня пологів. При цьому загальна тривалість відпустки не може перевищувати сумарно 126 календарних днів (140 календарних днів - у разі народження двох і більше дітей та у разі ускладнення пологів, 180 – для чорнобильців 1-3 категорії).

Оскільки підставою для надання цієї відпустки окрім заяви є ще і листок непрацездатності (електронний чи паперовий, що можливо до кінця війни), я так розумію, про своє бажання зміни термінів працівниця повинна повідомити лікарю, щоб той з бажаної дати відкрив лікарняний. Особливо враховуючи те, що саме лікар може прийняти рішення про відсутність медичних протипоказань.
Тому якщо маєте лікарняний, оплачуєте той термін, який в ньому встановлено і на цей же період має бути заява працівниці на відпустку по вагітності та пологах.
А от якщо працівниця не хоче йти у відпустку по вагітності у «лікарняні» терміни, тоді вже оплата буде частковою – тільки за період з дати фактичного початку відпустки згідно заяви.

Але норма цікава – дає більше можливостей майбутнім мамам, які мають сили працювати аж до пологів.",2023-08-01,Economical
channel_name,text,date,Other
«Дебет-Кредит»,"**☕️ ❄️ Добрий ранок!

**⏰ Податкова реформа-2022 (продовжуємо аналізувати зміни);
⏰ нові бюджетні рахунки від Казначейства (крім ЄСВ);
⏰ оновлення реєстраційних документів для роботи з РРО, ПРРО, РК та КОРО;
⏰ умова відстрочки штрафу за незастосування РРО від Гетьманцева;
⏰ зміни до ф. №20-ОПП та обліку платників податків,
⏰ … а ще – календар роботи банків на весь 2022 рік та три важливі довідники.

Як завжди, на початку нового робочого тижня ми пишемо про те, що сталося минулого і чого очікувати на майбутньому. Це «Дебет-Кредит» за тиждень», найкоротші бухгалтерські новини.

▶️ https://bit.ly/32Xm9K2

⏳ Час читання: 8 хвилин",2022-01-10,Economical
«Дебет-Кредит»,"😷 **У МОЗ прогнозують черговий спалах COVID-19

**За прогнозами головного санлікаря Ігоря Кузіна, сплеск буде починаючи з кінця січня, «у цей час буде більше «Омікрону». А пік припаде на лютий з поступовим спаданням аж до квітня.

▶️ https://bit.ly/3zKRnzQ

⏳ Час читання: 1 хвилина",2022-01-11,Other
«Дебет-Кредит»,"📝🔥 **Як заповнити додаток ЄСВ 1 до декларації ФОП на загальній системі оподаткування

**Хочете без зайвого пошуку інформації дізнатися як заповнити додаток ЄСВ 1 до декларації ФОП на загальній системі оподаткування – дивіться і слухайте рубрику «Як заповнити» на YouTube-каналі наших партнерів.

👉 А детальний текстовий опис та зразок документу ви знайдете у коментарі до відео.

7 хвилин концентрованих знань – тут ⤵️

https://youtu.be/hFUIB05KaSk",2022-01-11,Economical
«Дебет-Кредит»,"⏰ **Наказ про графік відпусток: адміністративно-господарський чи кадровий?

**Дивіться і слухайте рубрику «Online-відповіді на запитання» на каналі наших партнерів.

Сьогодні на питання відповідає Тимур Алієв.

🔥 Докладна відповідь на питання тут:

https://youtu.be/SJjtyc4VDRY",2022-01-13,Economical
«Дебет-Кредит»,"**🔔 Нагадуємо! 🔔
19 січня – останній день для сплати ЄСВ ФОПами за IV квартал

**У 2022 році реквізити рахунків для сплати ЄСВ не змінилися. Але мінімальна сума ЄСВ збільшилася та становить 4070 грн за ІV кв. 2021 року і вже 4290 грн за І кв. 2022 року.

▶️ https://bit.ly/3zXm3xM

⏳ Час читання: 4 хвилини",2022-01-14,Economical
«Дебет-Кредит»,"📝 **Декларацію з податку на прибуток знову збираються оновити

**ДПС розмістила на своєму сайті проєкт наказу Мінфіну щодо змін до форми декларації з податку на прибуток.

Головна мета оновлення - приведення форми у відповідність до Закону №1914 (законопроєкту №5600).

▶️ https://bit.ly/3qqScL5

⏳ Час читання: 3 хвилини",2022-01-14,Economical
«Дебет-Кредит»,"📝 **Що змінилося в оподаткуванні податком на прибуток

**ДПС оприлюднила Інформаційний лист № 1/2022. Його присвячено новаціям у частині податку на прибуток підприємств, які почали діяти з 1 січня 2022 року завдяки Закону №1914.

▶️ https://bit.ly/3qBLtho

⏳ Час читання: 2 хвилини",2022-01-18,Economical
«Дебет-Кредит»,"💻 **Подати звітність за 2021 рік відтепер можна через «Дію»

**Послуга доступна у мобільному додатку «Дія» для фізичних осіб-підприємців 1-3 груп.

Послугу треба шукати за шляхом: Послуги/ Податки ФОП /Декларації. Після заповнення та редагування даних (за необхідності), декларація підписується за допомогою сервісу «Дія. Підпис».

▶️ https://bit.ly/3FRzkJH

⏳ Час читання: 2 хвилини",2022-01-24,Economical
«Дебет-Кредит»,"[​​](https://telegra.ph/file/2fb18d442580d369ddae1.jpg)📕 **Оновлений ПКУ-2022!

**Виходить з друку вже 14 лютого

👉 https://bit.ly/3fPciIT

Робіть передзамовлення та отримаєте актуальний ПКУ за найкращою ціною!

Або ви можете отримати «Податковий кодекс» разом з передплатним пакетом «Експерт», тут зараз діють максимально вигідні умови 😉

Увага, пропозиція лише до 31 січня!

https://bit.ly/3fPciIT",2022-01-25,Economical
«Дебет-Кредит»,"🛍 **Рада підвищила безмитний ліміт на посилки із зарубіжних інтернет-магазинів

**У випадку, коли вартість товарів у посилці перевищує 150 євро (але не більше 1000 євро), одержувачу потрібно сплатити 10% ввізного мита та ПДВ, а базою для сплати буде сума різниці між вартістю посилки та лімітом у 150 євро.

▶️ https://bit.ly/3FZ0pL9

⏳ Час читання: 2 хвилини",2022-01-25,Economical
«Дебет-Кредит»,"Друзья, ещё раз объясняю суть предложения по штрафам для ФОПов за не применение РРО.
Все просто.
Те, ФОПы, кто установят РРО/ПРРО до 1.03, на протяжении 2022 года, платят штрафы (в случае нарушения) в размере 10% от установленных в законе.
Те, кто не установит - по полной.
РРО все установить обязаны, никаких отсрочек системы НЕ БУДЕТ!!!
Прошу СМИ, цитирующие наше предложения внести соответствующие правки.",2022-01-26,Economical
«Дебет-Кредит»,"**🔔 Нагадуємо! 🔔
31 січня – останній день сплати податків за грудень та майнових податків за IV квартал

**31 січня є граничним терміном сплати податкових зобов’язань за грудень 2021 року з наступних податків та зборів:

📌 податку на додану вартість;
📌 акцизного податку;
📌 плати за землю;
📌 рентної плати за користування радіочастотним ресурсом та магістральними трубопроводами;
📌 та ще ряду податків.

**Увага**! Оскільки до кінця березня 2022 року діє карантин, то за несплату податків (крім ренти, ПДВ та акцизу) фінансових штрафів не буде.

▶️ https://bit.ly/3r9KRji

⏳ Час читання: 2 хвилини",2022-01-28,Economical
«Дебет-Кредит»,"**⏰ Інтернет-торгівля: коли та хто видає чек РРО

**Дивіться та слухайте Ірину Губіну у черговому випуску «Все про ПРРО».

☝️ Подивившись відео, ви дізнаєтесь:

📌 Про вимоги Закону про РРО щодо надання фіскального чеку;
📌 Коли видавати чек при передоплаті;
📌 Від чого залежить момент видачі чеку при післяплаті.

🔥 Усі подробиці тут:

https://youtu.be/ryOxslcDJyI",2022-01-28,Economical
«Дебет-Кредит»,"📝 **У Раді з’являються нові законопроєкти про зменшення штрафів за незастосування РРО

**У Раді зареєстровано альтернативні законопроєкти щодо відтермінування (зменшення) фінансових санкцій для платників єдиного податку за РРО-порушення.

Зокрема, законопроєктом №6561-1 авторства депутатів зі «Слуги народу» та «За життя» пропонується до 31 грудня 2022 р. відтермінувати застосування фінсанкцій до платників ЄП 2-4 груп (фізосіб-підприємців), які були звільненні від застосування РРО, ПРРО до 1 січня 2022 р. згідно з п. 61 розділу ХХ «Перехідні положення» ПКУ, що вчинили правопорушення, визначені статтею 17 Закону про РРО.

Законопроєкт №6561-2, автором якого є Ярослав Железняк, фактично дублює основний законопроєкт №6561.

▶️ https://bit.ly/3sbaGie

⏳ Час читання: 2 хвилини",2022-02-01,Economical
«Дебет-Кредит»,"**🔖 Затверджено порядок взяття на облік іноземної компанії як платника податку на прибуток

**Дія цього Порядку поширюється на юридичних осіб, що утворені відповідно до законодавства інших країн (іноземні компанії) та мають місце ефективного управління на території України.

▶️ https://bit.ly/3rjhcUY

⏳ Час читання: 3 хвилини",2022-02-02,Economical
«Дебет-Кредит»,"❗️**Я б зараз не чіпав ФОПи – міністр фінансів

**Міністр фінансів Сергій Марченко вважає, що наразі не варто боротися з виплатами зарплат на ФОПи через чутливість цього питання.

Йдеться про боротьбу з так званими «зарплатними ФОПами», тобто коли роботодавці замість офіційного працевлаштування співробітників наймають фізосіб-підприємців для «оптимізації» податків.

▶️ https://bit.ly/34sDzyz

⏳ Час читання: 1 хвилина",2022-02-02,Economical
«Дебет-Кредит»,"💉 **Вакциновані українці віком від 14 років отримають «ковідну тисячу»

**Підлітки 14-18 років, які мають дві дози щеплення проти COVID-19, зможуть отримати 1000 гривень в межах програми «єПідтримка».

Крім того, Кабмін розширив перелік товарів та послуг, на які можна витратити кошти.

▶️ https://bit.ly/3L43LQz

⏳ Час читання: 3 хвилини",2022-02-02,Economical
«Дебет-Кредит»,"⏰ **Податок на кредит та РК за «старими» ПН

**☝️ Подивившись відео, ви дізнаєтесь:

📌 Про термін для формування податкового кредиту;
📌 Про перехідні правила для формування податкового кредиту за «старими» ПН;
📌 Як зареєструвати РК до «старих» ПН.

🔥 Усі подробиці тут:

https://youtu.be/txNtPCtgf1c",2022-02-07,Economical
«Дебет-Кредит»,"⛔️ **Кого з керівників підприємств–боржників не випустять за кордон

**ДПС оприлюднила проєкт Наказу Мінфіну щодо затвердження Порядку ведення Реєстру керівників платників податків – боржників.

Він буде оприлюднюватись на вебпорталі ДПС та міститиме перелік тих осіб, кому за рішенням суду обмежено у праві виїзду за кордон.

▶️ https://bit.ly/3LnLBte

⏳ Час читання: 2 хвилини",2022-02-09,Economical
«Дебет-Кредит»,"💻 **Перевірки з РРО-2022: нове відеороз'яснення від ДПС

**Цього разу начальник управління фактичних перевірок Департаменту податкового аудиту ДПС зупинився на нюансах проведення перевірок щодо роботи з РРО та накладення штрафів за результатами цих перевірок.

▶️ https://bit.ly/3spA305

⏳ Час читання: 1 хвилина",2022-02-09,Economical
«Дебет-Кредит»,"**📌 З 16 лютого будуть діяти нові форми ПН та РК

**Наказ Мінфіну №15 запланований до публікації в «Офіційному віснику України» від 15.02.2022 р. №13. Тож змінені форми податкової накладної та розрахунку коригування почнуть діяти із 16.02.2022 року.

Зауважимо, що кардинальних змін форми не зазнали. Але саме ці нові форми ПН/РК треба буде складати (щоправда, вийде це не раніше, ніж шаблон цих документів буде оновлено).

▶️ https://bit.ly/3gzykje

⏳ Час читання: 1 хвилина",2022-02-10,Economical
«Дебет-Кредит»,"🔖 **Зменшення мінімального строку лікування COVID-19 не пов'язано із оплатою лікарняних

**За роз'ясненням ФСС, саме медичні підстави є причиною скорочення терміну самоізоляції хворого на COVID-19 пацієнта та зменшення мінімального строку його лікування до 5 днів.

▶️ https://bit.ly/3GHtrPK

⏳ Час читання: 1 хвилина",2022-02-14,Other
«Дебет-Кредит»,"🔖 **ДПС наголошує на обов'язковому зазначенні у фіскальних чеках штрихкоду акцизних марок

**РРО, які наразі не забезпечують відображення у касових чеках цифрового значення штрихового коду марки акцизного податку на алкогольні напої, необхідно доопрацювати 

▶️ https://bit.ly/3HTnu3t

⏳ Час читання: 1 хвилина",2022-02-15,Economical
«Дебет-Кредит»,"💰 **З 1 березня індексувати пенсії будуть по-новому

**Верховна Рада запровадила на законодавчому рівні дату щорічної індексації пенсій в країні - 1 березня.

Документ, зокрема, передбачає здійснювати щорічну індексацію пенсій військовослужбовцям, державним службовцям та іншим категоріям пенсіонерів на загальних умовах.

▶️ https://bit.ly/3rS45L2

⏳ Час читання: 2 хвилини",2022-02-15,Economical
«Дебет-Кредит»,"👮‍♀️ **Новий перелік військовозобов'язаних жінок майже готовий

**Міністерство оборони вже затвердило новий перелік спеціальностей та професій, за якими жінок беруть на військовий облік.

Але тексту наказу поки нема. Його поява та набрання чинності відбудеться після схвалення від Мін'юсту.

▶️ https://bit.ly/33tcxXF

⏳ Час читання: 2 хвилини",2022-02-17,Political
«Дебет-Кредит»,"🖍 **Який код КОАТУУ слід зазначати у рядку 7 декларації з плати за землю на 2022 рік

**У рядку 7 декларації з плати за землю зазначається код населеного пункту – адміністративного центру територіальної громади згідно з КОАТУУ, до якої входить населений пункт, в якому знаходиться земельна ділянка.

▶️ https://bit.ly/33tKtDl

⏳ Час читання: 3 хвилини",2022-02-18,Economical
«Дебет-Кредит»,"⏰ **Криптовалюти легалізовано! Прийнято закон про віртуальні активи

**👉 Подивившись відео, ви дізнаєтесь:

📌 Що таке віртуальний актив;
📌 Про права та обов'язки постачальників послуг, пов'язаних з обігом криптовалют;
📌 Про відповідальність постачальників послуг.

🔥 Усі подробиці тут:

https://youtu.be/HAH7oQE-UNs",2022-02-21,Economical
«Дебет-Кредит»,"🔖 **Коли почнуть приймати нову форму повідомлення про прийняття на роботу

**У довіднику версій документів податкової звітності ДПС встановлено 1 березня 2022 року як дату початку подання нового формату F/J3001002 повідомлення про прийняття працівника на роботу/укладення гіг-контракту.

▶️ https://bit.ly/3v9gEn4

⏳ Час читання: 1 хвилина",2022-02-22,Economical
«Дебет-Кредит»,"👮‍♂️ **Призов резервістів: кого це стосується та поради роботодавцям

**Президент України Володимир Зеленський підписав Указ про мобілізацію резервістів на особливий період.

Кого саме призвали на військову службу зараз і які в них є пільги та гарантії – у матеріалі: ⤵️

👉  https://bit.ly/352krIf

⏳ Час читання: 3 хвилини",2022-02-23,Political
«Дебет-Кредит»,"**🇺🇦 Зеленський пообіцяв бізнесу зменшити перевірки та податкове навантаження

**За словами Президента, в Україні має запрацювати програма економічного патріотизму.

Зокрема, передбачається зменшення податкового навантаження на бізнес і обмеження перевірок.

▶️ https://bit.ly/3t0E9fl

⏳ Час читання: 2 хвилини",2022-02-23,Economical
«Дебет-Кредит»,"📍Заслухали доповідь Голови Національного банку України. 
Головне: 

📌 Прийнята постанова: максимальна сума, яку можна отримати, знявши в банкоматі, в день  — 100 тис. грн в день одній людині. 

📌 Заборонено імпортні операції, зараз можливе здійсненння імпортних операції тільки критично потрібних продуктів. 

📌 Безготівкові розрахунки відбуваються  без збою ❗️Голова НБУ Закликав власників АЗС припинити безпідставну відмову у українцям  в розрахунку картками. 

📌 Прийнята Постанова про підтримку ліквідності банківської системи, що забезпечує можливість громадян до своїх коштів. 

📌 До Бюджету країни було перераховано майже весь Бюджет НБУ. 
 
📌 НБУ відкрив спеціальний  рахунок для збору коштів для ЗСУ. Перерахували 300 млн гривень за першу добу, вчора перерахували на потреби армії 450 млн.

📌 Подальші дії:
Заборона розрахунки в валюті країн  агресора;
Буде перерахування коштів також  на потреби територіальної оборони.

📌 Банки відкриватимуть відділення там, де немає загрози для клієнтів та співробітників ❗️

📌 Система електронних платежів працює абсолютно стабільно та надійно. 

📌 СЕП буде працювати в будь-яких випадках, нині здійснюється розрахунки на всіх картах та в усіх банках.  

📌В деяких регіонах банкомати спустошені, але завтра ця проблема буде вирішена. Перебої готівкою в банкоматах викликані вихідними, в понеділок вже можна буде зняти готівку.

📌 Нашим валютним резервам нічого не загрожує.",2022-02-27,Economical
