channel_name,text,date,news_type,sentiment_type
украина новости война,беларусь нечего воевать украина решиться шаг украина готовый военный эксперт жданов время беларусь учиться находить диверсант сообщить якобы иностранный спецслужба,2022-10-12,Shelling,positive
украина новости война,сообщать взрыв киев украина масштабный воздушный тревога обновить состояние угроза воздушный атака распространиться западный область украина upd состояние тревога объявить,2022-10-09,Shelling,negative
украина новости война,атака киевский область дронамикамикадзе подтвердить видео момент прилёт ,2022-10-05,Shelling,negative
украина новости война,ядерный удар украина рассматриваться нападение нато сенатор сша линдсить грэм путин продолжить угрожать украина применить ядерный оружие широкомасштабный нападение нато,2022-09-30,Political,negative
украина новости война,выезд временно оккупировать территория запорожье приостановить неопределённый срок сообщить глава луганский ова сергей гайдай гайдай сообщить номер который узнать информация,2022-09-30,Humanitarian,neutral
украина новости война,николаев сообщать сильный взрыв ,2022-09-29,Shelling,neutral
украина новости война,взрывной волна днепр житель выбить окно ,2022-09-29,Shelling,negative
украина новости война,чиновник черниговский ова обвинять массовый хищение гуманитарка расследовать полиция черниговщина разгореться скандал возможный хищение чиновник ова глава вячеслав чаус тонна,2022-09-28,Political,negative
украина новости война,чоловіка знайидти шукать свекруха мешканці ізюма приходять масова похованний щоб знайти тіть родичіть кореспондент поспілкувався з двома жінками які хочуть,2022-09-23,Political,neutral
украина новости война,коллаборант партнёр медведчук столара договариваться власть пытаться скрыться псевдоблаготворительность недавний выход расследование батальон один фигурант столара реальный местонахождение скрываться полномасштабный,2022-09-22,Political,positive
украина новости война,пророссийский называть избирательный комиссия херсонский область утвердить форма текст бюллетень псевдореферендум русский украинский язык бюллетень звучать подчеркнуть выход херсонский область,2022-09-21,Political,positive
украина новости война,называть днр заявить общественный палата выступить инициатива проведение онлайнголосование псевдореферендум ряд территория оккупант не пытаться заморочиться проведение псевдореферендум ,2022-09-20,Political,neutral
украина новости война,общественный палата днр обратиться свой главарь пушилин призыв банановый брат незамедлительно провести референдум присоединение рф аналогичный инициатива выступить самопровозглашённый власть,2022-09-19,Political,positive
украина новости война,королевский стражник упасть обморок дежурство гроб елизавета ii вестминстерский дворец помощь мужчина поспешить полиция трансляция церемония ненадолго прерваться инцидент стражник,2022-09-15,Humanitarian,positive
украина новости война,кривой рог прозвучать взрыв прилёт подниматься дым ,2022-09-14,Shelling,negative
украина новости война,харьковский полтавский днепропетровский область многий житель пропасть некоторый сбоить причина неизвестный выяснять донецкий область кременчуг некоторый место отключить многий область,2022-09-11,Shelling,negative
украина новости война,бердянск сообщать сильный взрыв ,2022-09-08,Shelling,neutral
украина новости война,последствие удар армия рф многоэтажка центр харьков утренний мирный харьков вздрогнуть мощный взрыв российский ракета попасть жилой многоэтажка устанавливать пострадать,2022-09-06,Shelling,negative
украина новости война,рекомендуємый підписатиться найбільший телеграм канал столиці реальний киїть канал є фахівць моніторингової групить попереджають ракетні інші небезпек чи закрить небо,2022-09-04,Shelling,negative
украина новости война,запорожский аэс отключить сеть остановить действовать реактор магатэ реактор продолжать работа производить электроэнергия охлаждение важный функция безопасность площадка домашний хозяйство,2022-09-03,Humanitarian,positive
украина новости война,оон закрывать глаз зверство россиянин армия воевать делать не замечать создать россиянин концлагерь центр европа издеваться убивать человек хвастаться комментировать,2022-09-02,Political,negative
украина новости война,уничтожить рашистский бмп гдеть запорожский донецкий область ,2022-09-02,Shelling,negative
украина новости война,администрация байден ввести ограничение продажа высокотехнологичный компьютерный чип китай россия the new york times сообщать ограничение касаться высокотехнологичный модель чип,2022-09-01,Economical,neutral
украина новости война,армия рф обстрелять украинский город территория август европейский исследователь война сообщать вчера огонь вражеский реактивный ствольный артиллерия оказаться населить пункт,2022-09-01,Shelling,negative
украина новости война,харьков сообщать взрыв город область объявить воздушный тревога ситуация харьков область переходить ссылка подписываться ,2022-08-31,Shelling,negative
украина новости война,всу юг отработать пункт управление вражеский войско транспортный артерия каховский дарьевский два антоновский мост около юг степень повреждение максимально ограничивать,2022-08-31,Shelling,negative
украина новости война,вечерний обращение владимир зеленский щорок останні вихідні літ нашіть державі відзначалисить святой міст донецька і шахтарь році окупантіть уса змінилось,2022-08-28,Political,neutral
украина новости война,село великий костромка днепропетровский область оккупант попасть жилой дом мэр зеленодольск дмитрий невесёлый результат обстрел произойти пожар спасатель потушить не,2022-08-24,Shelling,negative
украина новости война,временно оккупировать херсон сообщать взрыв ,2022-08-22,Shelling,negative
украина новости война,фсб рф опубликовать видео якобы подозревать убийство дарья дугин наталья вовк видео показать въезжать россия дочь заселяться якобы дарья выезжать,2022-08-22,Shelling,negative
украина новости война,сак крым сообщать взрыв ,2022-08-21,Shelling,negative
украина новости война,независимость оккупант провести теракт участие пленный защитник азовсталь гур срочный порядок сцена мариупольский филармония монтироваться железный клетка содержать украинский защитник,2022-08-19,Humanitarian,positive
украина новости война,бой донбасс идти песок трасса основный подход донецк запад британский разведка данные донбасс выть основное поддерживать россия боевик днр предпринимать,2022-08-14,Political,neutral
украина новости война,восток украина сбить вражеский ракета война война счёт воздушный командование восток двести поразить воздушный цель июль подразделение выпустить вражеский крылатый,2022-08-07,Shelling,negative
украина новости война,последствие регулярный обстрел никополь ночью очередной обстрелять град никополь корреспондент побывать место прилёт последний несколько день запечатлеть масштаб разрушение принести,2022-08-05,Shelling,negative
украина новости война,железнодорожный сообщение херсонский область крым не работать удар всу эшелон рф боеприпас британский разведка россиянин отремонтировать железнодорожный ветка течение несколько,2022-08-03,Political,negative
украина новости война,вс азербайджан начать боевой действие нагорный карабах северный северозападный направление данные называть министерство оборона арцах попытка пресечь сми писать прямо,2022-08-01,Shelling,positive
украина новости война,наслать причина косово сербский конфликт прочий новый сведение рашка посёлок городской тип средневековье великий жупа объединение родовой община замкнутый территория,2022-08-01,Political,positive
украина новости война,ес поприветствовать решение косово отстрочить месяц запрет сербский документ верховный представитель ес жозефа боррель ожидать такой решение косовский серб разблокировать,2022-08-01,Political,positive
украина новости война,питер выпустить браковать партия ракета изз низкий качество исполнение деталь не уничтожать ракета himars кужугетович шойгу лично доложить начальник главное,2022-07-27,Shelling,neutral
украина новости война,папа франциск заявить хотеть посетить украина попытаться положить пятимесячный война который неоднократно осуждать большой желание поехать киев папа отвечать возможный,2022-07-24,Political,positive
украина новости война,изюм оккупант пытаться обустроить переправа северский донец обновить сообщать видео оскол изюм речка оскол плотина разбить ,2022-07-18,Shelling,positive
украина новости война,сеть появляться сообщение астрахань выпустить ракета информация требовать уточнение неправдивый расчётный подлёт ракета зависимость город время мэр иванофранковск сообщать ,2022-07-16,Shelling,neutral
украина новости война,млрд гривна предварительный сумма ущерб окружающий среда результат российский вторжение украина сегодняшний рассчитывать убыток оккупант нанести наш окружающий среда общий,2022-07-15,Shelling,negative
украина новости война,немец предлагать перезимовать греция средиземный море зима холодный bild издание цитировать министр туризм греция василиса кикилиас осень зимой грек рада,2022-07-15,Political,positive
украина новости война,важный новость кндр признать днр фото посол кндр рф син хон чхолить вручать посол днр рф ольга макеев документ признание,2022-07-13,Political,positive
украина новости война,видео предварительно извержение вулкан курильский остров ,2022-07-10,Humanitarian,negative
украина новости война,россия вовсю радоваться уход джонсон обвинять обстрел курск брянск спикер госдума рф володин написать клоун уходить мытый знать дело клоун,2022-07-07,Political,positive
украина новости война,ес готовить юридический база передача заморозить российский актив украина восстановление война заявить глава еврокомиссия урсула фон дер ляйена речь идти,2022-07-06,Economical,positive
украина новости война,україич держава де найвищий цінність є людин і ми воюємый протить агресор який найвискать цінність це зброй подписать владимир зеленский,2022-06-30,Humanitarian,neutral
украина новости война,украина самый употреблять the new york times использовать публикация второе занимать который упоминать тысяча согласно подсчёт пользователь reddit напомнить самый,2022-06-29,Humanitarian,positive
украина новости война,николаев подтвердить утренний взрыв утро николаев прогреметь мощный взрыв место выехать спасатель медик сообщить мэр город александр сенкевич следить ситуация,2022-06-29,Shelling,positive
украина новости война,славянск донецкий область россиянин ночью нанести удар мэр вадим лях повредить дом линия электропередача город остаться свет информация пострадать ,2022-06-27,Shelling,negative
украина новости война,оккупант погибнуть украина общий боевой потеря враг украина июнь фото ,2022-06-27,Shelling,negative
украина новости война,мажоруклонист глеб лирник угрожать военный ранее писать киевский мажор эксдепутат киевоблсовет бпп глеб лирник отмазываться мобилизация прикрываться должность почётный консульство,2022-06-25,Political,neutral
украина новости война,страшный биологический оружие украина имя роберто лететь кошмаритя кремль ,2022-06-19,Political,negative
украина новости война,очаков сообщать взрыв николаевский область писать пво сбить один ракета область объявить воздушный тревога ,2022-06-19,Shelling,negative
украина новости война,владимир зеленский пройтись киев борис джонсон відвідать з борис джонсон святомихайлівський золотоверхий монастир прогулялисить михайлівська площий побувать виставці знищеної військової,2022-06-17,Political,neutral
украина новости война,украина существовать карта медведев выдать порция маразм свой tgканал кстати высказаться советник глава офис президент украина михаил подоляк российский империализм,2022-06-15,Political,positive
украина новости война,отмена признание независимость литва угроза франция продолжать нести угроза мир россия депутат госдума предложить отменить признание независимость литва зарегистрировать соответствие,2022-06-08,Political,positive
украина новости война,боец ссо азов ближний бой делать распаковка русский солдат запорожский направление конец самый красивый видео украинский солдат бросать граната окоп,2022-06-06,Shelling,positive
украина новости война,британия хотеть отправить отставка борис джонсон reuters консервативный партия провести голосование недоверие премьерминистр лидер партия борис джонсон среда июнь основание,2022-06-06,Political,positive
украина новости война,болельщик скандировать зсу ,2022-06-01,Political,neutral
украина новости война,больно не бросить человек обстрел лиза чернышенко вывозить человек попасная несмотря ранить два сквозной ранение село руль спасти человек необыкновенный,2022-05-31,Shelling,negative
украина новости война,украина получить достаточно противокорабельный ракета harpoon потопить черноморский флот рф заявить спикер одесский ова сергей братчук передать столько гарпун мочь,2022-05-28,Shelling,negative
украина новости война,школа штат техас сша произойти теракт погибший начальный школа техасский город робба произойти стрельба сообщать abc news жертва стрельба школа,2022-05-24,Humanitarian,negative
украина новости война,не знаєш де знайти робот зараз роботодавці шукають відеодизайнерить викладачі itшкола фахівці з вирішенний конфліктіть споживачіть ці інші вакансії чекають,2022-05-24,Humanitarian,neutral
украина новости война,россиянин обстрелять приграничный зона черниговский область около північа наблюдатель зафиксировать приход территория россия вероятно агс район населить пункт сеньковка потеря,2022-05-22,Shelling,negative
украина новости война,российский оккупант обстрелять тц квадро авдеевка май выгореть полностью верхний этаж который располагаться спортзал российский военный продолжать освобождать спорт образование,2022-05-20,Shelling,neutral
украина новости война,навіть пікассо буть декілька вишиванка але звідка справа що першоя дружина пікассо була українка ольга хохлов з ніжина українка танцювала,2022-05-19,Political,neutral
украина новости война,знаменитый кот степан харьков получить престижный премия wiba канны world influencers and bloggers awards wiba первый мир церемония награждение блогер,2022-05-19,Humanitarian,positive
украина новости война,министр оборона украина резник сообщить новый приказ защитник сохранить жизнь происходить сложный процесс число переговорный помощь красный крест следствие эвакуация,2022-05-17,Humanitarian,positive
украина новости война,воин отдельный горноштурмовой закарпатский бригада уничтожить миномётный секция российский оккупант постараться инженерносаперный подразделение ,2022-05-15,Shelling,negative
украина новости война,депутат российский госдума олег морозов угрожать польша война свой заявление россия раковый опухоль контрибуция который должный выплатить украина польша побуждать,2022-05-14,Political,negative
украина новости война,людяність любов повага життить українські військові попрать війн надзвичайно важкі умовить піклуються тихнуть хто цьий потребує найбільша окоп автівкаха позиціь,2022-05-13,Political,neutral
украина новости война,район угроза артобстрел укрытие ,2022-05-10,Political,negative
украина новости война,херсонщина продолжаться лесной пожар близкий лёт южный регион подверженный пожар лесной камышовый зона продолжаться пожар не тушить день причина российский,2022-05-09,Shelling,negative
украина новости война,российский офицер снимать боевой позиция охрана парад разрушить мариуполь гур мо охранять кремлёвский убийца насильник пропагандист заставить командный состав мотострелковый,2022-05-07,Humanitarian,negative
украина новости война,ес прекратить импорт российский уголь лето конец отказаться российский нефть канцлер германия олафа шольц интервью газета индиана экспресс ранее сми,2022-05-02,Economical,neutral
украина новости война,житель северный восточный район харьков просить не выходить укрытие необходимость связь интенсивный обстрел написать глава харьковский ова олег синегуб частность,2022-05-01,Shelling,neutral
украина новости война,губернатор брянский область александр богомаз заявить сторона украина миномёт обстрелять пограничный пункт посёлок белый берёзка пострадать слово ,2022-04-29,Shelling,negative
украина новости война,посольство сша украина вернуться лев представитель посольство отправиться лев встретиться ключевой партнёр число мид украина визит первый шаг регулярный поездка,2022-04-27,Political,positive
украина новости война,як кількість конфліктіть який росіть зокрем кремль брать участь сучасна історіть ми нарахувалить більша хотать кремлівські пропагандистить скажуть що це,2022-04-25,Political,neutral
украина новости война,видео эпичный пожар брянск слово буквально подобный взрыв российский нефтебаза потребность нефтяной эмбарго сторона ес отпасть россия нечего поставлять благодатный,2022-04-25,Shelling,negative
украина новости война,арміть щоденно виконує безліч завдань захист і визволеннить український територіть від окупант сьогодні найбільші бої існуванний українить тривають східний кордон,2022-04-24,Political,neutral
украина новости война,уничтожить мариуполь провозгласить любой псевдореспублика выйти любой переговоры зеленский президент украина раскритиковать действие оккупант желание организовать референдум временно оккупировать территория,2022-04-23,Political,negative
украина новости война,час утро тц портсити начаться эвакуация житель мариуполь запорожье сообщать советник мэр андрющенко ,2022-04-23,Political,positive
украина новости война,освободить гостомела прямо гореть святопокровский церковь киев,2022-04-22,Shelling,neutral
украина новости война,беженец украина решить поехать швейцария не смочь самостоятельно выбрать проживание swissinfo распределять населить пункт учёт возможность регион ,2022-04-22,Humanitarian,positive
украина новости война,новость дурка мадам сын умереть война украина попрежний уважать путин гордиться армия посмотреть zомбировать ,2022-04-21,Political,neutral
украина новости война,бывший топменеджер газовый компания новатэк семья найти мёртвый испания сообщаться протосеня владеть состояние млн проживать франция испания семья прибыть пасхальный,2022-04-21,Economical,positive
украина новости война,песок назвать заявление данилов готовность нанести удар крымский мост анонсирование теракт ничто иной анонсирование теракт не назвать рот ухо бояться,2022-04-21,Political,negative
украина новости война,запасаться попкорн ждать новый заявление успешный ход спецоперация украина ,2022-04-21,Shelling,positive
украина новости война,организатор итальянский регата запретить участие российский яхта ,2022-04-21,Political,neutral
украина новости война,украина согласный предложить оон пасхальный перемирие заявить мид украина ,2022-04-20,Political,positive
украина новости война,рф звучать угроза сторона финляндия швеция фон нападение россия украина подумывать вступление нато альянс случай подача заявка страна готовый принять,2022-04-20,Political,positive
украина новости война,киев вернуться диппредставительство мид украина ,2022-04-19,Political,neutral
украина новости война,энергоатом отказываться российский уран аэс прессслужба ,2022-04-18,Shelling,negative
украина новости война,роман абрамович приехать киев попытаться вдохнуть мирный переговоры россия украина fortune абрамович киев попытаться возобновить мирный переговоры россия украина заслать,2022-04-16,Political,positive
украина новости война,лычаковский районный суд львов изменить мера пресечение нардеп виктор медведчук отправить арест возможность внесение залог прислать новость,2022-04-16,Political,neutral
украина новости война,вокзал мариуполь приход русский прислать новость,2022-04-16,Humanitarian,positive
украина новости война,медведчук вывести минный поле тысяча военнопленный марченко вчерашний прессконференция решить посоревноваться фейкньюс российский пропагандист прислать новость,2022-04-16,Political,negative
украина новости война,воин бригада холодный ярый превратить уничтожение руснуть настоящий искусство какой линия перспектива какой изгиб прислать новость,2022-04-15,Political,positive
украина новости война,джо байден попасть неловкий ситуация выступление развернуться протянуть рука воздух джо держаться прислать новость,2022-04-15,Political,positive
украина новости война,наш защитник украина минус зарядить ракета вражеский град техника прислать новость,2022-04-15,Shelling,negative
украина новости война,рашка истерика изз сгореть утонуть москва нравиться звучать какойтый дед срываться голос не плакать уточнить вести иметь вид война ,2022-04-15,Political,negative
украина новости война,мирный житель ребёнок вывезти оккупант мариуполь минувший сутки апрель уполномоченный врать право человек людмила денисов данный момент находиться пункт оказание,2022-04-14,Shelling,neutral
украина новости война,нидерланды задержать российский яхта сnn правительство нидерланды заявить настоящий яхта судно россия не покинуть нидерланды изз таможенник поместить усиленный контроль,2022-04-13,Economical,positive
украина новости война,арестович медведчук сбу задержать не киев медведчук не киев взять служба безопасность украина скажем деликатно искать искать найти заявить арестович,2022-04-12,Political,positive
украина новости война,следовать ожидать время тревога объявить иванофранковский область прислать новость,2022-04-12,Political,negative
украина новости война,юрий дудь посвятить выпуск беженец украина бескорыстный человек помогать не смотреть делиться ссылка прислать новость,2022-04-12,Humanitarian,positive
украина новости война,варшава национализировать комплекс здание принадлежать россия ремонт построить квартира беженец украина сообщить мэр варшава рафал тшасковский прислать новость,2022-04-12,Political,positive
украина новости война,сми появиться информация возможный использование зарина мариуполь клинический картина воздействие зарина человек первый признак воздействие зарина бова нервнопаралитический действие человек,2022-04-11,Political,positive
украина новости война,загиблихо кількість жертва результаті ракетный удар краматорська зрослый повідомляє начальник донецької ова павло кириленко,2022-04-10,Shelling,negative
украина новости война,полицейский орган сша отправлять защитный снаряжение мирный житель украина эксперт назвать беспрецедентный шаг cnn намерение пожертвовать украинец защитный снаряжение число,2022-04-10,Political,positive
украина новости война,оккупант погибнуть украина боевой потеря враг апрель выше прислать новость,2022-04-10,Shelling,negative
украина новости война,киноакадемия сша запретить уилла смит посещать мероприятие церемония оскар изз инцидент пощёчина ведущий прислать новость,2022-04-09,Political,negative
украина новости война,видео прожить оккупация месяц прийтись свой тело прикрывать дочь показывать орк свидетельство рождение подтверждать дочь волновать живой сосед не остаться,2022-04-08,Shelling,positive
украина новости война,завершенний навчальный рок міністерство з питаня реінтеграції тимчасовый окупований територіть українить спільный з міністерство освіть і наука підготувать роза яснювальна,2022-04-07,Humanitarian,positive
украина новости война,захватить российский оккупант запорожский аэс находиться захватчик единица тяжёлый техника министр энергетика герман галущенко,2022-04-06,Shelling,negative
украина новости война,бывший мэр город рубежный сергей хорт не перейти сторона российский захватчик передавать оккупант информация человек проукраинский позиция сообщить глава луганский,2022-04-06,Political,negative
украина новости война,украинский военный сутки отбить вражеский атака донбасс штаб оос,2022-04-06,Shelling,negative
украина новости война,зеленский показать видео последствие зверство оккупант совбез оон не оставить равнодушный никто,2022-04-05,Political,negative
украина новости война,зеленский пообщаться журналист,2022-04-05,Political,neutral
украина новости война,тревога весь уходить укрытие беречь,2022-04-05,Shelling,negative
украина новости война,белгород слышный взрыв глава администрация яковлевский городской округ белгородский область заявить слышный хлопок земля упасть обломок российский ракета не качественный,2022-04-03,Shelling,negative
украина новости война,советник глава оп член украинский делегация переговоры михаил подоляк считать гарантия безопасность прорабатываться переговоры рф случай новый война украина должный,2022-04-03,Political,positive
украина новости война,мэр буча анатолий федора сообщить город момент освобождение украинский армия найти похоронёный братский могила,2022-04-02,Shelling,neutral
украина новости война,венгрия не хотеть применять санкция россия изз холод ввести санкция импорт энергоресурсы остановить работа газопровод венгрия стать не холодный температура,2022-04-02,Economical,negative
украина новости война,первый фото освободить российский оккупант шестовица черниговский область оперативный командование север,2022-04-01,Shelling,negative
украина новости война,утром центр освободить ворзель уваровский дом местный житель водрузить флаг ,2022-04-01,Shelling,neutral
украина новости война,читать защитник,2022-03-30,Political,positive
украина новости война,ответ голова русский мать посылать ребёнок умирать ,2022-03-29,Political,positive
украина новости война,киевский область грузинский доброволец общаться мирный население освободиться село житель благодарить воин освобождение село,2022-03-28,Shelling,positive
украина новости война,чехия заморозить имущество российский олигарх сотня крона премьерминистр чехия пётр фиал заявить страна заморозить имущество попасть санкция ес российский олигарх,2022-03-28,Economical,neutral
украина новости война,воздушный тревога кривая рог никополь,2022-03-27,Shelling,negative
украина новости война,финляндия столкнуться угроза нарушение граница сторона рф решить подать заявка членство нато президент страна сауля ниинистё страна возрасти поддержка вступление,2022-03-27,Political,positive
украина новости война,байден назвать путин мясник встреча украинский беженец польша байден ответить журналист думать путин байден мясник,2022-03-26,Political,neutral
украина новости война,вчера харьков снаряд прилететь газопровод the new york times опубликовать фото видео последствие комментарий очевидец,2022-03-26,Shelling,negative
украина новости война,убитый генерал резанец родиться село елбанка устьпристанский район алтайский край многое прояснять,2022-03-25,Shelling,neutral
украина новости война,пентагон видеть признак наступление украина отдельный участок американец не знать являться манёвр всу часть больший оперативный план украинец не защищаться,2022-03-23,Political,neutral
украина новости война,новый спутниковый снимок аэродром херсон легендарный чернобаевка показать российский военный вертолёт многочисленный потеря армия рф решить увести авиация матч россия,2022-03-23,Shelling,neutral
украина новости война,politico назвать президент зеленский самый влиятельный человек европа выбор читатель издание важно сообщение регулярный видео соцсеть видеоречь парламент многий страна,2022-03-22,Political,positive
украина новости война,министр иностранный греция хотеть отправиться гуманитарный миссия мариуполь,2022-03-22,Political,positive
украина новости война,херсон солдат рф избивать мирный житель,2022-03-21,Humanitarian,neutral
украина новости война,глава мид германия аннален бербок ожидать украинский беженец прогноз сделать поле встреча глава мид евросоюз брюссель слово евросоюз следовать готовиться,2022-03-21,Political,neutral
украина новости война,мінус ще ворожий вертоліт сьогодні бучанський районі підрозділ ппо св українить збитый ворожий бойовие вертоліт дякуємый хлопць захистый нашой небо,2022-03-19,Economical,neutral
украина новости война,дом бой мариуполь,2022-03-19,Shelling,negative
украина новости война,один крупный мир нефтесервисный корпорация schlumberger принять решение прекратить инвестиция внедрение технология деятельность территория россия сми,2022-03-19,Political,positive
украина новости война,север киевский область военный забирать техника оккупант брать плен пытаться отступить сторона граница,2022-03-19,Shelling,negative
украина новости война,алексей арестович telegram советник руководитель офис президент срочный порядок транслировать ход война,2022-03-18,Political,positive
украина новости война,всу освободить село посадпокровский херсонский область разбить колонна оккупант ждать официальный подтверждение,2022-03-17,Shelling,negative
украина новости война,наш боец харьков водитель вражеский грузовик отправиться концерт кобзон,2022-03-16,Shelling,negative
украина новости война,marvel не сниться герой наш,2022-03-16,Political,neutral
украина новости война,совет европа путин чётко давать мир,2022-03-16,Political,positive
украина новости война,информация мужчина разрешить выезжать загранец какой условие крупный помощь государство право не платить кредит коммуналка любой платёж,2022-03-15,Political,positive
украина новости война,харьков жилой массив новый дом подарок русский,2022-03-15,Shelling,positive
украина новости война,азов уничтожить генералмайор рашистовый фамилия должность неизвестный,2022-03-15,Shelling,negative
украина новости война,під черніговый зсу знищить батарея рсзвый окупантіть з якої вонь обстрілювать житлові кварталь міст,2022-03-15,Political,negative
украина новости война,оперативный інформаціть стан щодый російський вторгненний стан положенний характер дій сила оборонить суттєвих змін доба угрупованнь повітряний сила збройних сила,2022-03-15,Economical,positive
украина новости война,посмотреть какой дыра лезть орда,2022-03-14,Political,negative
украина новости война,янукович рассказать новость предлагать зеленский план урегулирование донбасс получить отказ переводить послать нахть,2022-03-14,Political,neutral
украина новости война,чугуев харьковский область обстрел детский сад погибнуть парень март российский войско совершить артиллерийский обстрел детский сад чугуев осколок убить парень,2022-03-14,Shelling,negative
украина новости война,кремль данные посещение кадыров украина песок,2022-03-14,Political,neutral
украина новости война,речницть дснс звернуться антон геращенок ви вже третіть здаєт російський окупанты точка які вонь обстрілюють ви втретє називаєт точать адрес,2022-03-14,Humanitarian,negative
украина новости война,глава мид дмитрий кулеб предупредить гражданин сирия сербия вероятно приехать воевать сторона рф предупреждать иностранный гражданин настроить присоединиться российский сила,2022-03-13,Political,positive
украина новости война,військовия оркестр піднімає дух пісня гігантський прапор відбуваться біль львівський вокзал,2022-03-13,Political,neutral
украина новости война,британия платить свой гражданин фунт стерлинг доллар месяц смочь предложить беженец украина свободный комната квартира минимум месяц,2022-03-13,Economical,positive
украина новости война,автор роман минин,2022-03-12,Political,neutral
украина новости война,святослав вакарчук лідёр гурт океан ельзить записать зверненний маріупольціть український музикант подякувать містян захисник маріуполь витримка стійкість дух маріуполь демонструє,2022-03-11,Political,neutral
украина новости война,інформаціть щодый обстріліть миколаєві від ода віталіть кім новобузька пожёж кафе мир пожёж авто космонавтіть приліт снаряд васляєв снаряд квартира,2022-03-11,Shelling,negative
украина новости война,потерять работа россия столько работать mcdonalds ikea иностранный компания остановить пересмотреть работа россия картинка statista собрать дать десять компаниямлидер суммарно,2022-03-11,Economical,positive
