date,channel,hour,text,category
07/08/2023,novinach,16,"Північнокорейські хакери [зламували](https://www.reuters.com/technology/north-korean-hackers-breached-top-russian-missile-maker-2023-08-07/) комп'ютерні мережі російського розробника балістичних та крилатих ракет ""НВО машинобудування"" — Reuters.

Чи отримали вони якісь дані під час вторгнення — невідомо, але після цього Пхеньян оголошував про кілька розробок у своїй програмі балістичних ракет",Political
07/08/2023,novinach,15,На Вінниччині митрополита УПЦ (МП) [засудили](https://suspilne.media/545895-vinnickij-miskij-sud-vinis-virok-mitropolitu-tulcinskomu-ta-braclavskomu-upc-mp-ionafanu/) на 5 років з конфіскацією майна за виправдовування російської агресії,Political
07/08/2023,novinach,14,А ви не вірили?,Political
07/08/2023,novinach,14,"пашу мерседеса звільнили з-під варти — ЗМІ.

За нього внесли 33 мільйони гривень застави",Political
07/08/2023,novinach,14,"UPD. Причиною вибуху [могло стати](https://twitter.com/trthabercanli/status/1688532979281178624?s=46&t=l-3oXRPqO9H5lbXu3rKUYw) ""стиснення (або скупчення) пшеничного порошку (пилу)"".

Ймовірно, минула інформація — неправильний переклад",Political
07/08/2023,novinach,13,"Вибух у турецькому порту [пролунав](https://suspilne.media/545795-na-elevatori-u-tureckomu-portu-progrimiv-potuznij-vibuh/) через детонацію ""щільної пилової хмари"" під час розвантаження зерна — CNN Turk",Shelling
07/08/2023,novinach,13,"Головне станом на зараз: 

• ЗМІ: Німеччина [відмовляється](https://www.eurointegration.com.ua/news/2023/08/7/7167126/) передавати Україні далекобійні ракети Taurus через побоювання ударів по рф; 

• Окупанти [обстріляли](https://t.me/ermaka2022/3381) будинок у селі Кучерівка на Харківщині, наразі відомо про двох загиблих та трьох поранених; 

• Від початку повномасштбаного вторгнення Україна [визволила](https://t.me/dmytro_lubinetzs/3278) з полону 2 598 бійців; 

• За час повномасштабної війни США [виділили](https://www.radiosvoboda.org/a/news-ssha-dopomoha-ukrajini-ponad-66-mlrd-dol/32537422.html) Україні понад $66 млрд загальної допомоги

• Марк Цукерберг [запропонував](https://www.theverge.com/2023/8/6/23822230/mark-zuckerberg-elon-musk-cage-match-august-26-meta-twitter-x) Ілону Маску битися в клітці 26 серпня",Political
07/08/2023,novinach,13,До кінця року Україна почне виробляти 155-мм боєприпаси стандарту НАТО — [повідомив](https://babel.ua/news/97082-ukrajina-viroblyatime-155-mm-boyepripasi-standartu-nato) Камишін,Political
07/08/2023,novinach,12,У Туреччині внаслідок вибуху в порту Деріндже щонайменше 10 постраждалих. Причина вибуху поки невідома,Political
07/08/2023,novinach,12,У турецькому порту [пролунав](https://www.cnnturk.com/video/turkiye/son-dakika-kocaelinin-derince-ilcesinde-patlama) потужний вибух під час завантаження зерна — CNN Turk,Shelling
07/08/2023,novinach,12,Туда іх,Political
07/08/2023,novinach,11,"Закарпатського військкома, який [змушував](https://suspilne.media/545499-arest-ta-pravo-vnesenna-zastavi-u-805-tisac-vijskkomu-z-zakarpatta-obrali-zapobiznij-zahid/) солдат будувати маєток, взяли під варту із можливістю застави 805 000 грн",Political
07/08/2023,novinach,11,Хто такий сммник Єрмака? 😲,Political
07/08/2023,novinach,11,"У Латвії [заявили](https://www.rs.gov.lv/lv/jaunums/karteja-provokacija-uz-latvijas-baltkrievijas-valsts-robezas), що білоруські прикордонники роблять дірки в паркані, щоб допомагати нелегальним мігрантам потрапляти на латвійську територію",Political
07/08/2023,novinach,10,"Фільм ""Барбі"" [зібрав](https://variety.com/2023/film/news/barbie-billion-dollar-box-office-1235683570/) понад мільярд доларів за 17 днів прокату — найшвидше серед усіх проєктів Warner Bros. 

Раніше рекорд належав останній частині Гаррі Поттера",Political
07/08/2023,novinach,10,Хрю-хрю,Political
07/08/2023,novinach,8,Відбувся черговий обмін полоненими — Україна повернула додому 22 бійців,Political
07/08/2023,novinach,7,"СБУ [затримала](https://t.me/SBUkr/9194?single) корегувальницю, яка збирала розвіддані про візит Зеленського на Миколаївщину. 

Інформацію мали використати для здійснення повітряного удару",Shelling
07/08/2023,novinach,7,"ГУР [повідомляє](https://t.me/DIUkraine/2659) про успішні операції на лівобережжі Херсонщини та просування вглиб окупованих територій. 

Спецпризначенці батальйону ""Шаман"" знищили один з підрозділів ракетних військ рф",Political
07/08/2023,novinach,5,250 тисяч окупантів отримали 250 тон тротилу,Political
07/08/2023,novinach,5,"Уночі росія обстріляла житловий будинок у центрі Херсона. 

Загинула жінка і ще 12 осіб дістали пораненння",Shelling
07/08/2023,novinach,4,"Вночі росія вдарила ракетою по Синельниківському районі на Дніпропетровщині — пише ОВА. 

На місці виникла пожежа, яку вже ліквідували. Обійшлося без постраждалих",Shelling
06/08/2023,novinach,20,"Міністерство зв'язку Іраку [заявило](https://www.reuters.com/technology/iraq-blocks-telegram-app-cites-personal-data-violations-2023-08-06/), що заблокувало Telegram.

Каже, що зробило це з міркувань національної безпеки та з метою збереження цілісності персональних даних користувачів",Political
06/08/2023,novinach,19,"В Польщі в нафтопроводі ""Дружба"", який транспортує нафту з росії до Європи, [знайшли](https://www.reuters.com/business/energy/polish-pipeline-operator-pern-says-leak-detected-druzhba-oil-pipeline-2023-08-06/) витік.

Наразі тривають ремонтні роботи. Очікуваний час відновлення перекачування — ранок вівторка",Political
06/08/2023,novinach,18,"[Forbes:](https://forbes.ua/lifestyle/barbi-proti-oppengeymera-golovni-khiti-lita-priveli-u-kinoteatri-ukraini-ponad-500-000-glyadachiv-shcho-divilis-bilshe-i-skilki-zarobili-kinoteatri-05082023-15233) ""Барбі"" та ""Оппенгеймер"" зібрали майже півмільйона українських глядачів, заробивши 76 та 59 мільйонів гривень відповідно (станом на зараз)",Political
06/08/2023,novinach,16,"Стратком ЗСУ [підтвердив](https://t.me/AFUStratCom/19335) ураження Чонгарського та Геничеського автомобільних мостів.

Ще раз усіх з Днем Повітряних сил Збройних Сил України!",Shelling
06/08/2023,novinach,16,"Ілон Маск [написав,](https://twitter.com/elonmusk/status/1688091377823895552) що його бій з Марком Цукербергом транслюватиметься у ~~Твіттері~~ Х.

Вилучені кошти підуть на благодійність для ветеранів (яких — невідомо)",Political
06/08/2023,novinach,15,Віртуальна реальність вражає,Political
06/08/2023,novinach,14,"ЗМІ публікують ще порцію фото мостів, які з'єднують Херсонщину з Кримом",Political
06/08/2023,novinach,14,Підписав вирок мосту 😺,Humanitarian
06/08/2023,novinach,13,"На межі Сумської та Бєлгородської (рф) областей [відновив роботу](https://t.me/minre_ua/3909) гуманітарний пункт пропуску Колотилівка — Покровка.

Він призначений для українців, які евакуйовуються з окупованих територій. Далі можна евакуюватися з Сум до Києва на спеціальному евакуаційниму потязі",Shelling
06/08/2023,novinach,13,"російське держЗМІ виклало це фото, а потім видалило))",Political
06/08/2023,novinach,13,"Телеграм-канали публікують фото, ймовірно, нових пошкоджень Чонгарського мосту",Political
06/08/2023,novinach,12,російські колаборанти повідомляють про ракетні удари по Чонгарському мосту,Humanitarian
06/08/2023,novinach,11,Пан президент після тренувань на симуляторі полетів бомбити Донецьк,Political
06/08/2023,novinach,11,"На Хмельниччині [впіймали](https://hromadske.ua/posts/na-hmelnichchini-vpijmali-mavpu-vtikachku-yaka-tizhden-bigala-selom-ta-pokusala-ditinu) мавпу-втікачку, яка покусала дитину",Political
06/08/2023,novinach,9,"Мер москви собянін заявив про спробу ""прорива"" БпЛА на столицю рф.

Каже, що ціль збили. Разом із тим, у москві оголошували план ""ковьор"" та призупиняли авіаперельоти",Political
06/08/2023,novinach,8,Українська авіація [здійснила](https://t.me/V_Zelenskiy_official/7259) понад 14 тисяч бойових вильотів з початку повномасштабного вторгнення — Зеленський,Political
06/08/2023,novinach,7,"Сьогодні відзначається День Повітряних Сил Збройних Сил України.

Дякуємо усім, хто боронить нас з неба",Shelling
06/08/2023,novinach,6,Дезінсектори знищили 590 тарганів,Political
06/08/2023,novinach,6,"У Харкові [пролунали](https://t.me/suspilnenews/23136) декілька вибухів — Суспільне.

Мер міста повідомив про обстріл",Political
06/08/2023,novinach,6,У с. Кругляківка на Харківщині двоє загиблих і четверо поранених від удару керованою авіабомбою по центру переливання крові — [ОВА](https://t.me/synegubov/6782),Shelling
06/08/2023,novinach,5,"З вчорашнього вечора сили ППО [знищили](https://t.me/kpszsu/4005) 30 ворожих крилатих ракет зі 40 запущених та усі 27 ""шахедів"".

Інформацію щодо ""кинджалів"" ПС не оприлюднюють",Shelling
06/08/2023,novinach,5,"На ""Батьківщину-Мати"" встановлено тризуб",Political
05/08/2023,novinach,23,Крилаті ракети наближаються до Харківщини та Сумщини,Political
05/08/2023,novinach,23,росія ймовірно здійснила пуски із стратегічних бомбардувальників Ту-95мс з району Каспійського моря — Повітряні Сили,Shelling
05/08/2023,novinach,22,Київщина — ракетна небезпека,Shelling
05/08/2023,novinach,22,У Хмельницькому чутно вибухи — пише Суспільне,Political
05/08/2023,novinach,21,"На Житомирщині загроза ""шахедів"", а на Кіровоградщині ракет — Повітряні Сили",Shelling
05/08/2023,novinach,21,В Одеській області ракетна небезпека,Shelling
05/08/2023,novinach,20,ПС: Шахед — між Кропивницьким і Кременчуком,Political
05/08/2023,novinach,20,"Зафіксовано пуск ще однієї групи ""шахедів"", повідомляють ПС",Shelling
05/08/2023,novinach,19,Дрони над Миколаївщиною рухаються у північно-західному напрямку — ПС,Political
05/08/2023,novinach,19,"ПС [повідомляють](https://t.me/kpszsu/3964) про загрозу застосування ""шахедів"" на Миколаївщині. Голова ОВА Кім пише про дев'ять одиниць",Shelling
05/08/2023,novinach,19,"росіяни скинули керовану авіаційну бомбу на центр переливання крові у Купʼянській громаді Харківщини.

Є загиблі та поранені, [повідомляє](https://t.me/V_Zelenskiy_official/7258) Зеленський",Political
05/08/2023,novinach,19,"У Лондоні відбувся благодійний матч на підтримку України між командами Шевченка та Зінченка.

На Стемфорд Брідж грала ціла низка легендарних футболістів від Мертезакера до Лемана та від Піке до Зейдорфа. 

Також у матчі взяли участь зірки телебачення, музики і кіно, а у перерві виступав Бумбокс. Матч завершився бойовою нічиєю 2:2. 

Усі зібрані кошти від події підуть на відновлення Михайло-Коцюбинського ліцею на Чернігівщині",Humanitarian
05/08/2023,novinach,18,"[FT](https://www.ft.com/content/fbd3c163-6e7b-40ab-a693-dba500c82d9e): Україна вперше поставила під загрозу інфраструктуру експорту російської нафти, вдаривши по кораблю біля Новоросійська — великого нафтоекспортного порту.

Експорт нафти допомагає фінансувати російське вторгнення, зазначає видання",Shelling
05/08/2023,novinach,18,"Пропонуємо правоохоронцям на честь цього сьогодні бити по Богуслаєву. 

Якщо підтримуєте ідею — ставте 🌭",Shelling
05/08/2023,novinach,17,"Під час сьогоднішнього ракетного нальоту росіяни били по ""Мотор Січі"" та Хмельниччині, [повідомив](https://t.me/V_Zelenskiy_official/7256) Зеленський.

Частину ракет збито",Shelling
05/08/2023,novinach,17,"На монумент ""Батьківщина-мати"" піднімають герб України.

Відео: Радіо Свобода",Political
05/08/2023,novinach,17,В яку гру можна грати вдвох? Напишіть в коментарях,Political
05/08/2023,novinach,16,"русня завдала удару по околицях Запоріжжя.

Внаслідок вибуху люди не постраждали, повідомив керівник ОВА",Shelling
05/08/2023,novinach,16,Ядерна держава накручує реакції у каналі з мемами. Ну вєлікій...,Political
05/08/2023,novinach,16,Відбій тривоги. Дякуємо силам ППО 🫡,Shelling
05/08/2023,novinach,16,Довіряйте інформації з офіційних джерел,Political
05/08/2023,novinach,16,Знову чутно вибухи в Хмельницькій області — ОВА,Shelling
05/08/2023,novinach,16,"Під загрозою Вінниця, повідомляють ПС",Political
05/08/2023,novinach,16,ПС: швидкісна ракета — Київщина,Shelling
05/08/2023,novinach,16,"ПС: є ще кинжали. Вінницька, Хмельницька, Житомирська області",Political
05/08/2023,novinach,16,ПС: Ракети із білорусі,Political
05/08/2023,novinach,16,На Хмельниччині чутно звук вибуху — Суспільне,Shelling
05/08/2023,novinach,16,"У напрямку Вінничини — ""Кинжал"", пишуть ПС",Political
05/08/2023,novinach,16,"ПС: ще Кинжал входить в повітряний простір України! Усі - в напрямку Старокостянтинова!

Зафіксовано в Полтавській області",Political
05/08/2023,novinach,16,"Повторний пуск ""Кинжалів"" — ПС

Кинжал — у напрямку Житомира",Shelling
05/08/2023,novinach,15,"Зафіксовано пуск ""Кинжалів"" — ПС",Shelling
05/08/2023,novinach,15,"Ракети на території Хмельницької області, пишуть Повітряні Сили",Political
05/08/2023,novinach,15,ПС: Ракети — на Вінничині,Political
05/08/2023,novinach,15,"Крилаті ракети входять на територію Київщини, повідомляють Повітряні Сили",Political
05/08/2023,novinach,15,"Ракети летять у напрямку Черкащини — ПС.

Траєкторія руху може змінюватись",Political
05/08/2023,novinach,15,Тривога поширилась на західні області,Political
05/08/2023,novinach,15,У Запоріжжі чутно звуки вибухів — Суспільне,Shelling
05/08/2023,novinach,15,Група крилатих ракет рухаються у напрямку Кіровоградської області — ПС,Shelling
05/08/2023,novinach,15,"Повітряні Сили повідомляють про ракетну небезпеку в областях, де оголошено повітряну тривогу",Shelling
05/08/2023,novinach,13,"ЗМІ: у Саудівській Аравії [розпочались](https://www.aljazeera.com/news/2023/8/5/saudi-arabia-kicks-off-ukraine-talks-that-exclude-russia) консультації щодо мирного плану України.

У місті Джедда зустрінуться високопосадовці понад 30 країн, окрім росії😁",Political
05/08/2023,novinach,11,"Через зсув ґрунту в грузинському селищі Шові, загинула українка, [повідомила](https://hromadske.ua/posts/u-gruziyi-vnaslidok-zsuvu-gruntu-zaginula-ukrayinka-pravoohoronci-shukayut-yiyi-ditinu) пресслужба МЗС.

Зараз на місці трагедії шукають дитину загиблої жінки.

Наразі відомо про 11 жертв стихійного лиха. Пошкоджені лінії електропередач, зруйновані дороги та мости",Political
05/08/2023,novinach,11,"Україна [оголосила](https://www.epravda.com.ua/news/2023/08/5/702936/) акваторії шести чорноморських портів росії ""зоною воєнної загрози"".

Мова йде про порти Анапа, Новоросійськ, Геленджик, Туапсе, Сочі та Тамань",Political
05/08/2023,novinach,9,"Голови оборонних відомств країн Західної Африки [склали](https://www.reuters.com/world/africa/west-african-bloc-seeks-solution-niger-coup-deadline-nears-2023-08-04/) план введення військ у Нігер, якщо хунта не відновить конституційний лад до неділі — Reuters.

Економічна спільнота західноафриканських держав вимагає від повстанців звільнити легітимного президента Мохамеда Баузма",Political
05/08/2023,novinach,8,Тривога шириться країною. Зафіксовано зліт МіГ-31Кринж,Political
05/08/2023,novinach,7,"Литва [надасть](https://www.pravda.com.ua/news/2023/08/5/7414301/) Україні пакет військової допомоги, що включає пускові установки NASAMS та протидронові системи",Political
05/08/2023,novinach,6,СБУ [прокоментувала](https://t.me/SBUkr/9185) ураження танкеру в Керченській протоці,Political
05/08/2023,novinach,6,Тривога шириться країною. Зафіксовано зліт МіГ-31Кок,Political
05/08/2023,novinach,5,620 росіян пєрєвосхітілісь відосами з Криму,Political
05/08/2023,novinach,5,У новому розділі на Pornhub поповнення,Political
05/08/2023,novinach,0,У росЗМІ з'явилися фото з ураженого танкеру,Political
04/08/2023,novinach,23,"Федеральні ЗМІ росії підтверджують ураження танкеру в районі Керченської протоки. Пишуть, що на місце вирушили рятувальники",Political
04/08/2023,novinach,22,"ЗМІ: один з дронів уразив російський підсанкційний танкер ""Sig"". 

У мережі шириться нібито запис перемовини екіпажу, на якому говорять, що танкер не може самостійно рухатись і затоплено машину залу.

Ні українська, ні російська сторони ще нічого не коментували",Political
04/08/2023,novinach,21,"росЗМІ із посиланням на одного з тимчасово живих ватажків пишуть, що у Керченському проливі знищено три надводні дрони.

Водночас заявляють, що атака триває і знищення безпілотників ""проходить успішно""",Political
04/08/2023,novinach,21,Хто зараз біля Кримського мосту. Що там відбувається?,Humanitarian
04/08/2023,novinach,21,❗️Кримський міст — [ЗМІ](https://t.me/war_monitor/9307),Political
04/08/2023,novinach,19,"Головне станом на зараз:

• Ганна Маляр [повідомила,](https://www.pravda.com.ua/news/2023/08/4/7414271/) що ЗСУ на півдні подекуди прорвали першу лінію оборони росіян;

• В Україні повторно [перевірять](https://www.facebook.com/dshmyhal/videos/1068779971209253) всі укриття — Шмигаль;

• Уряд Болгарії [схвалив](https://www.pravda.com.ua/news/2023/08/4/7414224/) надання Україні 100 БТРів;

• Посадовця військкомату на Тернопільщині, який переправляв чоловіків за кордон, [відправили](https://hromadske.ua/posts/posadovcya-vijskkomatu-na-ternopilshini-yakij-perepravlyav-cholovikiv-za-kordon-vidislali-na-front) на фронт;

• На Хмельниччині поліція [шукає](https://hromadske.ua/posts/na-hmelnichchini-nevidomi-pidstrelili-gnizdo-lelek-policiya-vidkrila-provadzhennya) злочинців, що підстрелили гніздо лелек",Shelling
04/08/2023,novinach,19,"В окупованому Мелітополі цілодобово працює мобільний крематорій, до якого вантажівками привозять тіла подохлих окупантів — [зведення](https://www.facebook.com/GeneralStaff.ua/posts/pfbid025bzizMPy9LNq8isCuk5EGAF92wkcU7uUpo7sEhbM8xrjjTZ6BWu7ftgZbkbRSRn8l) Генштабу.

Місцеві скаржаться на постійний трупний сморід в місті, особливо вночі",Political
04/08/2023,novinach,18,"Деяке мистецтво залишається без уваги сучасників і приречене шукати визнання в майбутньому.

Це той випадок, питаєте ви? Відповідь шукайте самі:

https://www.youtube.com/watch?v=1Be0WHwNmUE",Political
04/08/2023,novinach,17,"В одному ресторанів Чехії офіціант увімкнув гімн росії та звук повітряної тривоги, коли дізнався, що серед відвідувачів є біженки з України.

За словами українки, вона [попросила](https://hromadske.ua/posts/u-chehiyi-oficiant-uvimknuv-gimn-rosiyi-ta-sirenu-shob-poznushatisya-z-ukrayinok) в офіціанта пароль від Wi-Fi, але він, почувши акцент, почав глузувати і увімкнув російський гімн.

Керівництво закладу вибачилось за інцидент та звільнило покидька",Shelling
04/08/2023,novinach,17,"У віці 83 років помер американський актор Марк Марголіс, відомий по ролі Гектора Саламанки зі кіновсесвіту ""Breaking Bad""",Political
04/08/2023,novinach,16,"Для боротьби з незаконним гральним трафіком Монобанк [заборонив](https://t.me/OGoMono/1277) онлайн транзакції по всій Африці, за винятком ПАР, Єгипту та Марокко",Political
04/08/2023,novinach,16,"Мінцифри заперечують інформацію, що одна із співробітниць ""Дія.Центру"" використала доступ до даних для власних потреб.

**Пояснюємо, що сталося:

**• Вчора у Twitter розгорівся скандал, що одна із співробітниць ""Дія Центру"" нібито користувалась службовим становищем та доступом до персональних даних, щоб погрожувати людям; 

• Як стверджується, це все відбувалося у Телеграм-чаті ""Перше крисяче кодло"", учасницею якого була ця жінка. У чаті стався конфлікт;  

• В один з моментів вона почала погрожувала іншим учасникам щодо мобілізації, передачі особистих даних до ТЦК і дзвінків рідним; 

• На скрінах з чату видно, що жінка написала нібито номер батька одного з учасників із погрозою ""передати привіт""; 

• У [треді](https://twitter.com/poltava_x/status/1687082367381282818?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1687082367381282818%7Ctwgr%5E85fa18bc83bbc7e3f7ec1382fdced17a2cf4e0a6%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fain.ua%2F2023%2F08%2F04%2Fniyakyh-pryvatnyh-danyh%2F), який став причиною скандалу, стверджувалося, що жінка є працівницею ""Дія.Центру""; 

**Що сказали у ""Мінцифрі"": 

**• У ""Дії"" підтвердили, що ця жінка є співробітницею ""Дія.Центру"" на посаді оператора служби підтримки; 

• За їхніми словами, працівники не можуть мати доступ до персональних даних, бо такі дані не накопичуються; 

• Кажуть, що ""Дія"" не зберігає персональні дані, а підтягує їх одразу користувачу з відповідного реєстру; 

• Інформацію, що поширюється у соцмережах у Мінцифрі назвали фейком; 

• ""Оператори мають доступ тільки до перегляду діалогу з користувачем. Ані менеджери підтримки, ані розробники — ніхто з працівників «Дії» не має доступу до персональних даних українців"", — [сказали](https://ain.ua/2023/08/04/niyakyh-pryvatnyh-danyh/) у Мінцифрі.
 
**А звідки ж тоді дані? 

**• У Мінцифрі заявили, що учасники ситуації були знайомі особисто задовго до конфлікту; 

• Номери були в неї, отримані під час особистого спілкування та із соціальних мереж. Кажуть, що це не стосується послуг чи документів в ""Дії"".

• Сама ""Дія"" [пише](https://twitter.com/diiagovua/status/1687408437209202688), що могло виникнути враження, що співробітниця мала доступ до персональних даних, але, за їхніми словами, це не відповідає дійсності.

Водночас жінку відсторонили від роботи до зʼясування всіх деталей",Humanitarian
04/08/2023,novinach,16,Дякуємо Василю Малюку,Political
04/08/2023,novinach,15,"Представник Китаю Лі Хуей [візьме](https://babel.ua/news/97007-kitay-vizme-uchast-u-zasidanni-shchodo-mirnogo-planu-dlya-ukrajini-yake-proyde-v-saudivskiy-araviji) участь у засіданні щодо мирного плану для України, яке пройде в Саудівській Аравії",Political
04/08/2023,novinach,14,"Так, завжди можна краще і більше, але і так норм",Political
04/08/2023,novinach,13,Наплавався і спить,Political
04/08/2023,novinach,13,"У вересні близько 6 000 росіян, які проживають в Латвії, [отримають](https://babel.ua/news/97000-voseni-tisyachi-rosiyan-u-latviji-otrimayut-listi-z-prohannyam-vijihati-z-krajini) листа з проханням покинути країну.

""Це люди, які не виявили жодного бажання — ні складати іспит, ні отримати тимчасову посвідку на проживання. Тобто ті, які мовчать"", — заявив голова парламентської комісії, яка займається питаннями міграції.

росіянам дадуть 3 місяці, щоб зібрати манатки. Якщо вони відмовляться — їм загрожує штраф 😵",Political
04/08/2023,novinach,12,"Головне станом на зараз:

• Чотирьом посадовцям ДСНС [призначили](https://suspilne.media/543869-aviatrosa-u-brovarah-sud-priznaciv-dva-misaci-pid-vartou-posadovcu-dsns/) два місяці тримання під вартою без права застави в рамках справи про падіння гелікоптера у Броварах;

• СБУ [затримала](https://t.me/SBUkr/9177) керівника військкомату на Полтавщині на хабарі;

• На Закарпатті у селі Кваси частково [обвалилося](https://t.me/dsns_telegram/19736) дерев'яне покриття мосту. Троє людей впали з висоти 20 метрів у річку, одна жінка загинула;

• росіяни готують масштабну провокацію ""під чужим прапором"" на Мозирському НПЗ — [розвіддані](https://t.me/SBUkr/9169) СБУ;

• В Україну [повернули](https://t.me/Oleg_Kotenko_Patriot/230) тіла 44 полеглих захисників",Political
04/08/2023,novinach,11,"Під час ставки Верховного Головнокомандувача було проаналізовано застосування високоточної зброї, [пише](https://t.me/V_Zelenskiy_official/7249) Зеленський.

""Зараз не час для озвучування деталей. Але результатами задоволені"", — каже президент",Political
04/08/2023,novinach,11,"Фото з тактичних навчань бригади НГУ ""Азов"". Командир на місці",Political
04/08/2023,novinach,10,"Тривога. Зафіксовано зліт МіГ-31К

UPD. Відбій",Political
04/08/2023,novinach,10,"Нацбанк [презентував](https://bank.gov.ua/ua/news/all/natsionalniy-bank-prisvyativ-obigovu-pamyatnu-monetu-voyinam-protipovitryanoyi-oboroni-ukrayini) нову обігову монету, присвячену воїнам протиповітряної оборони України.

Це монета номіналом 10 гривень, на реверсі якої замість гетьмана Мазепи накарбовано ЗРК Patriot",Political
04/08/2023,novinach,8,рускій воєнний корабль йди на бік,Shelling
04/08/2023,novinach,8,Оператор артустановки АК-725 на Олєнєгорском горнякє be like,Political
04/08/2023,novinach,7,"Cпецоперацію в бухті Новоросійська провела СБУ разом з ВМС — [джерела](https://www.pravda.com.ua/news/2023/08/4/7414154/) УП.

Дрон, ймовірно, переносив 450 кілограмами тротилу",Political
04/08/2023,novinach,7,"Хтось може сказати, що відбувається на відео? Бо ми не знаємо",Political
04/08/2023,novinach,6,"Атаку надводних дронів в Новоросійську відбивав екіпаж десантного корабля ""Оленегорский горняк"", повідомляли росЗМІ.

А зараз в телеграм-каналах стали з‘являтися відео, на яких корабель дуже схожий на ""Оленегорский горняк"" нахилився і буксирується",Shelling
04/08/2023,novinach,5,Майже чверть мільйона росіян вже не підтримує війну,Political
04/08/2023,novinach,5,"росіяни пишуть, що вночі два морські безпілотники ""спробували"" атакувати військово-морську базу Новоросійськ.

Все знищено, стверджуть окупанти, але публікують відео лише з одним",Political
03/08/2023,novinach,20,"Головне станом на зараз: 

• Україна [розпочала](https://t.me/ermaka2022/3355) переговори зі США щодо двосторонньої угоди про надання безпекових гарантій, які діятимуть до її вступу в НАТО;

• Міноборони Румунії поки [не виявило](https://hromadske.ua/posts/minoboroni-rumuniyi-ne-viyavilo-ulamkiv-bezpilotnika-na-svoyij-teritoriyi-pislya-ataki-rosiyi-na-izmayil) уламків безпілотника на своїй території після атаки росії на Ізмаїл;

• Єврорада [запровадила](https://ec.europa.eu/commission/presscorner/detail/en/ip_23_4063) додаткові санкції проти білорусі, щоб зменшити здатність росії обходити обмеження;

• У Казахстані в інтернеті [зʼявились](https://www.reuters.com/world/europe/russia-targets-neighbour-kazakhstan-with-army-recruitment-ads-2023-08-03/) оголошення про приєднання до російської армії; 

• У Fortnite [з’явиться](https://www.euronews.com/culture/2023/08/03/inside-the-holocaust-museum-coming-to-the-video-game-fortnite) музей Голокосту",Political
