MarketOverview,"**banking news**

__цб снова наказал участников рынка по-максимуму __
цб выписал по 3 штрафа **альфа-банку** и **тинькофф банку** и 1 штраф **банку фк открытие** за незаконное получение или предоставление кредитного отчета (ст. 14.29 коап).
размер одного штрафа - от 30 тыс. руб до 50 тыс. руб. всего на счету открытия уже 369 нарушений, у альфы - 115, у тинькофф - 95
за необоснованный отказ от заключения публичного договора страхования или навязывание дополнительных услуг при заключении договора обязательного страхования (ст. 15.34.1 коап) цб выписал по 11 штрафов **росгосстраху** и **ингосстраху**, 5 - **альфастрахованию**, 3 - **вск**, 1 - **ресо-гарантии**.
размер одного штрафа - от 100 тыс. руб до 300 тыс. руб.
цб оштрафовал **мкк рево-технологии** и **мкк купи не копи** за непредставление или несвоевременное представление кредитной истории (ч. 6 ст. 15.26.1 коап).
размер одного штрафа - от 30 тыс. руб до 50 тыс. руб
за неисправление кредитной истории (ст. 15.26.3 коап) **альфа-банк **и **мкк купи не копи** получили от регулятора по штрафу, а **росбанк** отделался предупреждением.
размер одного штрафа - от 30 тыс. руб до 50 тыс. руб.
цб оштрафовал **группу ренессанс страхование** за невыполнение в установленный срок предписание регулятора (ч. 9 ст. 19.5 коап).
размер штрафа - от 500 тыс. руб до 700 тыс. руб

фас возбудило дело в отношении **росбанка** за нарушение фз о рекламе за трудночитаемый мелкий шрифт об условиях по кредиту.
уфас по воронежской области установило, что **альфа-банк** нарушил фз о рекламе - на рекламной конструкции была указана возможность получить кредит по самой низкой ставке от 4% (крупным шрифтом), а иная существенная информация была написана мелким шрифтом, в том числе необходимость оформления договора страхования.
уфас по нижегородской области возбудило административное дело в отношении **банка зенит** по жалобе физ. лица. банк неоднократно направлял смс-сообщение с предложением оформить кредитную карту, но на запрос фас не смог предоставить согласие абонента.
уфас по липецкой области возбудило дело в отношении **альфа-банка** за мелкий шрифт в рекламе эквайринга. крупным шрифтом рекламировалась ставка от 1%, а мелким шрифтом были прописаны полные условия - срок действия сниженной комиссии 3 месяца, далее ставка будет 2,6%   

**промсвязьбанк** завершил присоединение **центрального республиканского банка донецкой народной республики** (црб днр), 22 июля ожидается присоединение **псб луганск**

",2023-07-11,Economical
MarketOverview,"сбер опубликовал финансовую отчетность за январь-июнь 2023 года. компания получила чистую прибыль в размере 727,8 млрд рублей при рентабельности собственного капитала 24,7%. в июне был зафиксирован рекордный объем розничных кредитов, достигший 720 млрд рублей. увеличились также средства физических и юридических лиц, составившие соответственно 19,8 и 9,4 трлн рублей. количество активных клиентов составило 107 млн   человек. 

эксперты прогнозируют, что при сохранении этой тенденции прибыль сбербанка за 2023 год может составить 1,4 трлн рублей.

",2023-07-11,Economical
MarketOverview,"начинает ""проясняться"" картина с ослаблением рубля в конце июня
крупнейшими продавцами валюты на споте оставались системно значимые кредитные организации, но объем реализованной ими валюты вырос незначительно - до 377 млрд. рублей в июне (с 352 млрд. рублей в мае). в стороне основных покупателей тоже изменений нет - все те же банки (не системно значимые), которые приоретали валюту для импортеров и для международных переводов, но их покупки и вовсе снизились в июне до 400 млрд. рублей (в мае 449 млрд. рублей).
еле заметная красная полоска на картике - покупки фл на 300 млн. рублей.

",2023-07-11,Economical
MarketOverview,"""физики"" по-прежнему остаются главными участниками рынка акций, их доля в июне осталась на уровне 80%. объем покупок немного снизился - до 13,1 млрд. руб. (май - 14,9 млрд. рублей).
да, фл конечно не самые предсказуемые участники, но участие их в торгах (например [итоги]( торгов в июне на мосбирже) с такой долей критически важно. 

",2023-07-11,Economical
MarketOverview,"сбер продолжает исследовать дополненную реальность: в этот раз банк поднял самую легкую ставку по [кредиту]( прямо над лужниками! так он намекает, что клиенты могут воспользоваться классными условиями: ставкой от 4% годовых и бонусным кешбэком — 1,5% каждый месяц.

у банка есть еще много выгодных кредитных предложений под любой запрос. узнать индивидуальные условия по ним можно за пару минут в приложении через сервис кредитный потенциал.

интересно, что в следующий раз придумает банк?",2023-07-11,Economical
MarketOverview," **банки будут возвращать клиентам переведенные мошенникам деньги

**возместить клиенту деньги банк будет обязан, если он допустил перевод средств на мошеннический счет, который находится в специальной базе банка россии. сделать это он должен будет в течение 30 календарных дней после получения заявления от пострадавшего. такой [закон]( приняла государственная дума.

документ также предусматривает двухдневный период охлаждения, в течение которого банк не будет переводить деньги на подозрительный счет. о сомнительной операции он уведомит клиента. за это время человек, находящийся под влиянием злоумышленников, сможет одуматься и не подтверждать перевод.

кроме того, банки обяжут отключать доступ к дистанционному обслуживанию лицам, которые занимаются выводом и обналичиванием похищенных денег, если информация о совершенных противоправных действиях поступила от мвд россии. сведения о так называемых дропперах банки сейчас получают из базы данных регулятора.

**закон вступит в силу через год после официального опубликования.** за это время все стороны информационного обмена усовершенствуют свои автоматизированные системы и бизнес-процессы.

банк россии формирует базу данных «о случаях и попытках осуществления перевода денежных средств без согласия клиента» на основе данных, полученных от банков и других операторов платежных систем. она содержит большое количество параметров — уникальных идентификаторов, в том числе информацию о совершенных операциях, о плательщиках и получателях денежных средств. сведения из базы направляются во все банки.",2023-07-11,Economical
MarketOverview," **снимаем до 100 тыс. руб в льготный период и получаем 20% кэшбек по **[**карте возможностей от втб](

если вам нужны деньги на небольшой срок и не хочется платить проценты банку, то сейчас в втб проходит акция по кредитной [карте возможностей](
- в первые 30 дней можно снять без комиссии до 100 тыс. руб;
- погасить нужно в течение 200 дней (первый льготный период);
- каждый месяц вносим минимальный платеж - в приложении будет точная сумма и дата;
- обслуживание, выпуск и доставка карты бесплатно.

а также на все траты в первые 30 дней банк начислит кэшбек 20%, но не более 2000 бонусов, которые можно перевести в рубля по курсу 0,85 (2000 x 0,85 = 1700 руб) или потратить 1:1 в каталоге вознаграждений.

[оформить кк]( | pdf: [тариф]( | [правила ](| [программа лояльности]( | ",2023-07-11,Economical
MarketOverview,"**авиабилеты могут подорожать

**минтранс вернулся к предложенной ростехом идее дополнительного сбора с авиапассажиров при оформлении билетов за возможный дефолт авиакомпании или отмену рейса. речь идет о создании национальной системы взаиморасчетов на воздушном транспорте на базе ао «авиагарант». 

система взаиморасчетов на воздушном транспорта уже существует — это сввт под управлением траспортно-клиринговой палаты (ткп), размер сбора в которой составляет 185 руб. инициатива касается введения допсбора при оформлении билета, которые будет гарантировать возврат денег. сумма нового сбора оценивается в 150-300 рублей. компании из топ-5 утверждают, что ткп и так обеспечивает такие гарантии, а сбор приведет к увеличению цены для пассажира. кроме этого, создание фонда приведет к росту цены авиабилетов и сокращению пассажиропотока. 

однако, в ростехе возражают — цель сбора в дополнительном возмещении за счет средств резервного фонда в случае отмены рейса или банкротства перевозчика. в минтрансе уточняют, что в действующем фап-82 не предусмотрен порядок действий в случае финансовых затруднений у авиакомпании. сходный механизм есть у российского союза автостраховщиков. средства фонда пополняются за счет специальной надбавки, включаемой в цену каждого полиса осаго. но опыт показывает, что при массовых отменах рейсов отрасль не справляется силами резервных фондов. идею «сбора за банкротство» можно считать удобной, но только при условии четкого определения условий вынужденных возвратов. 

эксперты говорят, что при текущем пассажиропотоке годовой сбор фонда может составить около 15–30 млрд руб. для случаев банкротств авиакомпаний объем фонда избыточен, однако если сумму сбора снизить до 50 руб. и публиковать расходы самого «авиагаранта», идея может быть полезной.

__как вам новый налог?__

[ъ]( | ",2023-07-12,Political
MarketOverview,"**usd 90,4275; eur 99,7925**

привет из прошлого ",2023-07-12,Humanitarian
MarketOverview,"**15-16 июля презентация новостроек дубая от застройщика sobha в москве
** 
whitewill продолжает знакомить московскую инвест-тусовку с лучшими ближневосточными застройщиками. мы уже привезли представителей damac и nine yards. а теперь приглашаем вас на встречу с менеджерами застройщика sobha.
 
15-16 июля в отеле st.regis на никольской состоится презентация проектов sobha, одного из ведущих застройщиков дубая. они не просто строят дома и инфраструктуру, а разрабатывают целые районы, которые потом носят имя девелопера, например, sobha hartland.
 
**что вас ждёт:
**• вас проконсультируют по самым свежим проектам;
• вам рассчитают доходность и окупаемость по вашему бюджету;
• расскажут о возможности получения внж;
• вам предложат забронировать квартиру прямо на месте;
• ответят на любые ваши вопросы: как оплачивать из россии? как завести счёт? и другие.
 
**как принять участие:
**1. [написать эксперту в чат.](
2. вы получите консультацию и приглашение.
3. выберите удобный день и время с 10:00 до 22:00.
4. ждём вас в отеле st.regis на никольской.",2023-07-12,Political
MarketOverview,"banking news

цб выписал 5 штрафов по 50 тыс. руб **объединенному кредитному бюро** за непредоставление кредитных отчетов
фспп оштрафовал **банк русский стандарт** за психологическое давление на должника. клиентке позвонила женщина, которая представилась участковой свердловского района и в грубой форме требовала погашения долга перед банком. также клиент получал от сотрудников банка угрозы ареста счета и имущества, требование обеспечить присутствие по месту регистрации, взлома дверных замков с помощью мчс.
`похоже новые поправки об уголовном наказании для коллекторов охладят их приёмчики`

газпромнефть-московский нпз попросил наложить обеспечительные меры (арестовать) деньги, ценные бумаги, финансовые инструменты и другие активы французского credit agricole corporate and investment bank. гпн-московский нпз перевел дело о признании недействительной банковской гарантии из зарубежной юрисдикции в российский суд и предъявил требование вернуть €5,34 млн основного долга и чуть больше €200 тыс. за пользование чужими деньгами. 
у credit agricole в россии остался **креди агриколь корпоративный и инвестиционный банк**, на активы которого и претендует гпн.

эксперт ра повысил рейтинг **банка рба** (москва) с rub- до ruв, прогноз сохранен стабильный.
доля активов, приходящихся на кредитование связанных компаний, за последние 2 года заметно снизилась. в первом полугодии 2022 после роста ключевой ставки банк привлек от связанной группы значительные ресурсы и переразместил на депозитах в цб. за последний год объём кредитного портфеля вырос на 20%, при этом с 2014 по 2020 он сокращался.
эксперт ра повысил рейтинг **банка санкт-петербург** с rua до rua+, прогноз сохранен стабильный.
`причина: усиление капитальной позиции, рост рентабельности, масштабирование бизнеса, снижение объёма проблемных кредитов`
капитальная позиция усилилась за счет включения рекордной прибыли за 2022 год. рентабельность выросла из-за повышения процентных доходов при сохранении стоимости фондирования (простыми словами по депозитам ставки не выросли так сильно, как по кредитам)

",2023-07-12,Economical
MarketOverview," **юникредитбанк готовит бескарточный доступ к банкоматам**

с 12 июля юникредит банк запускает возможность авторизации в банкомате без карты, с помощью мобильного приложения mobile.unicredit. клиент формирует одноразовый логин в приложении и подтверждает его кодом из смс. после авторизации клиент может совершать все операции (__""предусмотренные техническими возможностями банкомата""__), как если бы вставил физическую карту, за исключением смены пин-кода к карте. 
запросили у банка информацию, какие __возможности__ будут в новом функционале.

сегодня из известных банков такой бескарточный функционал имеется только у трех, но с обрезанным фунционалом - через qr-код: сбербанк, втб - можно внести и снять деньги, тинькофф - только снять.
upd: с 5 июня функционал внесения и сняти по qr-коду также появился в кредит европа банке

",2023-07-12,Economical
MarketOverview,"**грустный факт: 90% инвесторов в лучшем случае зарабатывают меньше, чем могли бы**

потому что инвестируют в инструменты, которые не работают, например, в акции. и ждут 20-30 лет заветной финансовой свободы. но даже уоррен баффет уже не использует эту стратегию, хотя и продолжает ей учить :)

твердые венчурные сделки — тот актив, который выбирает миллиардер. именно они позволяют увеличить капитал в 2-5 раз за пару лет. при этом риски меньше 2% — ниже, чем в недвижимости.

[андрей меркулов]( — учредитель инвестиционного фонда и практик, который все стратегии тестирует собственными деньгами. в своем канале он честно делится результатами и рассказывает о рабочих инструментах для высоких %: о венчурных сделках, токенизации, на которой могут зарабатывать даже новички, и ранних инвестициях в блокчейн-стартапы.   

для роста капитала: 
[ 

__интеграция__",2023-07-12,Political
MarketOverview,"** тинькофф девалютизирует клиентов**
на днях мы писали про [смягчение]( условий на внесение наличных долларов и евро в банкоматы тинькофф банка, однако после банк успел переобуться и теперь **за внесение будет взиматься комиссия до 10% **от суммы. точная комиссия будет отображаться в момент внесения на экране банкомата. 
__было:__
__• 2% min $/€0,01 - при пополнении менее 2 usd или eur
• бесплатно - при пополнении от 2 до 10.000 usd или eur
• 2% min $/€0,01 - при пополнении свыше 10.000 usd или eur__

клиенты вносили доллары, чтобы продать их на бирже или снимать/расплачиваться заграницей по картам unionpay. для чего вносить евро, и соответственно вводить комиссию - непонятно. в тинькофф инвестициях торговля в евро закрыта, карта up тинькофф в европе не работает. с наличкой лучше идти в обменник, чтобы не платить тинькофф лишнюю комиссию.

pdf тпс 3.0 [usd]( | [eur]( | ",2023-07-12,Economical
MarketOverview,"** в пятницу 14 июля на один день райффайзенбанк повышает кэшбек на 1,5% по дебетовым картам с кэшбеком **после масштабного [сбоя]( в работе мобильного приложения и интернет-банка в начале недели

лимит - без ограничений, соответственно кэшбек составит:
**•** 3% на все покупки = 1,5% стандартный + 1,5% за сбой;
**•** 31,5% на [такси и каршеринг]( = 1,5% стандартный + 28,5% дополнительный + 1,5% за сбой.
тем, кто не собирается покупать квартиры, машины, яхты или совершать другие дорогостоящие покупки, можно запастись сертификатами на ozon или в супермаркетах.

""как сохранить лояльность клиентов после сбоя в мобильном приложении"": инструкция для маркетологов российских банков - берем на заметку!

",2023-07-12,Political
MarketOverview,"**банк юнистрим отменяет комиссии по вэд!**

тариф «турбо вэд»:

валютный контроль - 0 руб
перевод в ин.валюте - 0 руб
конвертация - от 0,8% до 0,3%

мы поможем:
- значительно сократить расходы;
- открыть валютный счет за 1 рабочий день;
- грамотно составить контракт.

12 валют для платежей, 10 стран мира:

армения 
турция 
китай
беларусь
грузия
казахстан
узбекистан 
кыргызстан
таджикистан 
монголия 

[откройте счет по ссылке](",2023-07-12,Economical
MarketOverview,"помните, как цб воевал с банками и застройщиками за честную ставку по ипотеке, чтобы реальная ставка не вшивалась в цену недвижимости? в это время **банк левобережный** напрямую брал с клиентов плату за скидку по ставке: можно было снизить на 0,5%, на 1% и на 1,5%. а с 17 июля левобережный решил оторваться по полной и расширили дипазон ""скидок"".

например, если вы взяли ипотеку и хотите по максимуму снизить процентную ставку - на 4,5%, то заплатите за ""скидку"" **22,35%** от суммы кредита. полная линейка ""скидок"" - на фото.

и ведь будут продавать эту услугу как выгодную для клиента.

[тариф]( (pdf) | ",2023-07-13,Political
MarketOverview,"совкомбанк опубликовал отчетность по мсфо
чистая прибыль совкомбанка за l квартал 2023 года составила 23 млрд руб. за последние 9 месяцев банк смог компенсировать основные потери, вызванные санкциями, и заработать хорошую прибыль по итогам i квартала 2023 года. 
с начала года активы выросли до 2,3 трлн руб., капитал увеличился на 12% до 214 млрд руб. розничный кредитный портфель за три месяца прирос на 5% до 611 млрд руб. портфель корпоративных кредитов за l квартал вырос на 4% и составил 828 млрд руб. чистый процентный доход банка составил 32 млрд руб., чистый комиссионный доход - 6 млрд руб. 
«за счет регулярной прибыли и разовых доходов банк вдвое превысил результат 2021 года. банк адаптировался к текущей среде и сфокусирован на наиболее прибыльных нишах», - прокомментировал первый зампред правления совкомбанка сергей хотимский

",2023-07-13,Economical
