channel_name,text,date,news_type,sentiment_type
русском,instagram соцсеть запретить рф глобальный сбой пользователь разный страна жаловаться аккаунт полностью заблокировать не пройти авторизация,2022-10-31,Humanitarian,negative
русском,правительство продлить некоторый мера поддержка бизнес мишустин,2022-10-31,Economical,positive
русском,взрыв произойти здание минобразования столица сомали могадишо погибнуть малый мера пострадать reuters ссылка президент,2022-10-30,Humanitarian,negative
русском,всу нанести удар технопарк проминь энергодар сообщить глава городской администрация александр волга уточнить пострадать ранее стать известно ночью украинский десант,2022-10-29,Shelling,negative
русском,пленный украинский военный днр просить закрашивать националистический надпись татуировка рассказать силовой структура республика,2022-10-29,Humanitarian,neutral
русском,украинский ракета сбить сила пво небо макеевка писать местный паблик сообщаться всу наносить удар семь час обломок ракета упасть возле,2022-10-29,Shelling,negative
русском,путин европа разговаривать партнёр каждый вопрос звонить вашингтонский обком,2022-10-27,Economical,positive
русском,отличие запад чужой двор не лезть путин,2022-10-27,Political,neutral
русском,харьковский область уничтожить узел связь украинский войско район днепропетровск поразить нефтехранилище группировка всу донбасс минобороны рф,2022-10-26,Shelling,negative
русском,житель аризона жаловаться вооружённый патруль стать охранять урна голосование преддверие выборы американский сенат мужчина снаряжение заметить пригород феникс район местный,2022-10-25,Political,positive
русском,запорожский область подключить единый газотранспортный система рф заявить председатель движение россия владимир рогов,2022-10-25,Economical,neutral
русском,буквально рука носить некоторый житель правобережный часть херсон прибыль анапа разместить местный пансионат гостиница человек оказать всесторонний помощь встретить довезти,2022-10-20,Humanitarian,positive
русском,эрдоган заявить договориться путин повод создание газовый хаба европа смочь использовать российский газ турция,2022-10-19,Political,positive
русском,украинский сторона накапливаться сила широкомасштабный наступление рф сформировать военный группировка отбить наступление врио губернатор херсонский область сальдо обратиться житель заявление,2022-10-18,Shelling,negative
русском,новый кадр дом пострадать падение самолёт ейск предварительный оценка власть повредить многоэтажка восстановить окончательный решение обнародовать экспертиза рухнуть двор дом,2022-10-18,Shelling,neutral
русском,эксклюзив барракуда приём отправить подарочек кадр миномётный обстрел позиция всу район белогоровка лнр огонь противник вестись руководство командир батальон казачий,2022-10-15,Shelling,negative
русском,николаевский одесский область объявить воздушный тревога сообщить глава местный администрация,2022-10-14,Shelling,negative
русском,белгородский паблик сообщать новый громкий хлопок предположительно работать пво ссылка очевидец говориться ряд житель город пропасть,2022-10-14,Shelling,neutral
русском,писатель доброволец владлен татарский vladlentatarsky фсб установить теракт крымский мост причастный гур мо украина лично руководитель организация кирилл буданов напомнить,2022-10-12,Political,positive
русском,центр киев снести старинный памятник пушкин установить личный сбережение учитель ученик киевопечерский гимназия писать украинский сми демонтаж посвятить боец всу,2022-10-11,Humanitarian,positive
русском,сутки россия госпитализировать коронавирус накануне больница попасть пациент сообщить оперативный штаб час выявить случай инфицирование день ранее сутки умереть человек,2022-10-09,Humanitarian,neutral
русском,генпрокуратура рф взять контроль цена продукт топливо крым подрыв крымский мост прессслужба ведомство отметить оператор топливный рынок представитель торговый сеть,2022-10-08,Economical,neutral
русском,глава цик рф элла памфилов включить список персональный санкция ес,2022-10-06,Economical,negative
русском,путин свой путём уважение относиться к украинский млн гражданин россия украинский происхождение не делать не делать разница не собираться разница,2022-10-05,Political,neutral
русском,москва непринципиально признание запад вступление состав россия днр лнр запорожский херсонский область заявить сергей лавров правильный страна осознать новый реальность,2022-10-04,Political,positive
русском,георгиевский зал кремль готовый подписание договор присоединение рф новый регион,2022-09-30,Political,positive
русском,песок заявить кремль поддерживать глава дагестан критика перегиб частичный мобилизация,2022-09-30,Political,neutral
русском,минцифра рф опубликовать список специальность подходящий критерий освобождение частичный мобилизация специалист it связь ведомство информацияпромобилизация,2022-09-26,Economical,positive
русском,военкор влад vandrytsa андрица показать выглядеть мобильный пункт голосование автобус оборудовать центральный клинический больница луганск автомобиль выстроиться очередь желать отдать,2022-09-23,Shelling,positive
русском,кабмин собирать задавать вопрос россиянин частичный мобилизация министерство оборона готовить ответ заявить чернышенко,2022-09-22,Political,positive
русском,глава вга харьковский область виталий ганчев считать харьковчанин скоро смочь проголосовать присоединение рф главное заявление житель регион не прекратить борьба,2022-09-21,Political,positive
русском,журналист публицист максим кононенко kononenkome прийтись прочитать множество мнение оторваться власть народ мнение основное не целиком произноситься откудато изз рубеж,2022-09-21,Political,positive
русском,киев вашингтон не доказать сотрудничество улучшить санитарный обстановка украина ухудшаться подряд заявить минобороны россия,2022-09-19,Political,positive
русском,кадр площадь ленин ворошиловский район донецк обстреливать всу пострадать девушка слово очевидец повредить позвоночник точный число раненый неизвестно слово мэр,2022-09-17,Shelling,negative
русском,потеря всу результат высокоточный удар николаевский херсонский область составить убитый раненый сообщить минобороны россия,2022-09-17,Shelling,negative
русском,мировой политика экономика наметиться фундаментальный трансформация носить необратимый характер путин заседание совет глава государство член шос,2022-09-16,Political,positive
русском,публикация британский таблоид the sun якобы иметь покушение президент россия не соответствовать действительность заявить новость дмитрий песок,2022-09-15,Political,negative
русском,фашизм владелец ресторан бахчисарай извиниться свадьба заведение звучать украинский песня червона калин считать гимн украинский националист эльдар качкар заявить поддерживать,2022-09-14,Humanitarian,positive
русском,стратегический запас нефть сша сократиться показатель резерв составлять млн баррель последний неделя потратить млн баррель сообщать reuters ранее агентство bloomberg,2022-09-13,Economical,positive
русском,медведица диксон обнаружить множество ранение картечь дробь сообщить гендиректор московский зоопарк светлана акуловый получение результат томография картина мягко говорить не,2022-09-11,Humanitarian,positive
русском,ракета искандер нанести удар живой сила военный техника украинский войско выгрузка жд станция красноармейск днр сообщить мо россия,2022-09-11,Shelling,negative
русском,вспоминать тренироваться заходить минута потеть потолок опасно амплитудный бросать нога потолок задеть путин посетить международный центр самбо бокс лужники пообщаться,2022-09-10,Humanitarian,positive
русском,источник илья пономарёв координировать деятельность украинский воинский подразделение легион свобода россия выясниться ход сегодняшний обыск видео администратор youtube telegramканал найти,2022-09-08,Political,positive
русском,поставлять не рамка контракт остаться один известный русский сказка приговаривать мёрзнимёрзнуть волчий хвост готовый поставлять энергоресурсы запад рамка контрактный обязательство,2022-09-07,Economical,positive
русском,лиз трасса приехать аудиенция елизавета ii королева принять отставка джонсон встретиться новоизбранный премьер трасса поручение сформировать правительство примечательно студенческий год,2022-09-06,Political,positive
русском,сеть расходиться кадр утверждаться погибший спецназовец морской пехота всу никополь писать последствие неудачный высадка украинский десант днепр официальный комментарий ранее,2022-09-05,Shelling,negative
русском,завершить работа восстановление мемориал саурмогила днр разрушить бой сообщить военностроительный комплекс минобороны россия реставрация уйти день исторический облик комплекс полностью,2022-09-04,Economical,positive
русском,украинский войско нанести удар многоквартирный жилой дом херсон погибший пострадать новость ссылка местный власть,2022-09-02,Shelling,negative
русском,страна отозвать признание косово заявить вучича,2022-08-27,Political,positive
русском,харьковский область открыть подразделение гибдд зарегистрировать машина поменять право мвд россия,2022-08-26,Humanitarian,negative
русском,кадр спасение человек дрейфовать баржа хабаровский край борт вертолёт мчс поднять доставить посёлок озерпах николаевский район состояние спасти оцениваться удовлетворительный,2022-08-24,Humanitarian,positive
русском,посольство россия сша назвать лукавство заявление госдеп санкция не мешать российский инспектор проводить проверка американский территория рамка двусторонний консультативный комиссия,2022-08-20,Political,negative
русском,джулиан тюрьма белмарш ожидать экстрадиция сша правительство сша тайно убить музыкант роджер уотерс выступить вашингтон митинг сторонник джулиан ассанж июнь,2022-08-17,Political,negative
русском,эксклюзивный кадр позиция всу песок снятой незадолго полный взятие населить пункт союзный войско военкор андрей филат filatovcorr показать какой окоп,2022-08-17,Shelling,neutral
русском,российский служба внешний разведка сообщить польша продолжать реализация далекоидущий план отношение украина главное заявление польский компания организовать скупка украинский продукция,2022-08-08,Political,positive
русском,обострение сектор газ известно час армия израиль нанести удар цель сектор газ ответ ракетный обстрел израильский территория прессслужба цахать сообщить,2022-08-05,Shelling,negative
русском,благодарить интерес наш работа нетерпение ждать результат ваш rosgvardofficial,2022-08-05,Political,positive
русском,песок днр полностью зачистить националист подтвердить замминистра информация днр даниил neoficialniybezsonov безсоновый ребята закрепиться марьинка продолжаться зачистка половина территория зачистить,2022-08-05,Shelling,positive
русском,районный суд уфа отказать удовлетворение ходатайство представитель лидер группа ддт юрий шевчук перенос рассмотрение административный дело дискредитация вс россия санктпетербург,2022-08-05,Humanitarian,neutral
русском,столько выручка потерять adidas связь приостановка деятельность россия говориться опубликовать отчёт производитель спортивный одежда первый полугодие,2022-08-04,Economical,positive
русском,пашинянин заседание правительство назвать ситуация нагорный карабах крайне сложный,2022-08-04,Political,negative
русском,багдад протестовать захватить здание парламент страна кадр изнутри публиковать местный сми сообщаться манифестация выйти сторонник шиитский имам муктада ассадра недовольный,2022-07-30,Political,negative
русском,бастрыкин поручить проверить информация удержание украинский военный российский моряк ранее экипаж записать видеообращение он моряк сообщить охранять вооружённый не давать,2022-07-28,Political,positive
русском,дебаты кандидат пост премьерминистр великобритания идти прямой эфир неожиданно прерваться слово министр иностранный лиз трасса россия путин путин добиться успех,2022-07-26,Political,positive
русском,не шутка борис джонсон предлагать гражданство украина претендовать пост премьерминистр страна соответствовать петиция появиться сайт офис зеленский рассмотреть должный набрать,2022-07-26,Political,positive
русском,вести переговоры упрощение визовый режим страна заявить директор консульский департамент российский мид иван волынкин пик нынешний подъём заболеваемость приблизительно месяц,2022-07-26,Political,positive
русском,господин псевдолиберал поблагодарить подтвердить слово высокий руководство россия попытка развал страна рамзан кадыров посмеяться прошедшее прага форум свободный народ россия,2022-07-25,Political,positive
русском,глава воз объявить вспышка оспа обезьяна чрезвычайный ситуация область здравоохранение,2022-07-23,Humanitarian,negative
русском,сообщить сша выделять украина пакет военный помощь сумма млн,2022-07-22,Economical,positive
русском,карелия полицейский перевернуться столкновение экскаватор дтп произойти накануне вечером перекрёсток город медвежьегорск тяжёлый техника не пропустить спецтранспорт ехать включить проблесковый,2022-07-22,Humanitarian,positive
русском,ikea объяснить происходить видео сотрудник ломать сковородка случай отзыв поступление некондиционный товар партия уничтожаться товар ненадлежащий качество точно выйти продажа,2022-07-20,Economical,negative
русском,решение название возрастной группа новый российский движение ребёнок молодёжь принять декабрь кириенко,2022-07-20,Political,positive
русском,сша использовать украина продавать оружие курд сирия мнение высказать британский наёмник эйден эслина приговорить днр смертный казнь разговор американский политический,2022-07-19,Political,negative
русском,таганрог сепсис умереть фельдшер людмила лященко пережить пытка сбу попасть россия обмен рассказать волонтёр илья проблема здоровье людмила не мочь,2022-07-18,Humanitarian,neutral
русском,зеленский заявить отстранить генпрокурор глава сбу факт госизмена сотрудник ведомство,2022-07-17,Political,neutral
русском,подозревать убийство четыре город новошахтинск ростовский область задержать сообщить су ск,2022-07-16,Humanitarian,negative
русском,путин подписать указ приостановка предоставление дополнительный страховой гарантия отдельный категория медицинский работник связь стабилизация эпидемический ситуация,2022-07-15,Economical,positive
русском,воз призывать страна вернуть масочный режим сообщать sky news,2022-07-13,Humanitarian,positive
русском,прокуратура проверить детский лагерь магнитогорский видео сеть который избивать девочка кадр видно школьница пинать бить таскать сверстница волос оскорблять ребёнок,2022-07-13,Humanitarian,negative
русском,семья погибнуть удар всу новый каховка получить материальный помощь размер млн рубль пострадать тыс рубль заявить глава военногражданский администрация вга,2022-07-12,Economical,neutral
русском,совершить попытка покушение глава мелитопольский район запорожский область ликвидировать сообщить местный власть глава район обстрелять покушение уточнить член главное совет,2022-07-11,Shelling,negative
русском,литва расширить ограничение транзит товар калининградский область запретить перевозить территория россия цемент алкоголь связь вступление сила новый европейский санкция портал,2022-07-11,Economical,negative
русском,сутки россия госпитализировать человек коронавирус накануне час выявить случай инфицирование день ранее сообщить оперативный штаб сутки умереть человек коронавирусный инфекция,2022-06-29,Humanitarian,negative
русском,юг россия обнаружить штамм конгокрымский геморрагический лихорадка новость ссылка сеченовский университет,2022-06-28,Humanitarian,neutral
русском,страна ввести санкция вывоз зерно украина заявление,2022-06-27,Economical,negative
русском,центральный россия новый неделя начаться рекордный субтропический жара заявить специалист центр погода фобосой евгений тишковца пик зной москва слово завтра,2022-06-26,Humanitarian,positive
русском,политик автор telegramканал ход конев knightsmove западный сми нарочитый постоянство распространять фейк массовый мобилизация россия неназванный высокопоставленный источник разведка столь,2022-06-24,Political,positive
русском,энергетика восстановить электроснабжение потребитель бурятия который нарушить изз авария гусиноозёрский грэс сообщить минэнерго рф свет ранее остаться тыс населить пункт,2022-06-23,Humanitarian,neutral
русском,москва скончаться ветеран великий отечественный война оклеветать навальный информация смерть ветеран подтвердить внук оппозиционер назвать фронтовик игнат артёменко холуй предатель,2022-06-18,Humanitarian,neutral
русском,путин сомневаться присоединение ес дать стимул рост экономика украина,2022-06-17,Economical,positive
русском,россия скорее начаться экономический рост заявить глава сбербанк герман греф кулуар пмэф,2022-06-17,Economical,positive
русском,согласно документ связанный военнобиологический деятельность сша один приоритетный задача dtra подготовка полевой эпидемиолог американский стандарт начало широкомасштабный финансирование пентагон украинский,2022-06-16,Political,positive
русском,калининград неизвестный пожарить мясо вечный огонь памятник воин погибший штурм кёнигсберг осквернить мемориал искать возбудить уголовный,2022-06-16,Humanitarian,negative
русском,режим ограничение полёт аэропорт юг центральный часть россия продлить июнь сообщать росавиация,2022-06-16,Humanitarian,neutral
русском,эксклюзивный военный хроника аналитика ситуация украина июнь фронт самый главный событие разворачиваться горскозолоть группировка всу бой врубовка идти месяц завершиться,2022-06-15,Shelling,neutral
русском,обстрел донецк не принести киев военный преимущество заявить постпред россия оон василий небензить цель киевский режим данный случай являться нанесение,2022-06-15,Political,neutral
русском,сша планировать выделить украина новый военный помощь сумма млн войти противокорабельный ракета harpoon сообщить bloomberg,2022-06-15,Shelling,positive
русском,правда рогозин прочитать праздничный поздравление к день россия стихотворение фильм брат видео показать запуск межконтинентальный баллистический ракета сармат,2022-06-12,Political,positive
русском,финляндия изз закрытие воздушный пространство россия ежемесячно терять млн писать iltalehti российский спецоперация рейс финляндия финляндия азия обратно стать получать,2022-06-11,Economical,neutral
русском,украинский вс применять обстрел донецк поставить нато французский сау caesar заявить донецкий народный республика,2022-06-10,Shelling,negative
русском,нравиться больница город стрелять не нравиться сдаться азовсталь член нацбат заявить плен не пытать бить жилой район неприятно видео военкор,2022-06-09,Shelling,negative
русском,решение власть вильнюс снести мемориал советский воин антакальнисский кладбище кощунственный варварский нецивилизованный заявить российский посольство литва дать провокация полностью вписываться,2022-06-09,Political,negative
русском,раскритиковать руководство сборная белоруссия легкоатлетка кристина тимановский сообщить запретить выступать чемпионат польша наступать момент разочарование не смочь принять участие чемпионат,2022-06-08,Humanitarian,neutral
русском,зеленский хотеть встреча ради встреча пятница неделя президент украина постоянно менять позиция вопрос урегулирование кризис констатировать лавров заявлять неоднократно переговоры,2022-06-08,Political,positive
русском,киев хотеть тельавив продать система железный купол разрешить германия выполнить поставка птрк spike сообщать the jerusalem post ссылка посол украина,2022-06-08,Shelling,positive
русском,минобороны рф публиковать новый кадр боевой работа ход спецоперация экипаж вертолёт продолжать уничтожать техника объект военный инфраструктура всу,2022-06-08,Shelling,neutral
русском,журналист попасть обстрел украинский град попасная лнр пострадать новость,2022-06-07,Shelling,negative
русском,сербия гордиться не являться часть антироссийский истерия страна присоединиться стыдно сербский мвд заявить государство помешать лавров посетить белград мечтать поражение,2022-06-06,Political,neutral
русском,захаров подтвердить страна европа закрыть небо самолёт лавров отметить железный занавес российский сторона не ес окружать россия,2022-06-05,Political,positive
русском,создать запад система обеспечение собственный безопасность разрушаться заявить эрдоган,2022-06-05,Political,positive
русском,ес не признавать осуждать выдача российский паспорт житель херсон запорожье боррель,2022-06-03,Political,negative
русском,мишустин призвать правительство крупный российский компания оперативный принимать решение замещение иностранный цифровой технология поручить создать индустриальный центр компетенция замещение зарубежный,2022-06-03,Economical,positive
русском,кадр снятой здание гранд сетунь плаз гореть пожар потушить помещение бизнесцентр проверить погибнуть пострадать человек эвакуировать место чп госпитализировать начальник,2022-06-03,Shelling,negative
русском,российский военный уничтожить николаевский область пункт управление беспилотный летательный аппарат всу сообщить минобороны россия,2022-06-03,Shelling,negative
русском,cша скупить продовольствие сожаление обречь самый голод страна африка арабский эксклюзивный интервью помощник президент максим орешкин дать прогноз вести штат,2022-06-02,Political,neutral
русском,ск россия проводить проверка предмет причастность сотрудник сбу боевик азов посягательство российский военнослужащий,2022-06-02,Political,negative
русском,полярник стать подниматься купол антарктида высота тыс участиться случай горный болезнь вплоть отёк лёгкий пожар советский полярный станция восток апрель,2022-05-31,Humanitarian,negative
русском,евросоюз ввести пошлина нефть рф страна не договориться окончательный эмбарго поставка писать financial times ссылка источник руководство евросоюз издание утверждать,2022-05-31,Economical,positive
русском,украинский военный обстрелять снаряд калибр мм петровский район донецк позиция красногоровка сообщить штаб территориальный оборона днр,2022-05-31,Shelling,negative
русском,кадр последствие украинский обстрел посёлок сватово лнр точкой погибнуть человек включая четверо ребёнок пострадать сообщить луганскинформцентр врио глава администрация район,2022-05-27,Shelling,negative
русском,пентагон госдеп активно обсуждать возможность отправка военный сша защита посольство киев решение,2022-05-27,Shelling,positive
русском,невозможно аккумулировать митинг настолько пойти агрессивно свергать пашинян несогласный некого направить гнев один русло военкор ведущий тк звезда надан фридрихсон,2022-05-23,Political,negative
русском,глава россотрудничество евгений примак evgenyprimakov любой война завершаться капитуляция принуждение уступка напомнить специальный военный операция украинато воевать война завершаться очевидный,2022-05-23,Political,negative
русском,украинский боевик цель дискредитация вс россия обстрелять жилой дом николаевка лнр погибший раненый сообщать минобороны рф провокация украинский националист николаевка,2022-05-21,Shelling,negative
русском,сделать обещать пленный принять разместить врач сутки сделать больший работа представитель киев красный крест посмотреть днр содержать пленный украинский боевик,2022-05-19,Humanitarian,positive
русском,американский генерал отставка барри маккаффри выдать кадр компьютерный игра видео украина сбивать самолёт вс рф российский самолёт сбить украинский противоракетный,2022-05-18,Shelling,negative
русском,политик автор telegramканал ход конев knightsmove депутат московский городской дума предложить прекрасный обозначить карта столица площадь защитник донбасс соответствовать обращение,2022-05-18,Political,positive
русском,высылать сотрудник французский дипломатический миссия качество ответный мера сообщить мид россия должный покинуть территория россия течение неделя,2022-05-18,Political,positive
русском,главный новость начало день сша не видеть смысл диалог глава внешнеполитический ведомство россия соединить штат данный этап заявить представитель госдепартамент,2022-05-18,Political,positive
русском,решение использовать актив российский банк украина нужда киев вопиять незаконный требовать ответ заявить песок,2022-05-17,Political,neutral
русском,германия экономия топливо временно ограничить скорость автобан такой решение прислать министр окружающий среда федеральный земля страна сообщать das erste подобный,2022-05-15,Political,positive
русском,фон санкция получить рекордный торговый профицит писать the economist отмечаться публикация импорт россия сократиться изз ввести запад санкция экспорт выстоять,2022-05-13,Economical,neutral
русском,хроника май главный военный событие день,2022-05-13,Shelling,neutral
русском,объявление локдаун изз обнаружение омикрон северный корея ким чен ына впервые показать медицинский маска надеть заседание политбюро,2022-05-12,Humanitarian,positive
русском,вместо поиск мнимый угроза сторона россия вашингтон стоить приструнить подопечный киев российский посольство сша назвать абсурдный оторвать реальность обвинение причастность,2022-05-11,Political,negative
русском,губернатор томский область сергей жвачкина заявить намеренный уйти отставка глава регион пояснить март исполниться губернаторство закон ограничивать губернатор работа два,2022-05-10,Political,positive
русском,путин заявить власть оказать поддержка ребёнок семья военный погибнуть ход спецоперация украина гибель каждый солдат офицер гора невосполнимый утрата родный,2022-05-09,Humanitarian,negative
русском,высокоточный ракета воздушный базирование вкс район одесса уничтожить корвет вмс украина минобороны россия,2022-05-08,Shelling,negative
русском,минюст россия включить реестр иноагент соболь гозмана миловый ооо апология свидетельствовать дать ведомство,2022-05-06,Humanitarian,positive
русском,футболка марадон забить гол рука бог продать sothebys млн самый высокий цена который когдалибо платить футболка спортсмен писать the mirror,2022-05-04,Humanitarian,positive
русском,словения резко вырасти цена топливо бензин дизель писать новость ссылка телеканал стоимость бак бензин европремиум увеличиться дизель ранее житель испания,2022-05-01,Economical,positive
русском,минюст россия впервые исключить реестр смииноагент реестр исключить аркадий любарев людмила кузьмин объяснить министерство решение принять основание заявление исключение поступить,2022-04-29,Political,positive
русском,ск рф sledcompress возбудить уголовный отношение заместитель командир бригада всу подполковник дмитрий герасименко обвиняться статья жестокий обращение гражданский население применение,2022-04-26,Shelling,negative
русском,потеря всу нацбатальон состояние апрель дать минобороны рф milchronicles,2022-04-25,Shelling,negative
русском,эммануэль макрон выступить эйфелевый башня сторонник результат предварительный подсчёт голос одержать победа второй тур президентский выборы оглашение результат француз недовольный,2022-04-24,Political,positive
русском,российский киберспортсмен предоставить отсрочка армия заявить президент федерация компьютерный спорт россия дмитрий смит заседание рабочий группа госдума разработать пакет предложение,2022-04-22,Political,positive
русском,сутки россия госпитализировать накануне час выявить случай инфицирование коронавирус день ранее зафиксировать заболеть сообщить оперативный штаб сутки умереть коронавирусный инфекция,2022-04-18,Political,negative
русском,вводить санкция оказывать давление страна рассчитывать повлиять действие россия дать политика навредить вашингтон мнение разговор высказать академик эксперт сша эдмунд,2022-04-17,Political,positive
русском,антироссийский санкция ударить страна запад открыть россия новый возможность заявить путин отказ ряд страна нормальный сотрудничество число российский энергоресурсы ударить,2022-04-13,Economical,neutral
русском,стрельба метро ньюйорк не расследоваться теракт сообщить глава полиция город последний данные пострадать сми писать огонь открыть темнокожий мужчина который,2022-04-12,Humanitarian,neutral
русском,подсчёт голос эммануэль макрон набрать голос первый тур президентский выборы франция ле пен набрать сообщить французский мвд,2022-04-11,Political,positive
русском,обсе мочь передавать украинец дать расположение сила днр сообщить источник силовой структура обнаружить некоторый посёлок технический устройство организация возможно помогать,2022-04-10,Political,positive
русском,репортёр вгтрк андрей руденко rtrdonetsk бой трудный северозападный окраина днр сконцентрировать группировка вооружённый сила украина свыше тыс соответственно техника артиллерия,2022-04-09,Shelling,negative
русском,европарламент потребовать ввести эмбарго импорт газ нефть уголь россия решение принять голос евродепутат проголосовать парламентарий резолюция европарламент напомнить не носить,2022-04-07,Economical,positive
русском,киевский режим готовить провокация отравлять вещество город первомайский харьковский область заминировать хранилище хлор сообщить российский минобороны,2022-04-06,Shelling,negative
русском,мэр мариуполь назначить бывший городской депутат партия оппозиционный платформа константин иващенко донецкий агентство новость,2022-04-06,Political,neutral
русском,сша вводить запрет новый инвестиция экономика россия заявить американский администрация,2022-04-06,Economical,neutral
русском,матвиенко вручить медаль отвага военный участвовать спецоперация украина находиться лечение центральный военный клинический госпиталь имя аа вишневский старший механик андрей,2022-04-05,Political,positive
русском,сеть появиться запись предположительно тот блогерш снимка западный сми иллюстрировать фейк российский авиаудар роддом мариуполь марианна никакой авианалёт не подтвердиться,2022-04-01,Shelling,negative
русском,киевский область подразделение всу течение час обстреливать село новый басаня привести многочисленный жертва среди местный житель рассказать начальник национальный центр,2022-04-01,Shelling,negative
русском,ес предупредить китай следить любой шаг пекин оказание поддержка москва цель обход санкция брюссель глава евросовет мишель,2022-04-01,Political,positive
