русском,сша вводить запрет новый инвестиция экономика россия заявить американский администрация,2022-04-06,Economical,neutral
русском,глава минфин франция заявить рост цена бензин больший проблема француз сообщать новость француз рост цена бензин вызывать ежедневно больший трудность,2022-03-30,Economical,neutral
русском,германия случай отказ российский газ грозить не холод волна проблема писать die welt ссылаться результат стресстест немецкий власть симулироваться сокращение,2022-03-23,Economical,negative
русском,испанский астурия тысяча дальнобойщик заблокировать шоссе знак протест повышение цена топливо изз забастовка нарушить поставка продукция завод март работник транспортный,2022-03-22,Economical,negative
русском,глава российский правительство михаил мишустин подписать постановление временной запрет экспорт зерновые государство евразийский экономический союз сахар третий страна,2022-03-14,Economical,positive
русском,еврокомиссия объявить выделение украина макрофинансовый помощь размер млн,2022-03-11,Economical,positive
русском,пролив босфор закрыть движение судно изз неисправность грузовой судный сообщить турецкий управление береговой безопасность,2022-02-12,Economical,neutral
украина новости война,чехия заморозить имущество российский олигарх сотня крона премьерминистр чехия пётр фиал заявить страна заморозить имущество попасть санкция ес российский олигарх,2022-03-28,Economical,neutral
новости,депутат сенатор внести госдума законопроект конфискация имущество получить результат киберпреступление сообщить пискарёв,2022-11-18,Economical,negative
новости,германия намеренно не вводить санкция газ россия поскольку страна зависимый российский поставка заявить канцлер фрг олафа шольц,2022-11-12,Economical,negative
новости,объявить международный розыск олигарх плахотнюк заявить намеренный молдавский политика вывести страна кризис руководить демократический партия входить правящий коалиция покинуть страна,2022-10-28,Economical,neutral
новости,бывший замглавы group куделькин гендиректор компания сменить позиция акционер холдинг филёв филёв акционер продолжить принимать участие решение стратегический вопрос сообщать,2022-10-25,Economical,positive
новости,россиянин сказать накопление затрудниться ответ опрос вциома откладывать делать всякий ремонт квартира отдых лечение старость покупка недвижимость ради процентный доход,2022-10-17,Economical,positive
новости,молдавский air moldova объявить октябрь возобновлять полёт москва февраль молдавский небо закрытый изз украина,2022-09-09,Economical,positive
новости,глава мид люксембург не мочь постоянно вводить санкция санкция санкция должный определённый момент мочь дипломатический путь,2022-08-31,Economical,negative
новости,госдеп заявить рассчитывать возобновление работа северный поток видеть фактор энергобезопасность европа,2022-07-20,Economical,positive
новости,чтоть подсказывать оказаться сильный алиханов рассказать крайний ответ экономический род ес продолжить блокировать транзит,2022-07-05,Economical,positive
новости,глава еврокомиссия урсула фон дер ляйена не поддерживать идея бойкот саммит бали ноябрь случай участие путин предполагать двадцатка парализовать,2022-06-26,Economical,negative
новости,общевойсковой академия вс рф разработать проект баггиамфибия шестиколёсный мотовездеход согласно данные масса мотовездеход колёсный формула составлять тонна скорость километр суша,2022-06-13,Economical,positive
новости,сша разрешить операция подсанкционный российский компания обеспечение безопасность гражданский авиация сообщать минфин,2022-11-14,Economical,positive
украина новости война,мінус ще ворожий вертоліт сьогодні бучанський районі підрозділ ппо св українить збитый ворожий бойовие вертоліт дякуємый хлопць захистый нашой небо,2022-03-19,Economical,neutral
украина новости война,оперативный інформаціть стан щодый російський вторгненний стан положенний характер дій сила оборонить суттєвих змін доба угрупованнь повітряний сила збройних сила,2022-03-15,Economical,positive
украина новости война,британия платить свой гражданин фунт стерлинг доллар месяц смочь предложить беженец украина свободный комната квартира минимум месяц,2022-03-13,Economical,positive
лентач,генсек оон предложил смягчить ограничения экспорт калия россии антониу гутерриш уточнил обсуждает россией турцией уточняется ограничения экспорт сняты условии пропуска,2022-05-17 00:01:33,Economical,1.0
лентач,министры иностранных стран ес не договориться шестом пакете антироссийских санкций заявил глава европейской дипломатии жозеп боррель главным ограничением пакете нефтяное,2022-05-16 20:52:01,Economical,1.0
лентач,кабмин отказался выделять 65 миллиардов рублей поддержку российских кинотеатров сообщает бюллетень кинопрокатчика ссылкой официальный ответ правительства 2022 высвобождаемые ресурсы федерального,2022-05-16 20:37:43,Economical,1.0
лентач,центробанк разрешил физлицам переводить границу 50 долларов месяц пишет тасс ссылкой прессслужбу регулятора действовал лимит 10 долларов,2022-05-16 20:16:30,Economical,1.0
лентач,автомобиль renault duster производиться россии брендом lada договоренность заявили минпромторге лада пыльник,2022-05-16 15:53:25,Economical,1.0
лентач,банки столкнулись обвалом рынке,2022-05-17 15:30:58,Economical,-1.0
лентач,макдоналдс ухода россии продажи бизнеса запретит новому владельцу ресторанов использовать логотип название фирменное меню следует заявления компании пишет рбк,2022-05-16 13:28:40,Economical,-1.0
лентач,mcdonalds заявил уходит российского рынка начал продажу российского бизнеса,2022-05-16 13:07:27,Economical,-1.0
лентач,мишустин правительство рф обнулит импортные пошлины технологическое оборудование власти упростят ввоз страну электронных устройств криптографическими средствами числе компьютеров планшетов смартфонов,2022-05-16 12:57:06,Economical,1.0
лентач,российских телеканалах ближайшее выйдут фильмы сериалы ирана простые интересные жизненные темы великолепная игра актеров богатые костюмы хорошие режиссерские работы интересные,2022-05-16 12:43:35,Economical,-1.0
лентач,минприроды намерено разы снизить требования сбросам сточных вод байкал питающие реки пишет коммерсант нормативы содержанию железа хотят ослабить 10 хрома,2022-05-16 11:41:35,Economical,-1.0
лентач,bloomberg германия намерена отказаться российской нефти концу произойти отсутствии эмбарго ес,2022-05-16 11:13:02,Economical,-1.0
лентач,российские аэропорты попросили разрешить использовать устаревшее иностранное оборудование досмотра,2022-05-16 10:26:38,Economical,-1.0
лентач,рубрика реальная новость минпромторг решил национализировать завод renault москве собянин предложил производить москвичи,2022-05-16 09:09:03,Economical,-1.0
лентач,bloomberg евросоюз разработал план покупки российского газа нарушения санкций сообщает агентство ссылаясь участников встречи еврокомиссии уточненные рекомендации компаний ес покупке,2022-05-15 21:44:56,Economical,1.0
лентач,авито приуныл сайт причины неизвестны коммент авито знаем решили работает,2022-05-14 23:07:22,Economical,-1.0
лентач,реструктуризация кредита рассказывают эксперты,2022-05-14 18:37:39,Economical,-1.0
лентач,глава мид германии предрекла миру глобальный голод изза роскомнадзора украине,2022-05-14 16:48:52,Economical,-1.0
лентач,коми начали выпускать коми колу вместо cocacola производством занялся местный пивоваренный завод основа напитка создана ароматического сырья содержит кофеин кислоту,2022-05-14 14:06:48,Economical,0.0
лентач,макдоналдс возобновит работу россии новым брендом середине июня сохранив коллектив сеть ресторанов меню пишет тасс ссылкой источник,2022-05-16 13:24:22,Economical,-1.0
русском,словения резко вырасти цена топливо бензин дизель писать новость ссылка телеканал стоимость бак бензин европремиум увеличиться дизель ранее житель испания,2022-05-01,Economical,positive
лентач,апреле российские банки столкнулись с проблемами,2022-05-17 15:30:58,Economical,-1.0
лентач,сайт авито лежит,2022-05-17 15:39:36,Economical,-1.0
украина новости война,потерять работа россия столько работать mcdonalds ikea иностранный компания остановить пересмотреть работа россия картинка statista собрать дать десять компаниямлидер суммарно,2022-03-11,Economical,positive
украина новости война,евросоюз достигнуть предел возможность касаться финансовый санкция россия глава дипломатия ес жозеп боррель,2022-03-10,Economical,positive
украина новости война,porsche пожертвовать млн евро поддержка украинец пострадать российский вторжение евро направиться увкб оон агентство оон дело беженец действовать украина остальной,2022-03-05,Economical,neutral
украина новости война,hm прекратить продажа россия тенденция продолжаться,2022-03-02,Economical,neutral
раньше всех. ну почти.,президент эстонии алар карис признал удастся полностью изолировать россию сможем полностью изолировать россию искать пути общаться россией другими способами вести какойто бизнес россией занимает занять десятилетия заявил глава эстонии интервью американскому журналу newsweek,2022-05-17 18:20:01,Economical,-1.0
раньше всех. ну почти.,итальянская eni процедуру открытия счетов газпромбанке изменения текущих контрактов компания,2022-05-17 17:02:49,Economical,1.0
раньше всех. ну почти.,негативные последствия растущие цены продукты питания энергетику ответственность несет российский президент глава мид фрг,2022-05-17 15:55:42,Economical,-1.0
раньше всех. ну почти.,изменения нефтяном рынке носят тектонический характер бизнес невозможно путин,2022-05-17 15:21:19,Economical,-1.0
раньше всех. ну почти.,финская государственная компания gasum не приняла требование российской стороны переходе новую систему оплаты газа говорится распространенном сообщении связи предупреждает существует повышенный риск прекращения поставок природного газа россии финляндию,2022-05-17 14:33:54,Economical,1.0
раньше всех. ну почти.,власти крыма опровергли информацию летом полуострове не открыться трети гостиниц гостевых домов давайте поговорим июле крымчанам начнут звонить всей россии просить помочь устроиться гостиницу гостевой одно привыкли разным прогнозам пляжи готовы рестораны вкусные море греется заявил советник главы крыма олег крючков,2022-05-17 14:10:10,Economical,1.0
раньше всех. ну почти.,объем выдачи ипотеки россии апреле 2022 сократился 4 раза сравнению предыдущим месяцем следует данных бюро кредитных историй эквифакс,2022-05-17 14:01:18,Economical,-1.0
раньше всех. ну почти.,поднялась десятого четвертое списке поставщиков нефти индию апреле сообщила газета times of india ссылкой источники доля россии закупках нефти индией выросла рекордных 6 277 тыс баррелей сутки апреле сравнению примерно 66 тыс баррелей сутки марте занимала десятое среди индийских поставщиков пишет издание,2022-05-17 13:55:14,Economical,1.0
лентач,апреле российские банки столкнулись обвалом рынке ипотеки сравнению мартом выдано 75 кредитов жилье,2022-05-17 15:30:58,Economical,-1.0
раньше всех. ну почти.,80 обладателей симкарт российских операторов связи покинули россию спецоперации украине вернулись обратно страну заявил глава минцифры рф максут шадаев,2022-05-17 13:45:13,Economical,-1.0
раньше всех. ну почти.,минпромторг рф ожидает получения сертификата типа документ позволяющий эксплуатацию самолета импортозамещенную версию самолета ssj конце 2023 сообщил министр промышленности торговли рф денис мантуров двигаемся соответствии актуализированным форсированным планом работ двигателю пд8 ожидаем первой половине следующего начнутся интенсивные испытания составе импортозамещенной версии самолета ssj 100 рассказал мантуров,2022-05-17 12:20:06,Economical,1.0
лентач,сайт авито лежит,2022-05-17 15:39:36,Economical,-1.0
лентач,апреле российские банки столкнулись обвалом рынке ипотеки сравнению мартом выдано 75 кредитов жилье,2022-05-17 15:30:58,Economical,-1.0
лентач,апреле российские банки столкнулись с проблемами,2022-05-17 15:30:58,Economical,-1.0
лентач,банки столкнулись обвалом рынке,2022-05-17 15:30:58,Economical,-1.0
лентач,банки столкнулись обвалом,2022-05-17 15:30:58,Economical,-1.0
раньше всех. ну почти.,россию невозможно изолировать политически экономически информационно песков,2022-05-17 10:42:39,Economical,1.0
раньше всех. ну почти.,возможная конфискация российских активов рубежом приведет краху международной системы политической экономии сообщила газета financial times пишет издание решение заморозить российские активы вызвало обеспокоенность государствах напряженные отношения сша европой связи прямой захват рассматриваться переход политического рубикона сути дела действие покончило международной системой политической экономии которую создавали последние десятилетия приглашенный научный сотрудник лондонской школы экономики саймон хинрихсен,2022-05-17 09:53:55,Economical,1.0
раньше всех. ну почти.,евросоюз приблизился пределу введению антироссийских санкций соответствующее мнение выразил вторник дипломатический источник ес интернетпорталу euractiv пакет санкций москвы станет невероятно сложным близки достижению наших пределов заявил дипломат встречи министров иностранных ес российской нефтью неразбериха представьте произошло предложением запретить российский газ,2022-05-17 09:22:54,Economical,-1.0
украина ,руzzкие уничтожили генетический банк растений харькове единственный украине хранилось 160 000 сортов гибридов растений банк пережил немецкую оккупацию мировой не устоял пивной сумасшедшего путина украина,2022-05-17 17:15:32,Economical,-1.0
украина ,g7 планируют выделить украине 15 млрд евро помощи сообщил высокопоставленный чиновник германии комментарии reuters предполагается пакет охватывать месяца краткосрочным финансированием преимущественно виде грантов отличие ссуд не возвращать украина,2022-05-17 17:05:32,Economical,1.0
лентач,заниматься восстановлением ремонтом дорог мостов херсонской области выделены заявил вицепремьер марат хуснуллин заниматься россии не уточняется,2022-05-17 17:15:40,Economical,1.0
раньше всех. ну почти.,федеральный бюджет рф январеапреле предварительной оценке минфина исполнен профицитом размере 1041 трлн рублей апреле впервые зафиксирован месячный дефицит 26229 млрд рублей,2022-05-17 13:15:06,Economical,-1.0
украина ,завтра заседании министров внутренних совета ес обсудят отключение россии swift сообщила народный депутат галина янченко информации завтра обсудят приостановление выдачи,2022-02-27 01:41:46,Economical,-1.0
русском,фон санкция получить рекордный торговый профицит писать the economist отмечаться публикация импорт россия сократиться изз ввести запад санкция экспорт выстоять,2022-05-13,Economical,neutral
русском,мишустин призвать правительство крупный российский компания оперативный принимать решение замещение иностранный цифровой технология поручить создать индустриальный центр компетенция замещение зарубежный,2022-06-03,Economical,positive
экономика,банк россия временно установить максимальный значение эквайринговый комиссия уровень оплата карта социально значимый товар услуга решение действовать апрель август льгота,2022-03-22,Economical,positive
экономика,погашение минский обязательство российский госкредит отсрочить пятьшбыть сообщить министр финансы белоруссия юрий селиверстов обсудить предложить платёж сместить комфортный срок взаимоприемлемый,2022-03-21,Economical,positive
экономика,наш страна развязать экономический война сторона трудный открываться исторический шанс перестроить отбросить зависимость иностранный бизнес москва разработать больший программа поддержка,2022-03-21,Economical,positive
экономика,литва не выплачивать компенсация бизнесмен иметь бизнес россия случай национализация имущество заявить министр экономика инновация литва аушрина армонайте президент литовский,2022-03-21,Economical,positive
экономика,финансовый учреждение багамы обнаружить млрд актив владелец связать россия сообщаться ссылка центральный банк страна цб страна найти млн депозит млрд,2022-03-20,Economical,positive
экономика,решение европейский космический агентство esa совместный проект роскосмос полёт марс exomars означать потеря несколько течение заново воссоздавать необходимый экспедиция посадочный,2022-03-18,Economical,positive
экономика,крупный онлайнретейлер amazon закрыть сделка покупка старый киностудия голливуд metrogoldwynmayer mgm млрд свой заявление amazon пообещать сохранить наследие mgm предоставить,2022-03-18,Economical,positive
экономика,белорусский валютнофондовый биржа анонсировать скорый запуск торг китайский юань сообщение биржа отмечаться торг валютный пара китайский юаньбелорусский рубль cnybyntod начаться,2022-03-17,Economical,positive
экономика,российский рынок труд предстоять непростой время профессионал озабачен возможный сокращение всевозможный отрасль массовый уход россия зарубежный бизнес тысяча специалист оказаться,2022-03-16,Economical,positive
экономика,последний день сеть интернет появиться дать тыс карта клиент российский банк сообщаться ссылка дать специалист сервис разведка утечка данные мониторинг,2022-03-14,Economical,positive
экономика,мир не угрожать глобальный финансовый кризис изз российский военный операция украина заявить глава международный валютный фонд кристалина георгиев глава мвф,2022-03-14,Economical,positive
экономика,сербия согласиться платить российский газ тыс куб истечь нынешний контракт июнь заявить президент страна александр вучича слово сербия цена не,2022-03-13,Economical,positive
экономика,кабинет министр украина отменить налог добавить стоимость акциз бензин дизельный топливо сообщить президент украина владимир зеленский кабмин утвердить решение отмена,2022-03-13,Economical,neutral
экономика,венесуэла готовый восстановить сотрудничество соединить штат сфера торговля нефть вашингтон признать законный власть президент николас мадурый заявить глава мид страна,2022-03-13,Economical,positive
экономика,президент сша джо байден подписать указ разрешать госсекретрить направить вплоть млн товар услуга военный назначение помощь военный обучение украина направить,2022-03-13,Economical,positive
экономика,национальный система платёжный карта установить межбанковский комиссия карта платёжный система visa mastercard уровень который существовать ранее настоящий оставить прежний условие,2022-03-13,Economical,positive
экономика,уполномоченный президент россия право предприниматель борис титов поддержать предложение концертный компания ввести мораторий возврат деньга билет перенести концерт пообещать обратиться,2022-03-12,Economical,positive
экономика,страна евросоюз заниматься подготовка четвёртый пакет санкция россия заявить глава еврокомиссия урсула фон дер ляйена прессконференция саммит ес версаль представимый,2022-03-12,Economical,neutral
экономика,федеральный антимонопольный служба видеть предпосылка снижение розничный цена бензин россия падение оптовый цена заявить руководитель служба максим шаскольский выступать март,2022-03-11,Economical,positive
экономика,президент россия владимир путин призвать правительство цб сохранить темп выдача ипотека обеспечение непрерывный работа строительный сектор глава государство заявить необходимость,2022-03-11,Economical,positive
экономика,изз ситуация сложиться страна приют подарить оказаться беда помощь ежемесячно приют покупать корм рубль собака спасаться кров средство существование катастрофически,2022-03-10,Economical,positive
экономика,президент сша джо байден призвать конгресс утвердить пакет помощь украина размер млрд продолжать оказывать украина военный помощь экономический помощь гуманитарный,2022-03-09,Economical,positive
экономика,международный рейтинговый агентство fitch group приостановить коммерческий деятельность россия публикация аналитический отчёт продолжиться российский территория речь идти приостановка операция охватывать,2022-03-08,Economical,positive
экономика,рейтинговый агентство moodys понизить суверенный рейтинг россия преддефолтный уровень ca негативный прогноз говориться сообщение агентство связать опасение повод способность готовность,2022-03-07,Economical,negative
экономика,клиент маркетплейс ozon смочь оплачивать заказ карта visa mastercard ранее решить приостановить работа россия клиент совершать покупка ozon прежний режим,2022-03-07,Economical,positive
экономика,февраль средство население российский банк сократиться трлн руб следовать обзор цб развитие банковский сектор абсолютный выражение значительный отток вклад минимум,2022-03-22,Economical,positive
экономика,подводить первый результат санкция россия инициатор сельский хозяйство условный запад остаться российский удобрение сша не поддержать канада захлестнуть волна протест,2022-03-23,Economical,negative
экономика,банк россия ввести мораторий исключение список биржа акция иностранный эмитент российский происхождение депозитарный расписка удостоверять право отношение такой акция допустить,2022-03-24,Economical,positive
экономика,госкорпорация роскосмос переходить расчёт рубль заключение новый контракт заявить глава дмитрий рогозин внешний контракт заключать исключительно рубль схема добывать углеводород,2022-03-24,Economical,positive
экономика,санкция россия свести экономический рост достигнуть последний заявить президент сша джо байден наш санкция удаться свести экономический достижение россия последний,2022-04-07,Economical,positive
